ID,Requirement,Type,Applicable modules,Code evidence,Runtime evidence,Automated test,Last executed result,Evidence conflict,Final status
"C07-7.7-004","Auto-save shall occur on supplier or warehouse change.","Static architecture","GRN, Transfer, Get Pass","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C07-7.7-005","Auto-save shall occur on attachment change.","Static architecture","GRN","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C07-7.7-006","Auto-save shall occur on notes change.","Static architecture","GRN, Transfer, Get Pass","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C07-7.7-007","Auto-save shall occur before navigation.","Static architecture","GRN, Transfer, Get Pass","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C07-7.8-001","Recovered drafts shall not bypass current validation.","Static architecture","GRN","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C07-7.8-002","Restored documents must be revalidated before continue or submit.","Runtime workflow","GRN, Transfer, Get Pass, Breakage","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Partial"
"C07-7.9-001","A draft registry is required per document family.","Static architecture","GRN, Transfer, Get Pass, Breakage","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C07-7.9-002","Default draft retention shall be 30 days.","Static architecture","GRN, Transfer, Get Pass, Breakage","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C07-7.9-003","Draft expiration policy (delete, archive, expired state) shall be defined by platform policy.","Static architecture","GRN, Transfer, Get Pass, Breakage","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C07-7.10-001","Document State Protection shall apply to route navigation.","Static architecture","GRN, Transfer, Get Pass, Breakage","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C07-7.10-002","Document State Protection shall apply to browser refresh.","Static architecture","GRN, Transfer, Get Pass, Breakage","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C07-7.10-003","Document State Protection shall apply to browser or tab close.","Static architecture","GRN, Transfer, Get Pass, Breakage","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C07-7.10-004","Document State Protection shall apply to back navigation.","Static architecture","GRN, Transfer, Get Pass, Breakage","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C07-7.10-005","Document State Protection shall apply to session expiration with unsaved changes.","Static architecture","GRN, Transfer, Get Pass","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C07-7.10-006","Successful Save Draft or Submit shall return the document to a clean state.","Runtime workflow","GRN, Transfer, Get Pass, Breakage","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Partial"
"C07-7.11-001","Upon successful creation of the first Server Draft, the System Document Number becomes permanently reserved per Chapter 9.","Static architecture","GRN, Transfer, Get Pass, Breakage","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C08-8.2-001","Every editable document shall maintain a Concurrency Version for conflict detection.","Static architecture","GRN, Transfer, Get Pass, Breakage","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C08-8.3-001","Concurrency shall apply to the entire governed document, not isolated fields only.","Static architecture","GRN, Transfer, Get Pass, Breakage, Movement","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C08-8.4-001","Concurrent edits must be detected at the Draft stage.","Static architecture","GRN, Transfer, Get Pass, Breakage, Movement","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C08-8.4-002","Last write wins is prohibited for concurrent draft edits.","Static architecture","GRN, Transfer, Get Pass, Breakage","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C08-8.4-003","Conflicting draft operations shall be rejected.","Runtime workflow","GRN, Transfer, Get Pass, Breakage, Movement","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Partial"
"C08-8.4-004","Users shall reload the latest version after a conflicting draft operation.","Static architecture","GRN, Transfer, Get Pass, Breakage","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C08-8.5-001","After Submit, the document shall be read-only except via Return workflow.","Runtime workflow","GRN, Transfer, Get Pass, Breakage, Movement","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Partial"
"C08-8.6-001","Save Draft must not execute twice on the same version without detection.","Static architecture","GRN, Transfer, Get Pass, Breakage, Movement","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C08-8.6-002","Submit must not execute twice on the same version without detection.","Runtime workflow","GRN, Transfer, Get Pass, Breakage","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Partial"
"C08-8.6-003","Approve must not execute twice on the same version without detection.","Runtime workflow","GRN, Transfer, Breakage, Get Pass","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Partial"
"C08-8.6-004","Reject must not execute twice on the same version without detection.","Runtime workflow","GRN, Transfer, Breakage, Get Pass","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Partial"
"C08-8.6-005","Send Back must not execute twice on the same version without detection.","Static architecture","GRN","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C08-8.6-006","Cancel must not execute twice on the same version without detection.","Static architecture","GRN, Transfer, Get Pass, Breakage","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C08-8.6-007","Post must not execute twice on the same version without detection.","Static architecture","GRN, Transfer, Movement","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C08-8.7-001","Posting must not execute except on the latest valid document version after concurrency verification.","Data integrity","GRN, Transfer, Movement","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Partial"
"C08-8.8-001","The platform shall reject conflicting updates.","Runtime workflow","GRN, Transfer, Get Pass, Breakage, Movement","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Partial"
"C08-8.8-002","The platform shall not overwrite another user's changes during conflict.","Static architecture","GRN, Transfer, Get Pass, Breakage, Movement","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C08-8.8-003","The platform shall require reload before retry after a conflicting update.","Static architecture","GRN, Transfer, Get Pass, Breakage","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C08-8.10-001","Concurrency conflicts shall be recorded in audit when appropriate.","Static architecture","GRN, Transfer, Get Pass, Breakage","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C09-9.2-001","System Document Numbers shall be assigned by the platform only.","Static architecture","GRN, Transfer, Breakage, Get Pass","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C09-9.2-002","Users must not enter System Document Numbers.","Static architecture","GRN","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C09-9.2-003","Users must not edit System Document Numbers.","Static architecture","GRN","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C09-9.2-004","System Document Numbers shall be assigned at first Server Draft Save.","Static architecture","GRN, Transfer, Get Pass, Breakage","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C09-9.2-005","System Document Number format shall be {Type Prefix}-{Year}-{Sequence}.","Static architecture","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C09-9.2-006","External references such as supplier invoice numbers shall be separate fields from System Document Numbers.","Static architecture","GRN","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C09-9.3-001","System Document Numbers shall be unique within governed numbering scope.","Permission/security","GRN, Transfer, Breakage, Get Pass","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Partial"
"C09-9.3-002","Upon first Server Draft, the System Document Number shall be permanently reserved.","Static architecture","GRN, Transfer, Get Pass, Breakage","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C09-9.3-003","Numbers from deleted drafts shall never be released or recycled.","Static architecture","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C09-9.3-004","Number gaps are acceptable but numbers must not be reused.","Static architecture","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C09-9.3-005","All creation channels (manual, import, integration, future) shall use the same numbering governance.","Static architecture","GRN, Transfer, Breakage, Get Pass","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C09-9.3-006","Document number prefixes shall be governed centrally.","Static architecture","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C09-9.3-007","Modules must not configure document number prefixes independently unless authorized.","Static architecture","Movement, GRN, Transfer, Breakage, Get Pass","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C09-9.3-008","Gaps from failed or rolled-back number allocation operations are acceptable.","Static architecture","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C09-9.3-009","Once assigned, a System Document Number shall be immutable for the entire document lifecycle.","Static architecture","GRN, Transfer, Get Pass, Breakage","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C09-9.3-010","System Document Number allocation shall be traceable through platform audit mechanisms.","Static architecture","GRN, Transfer, Breakage, Get Pass","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C09-9.3-011","Manual override of System Document Numbers is prohibited.","Static architecture","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C09-9.3-012","System Document Number sequences shall reset annually per prefix per year or fiscal year per platform policy.","Static architecture","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C10-10.1-001","Inbound movement documents shall not require stock check at posting.","Data integrity","GRN","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Partial"
"C10-10.1-002","Outbound movement documents shall require stock check at posting.","Data integrity","Transfer, Breakage, Get Pass","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Partial"
"C10-10.2-001","Stock availability shall be validated against the latest committed inventory state at Posting.","Data integrity","Transfer, Breakage","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Partial"
"C10-10.2-002","Negative inventory is prohibited in DX OSE v2.0.","Static architecture","GRN, Transfer, Breakage, Get Pass","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C10-10.2-003","Quantity must be greater than zero.","Static architecture","GRN, Transfer, Breakage, Movement, Get Pass","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C10-10.2-004","Zero-quantity lines are prohibited.","Static architecture","GRN, Transfer, Breakage, Movement","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C10-10.2-005","Quantity precision shall follow platform settings and validation shall use precise values.","Static architecture","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C10-10.2-006","Stock validation shall be against the source inventory location defined by the transaction.","Data integrity","Transfer, Breakage","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Partial"
"C10-10.2-007","All inventory calculations shall use the base unit.","Static architecture","GRN, Breakage","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C10-10.2-008","No transaction shall violate constitutional stock integrity rules.","Data integrity","GRN, Transfer, Breakage, Get Pass","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Partial"
"C10-10.2-009","Inventory movements shall be generated exclusively by Posted transactions.","Static architecture","GRN, Transfer, Breakage, Movement","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C10-10.2-010","Posted inventory movements shall never be edited.","Static architecture","Movement","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C10-10.2-011","Posted inventory movement corrections shall be made via new governed transactions.","Static architecture","Movement, GRN","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C10-10.2-012","Inbound documents shall not require stock check at posting.","Data integrity","GRN","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Partial"
"C10-10.2-013","Outbound stock validation shall be authoritative on the platform.","Data integrity","Transfer, Breakage, Get Pass","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Partial"
"C10-10.2-014","Client-side outbound stock checks may warn only and shall not be authoritative.","Data integrity","Breakage, Lost Items","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Partial"
"C10-10.2-015","Valuation at Posting shall follow Chapter 5 posting rules.","Data integrity","GRN, Transfer, Breakage, Get Pass, Inventory Count, Movement","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Partial"
"C11-11.3-001","Changing display currency shall change symbol and format only.","Documentation","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C11-11.3-002","Display currency must not convert amounts.","UI/UX","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C11-11.3-003","Display currency must not alter stored values.","UI/UX","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C11-11.3-004","Display currency must not alter ledger data.","UI/UX","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C11-11.3-005","Display currency must not alter valuation.","UI/UX","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C11-11.3-006","Display currency must not alter historical posted documents.","UI/UX","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C11-11.3-007","Display currency must not participate in financial calculations.","UI/UX","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C11-11.3-008","Display currency must not participate in inventory valuation.","UI/UX","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C11-11.3-009","Display currency must not participate in posting logic.","UI/UX","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C11-11.3-010","Display currency must not participate in taxation.","UI/UX","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C11-11.3-011","Display currency must not participate in accounting transactions.","UI/UX","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C11-11.4-001","Display Currency shall apply consistently across all user interfaces unless explicitly governed otherwise.","UI/UX","Dashboard, Stock","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C11-11.4-002","Display Currency shall apply consistently across reports unless explicitly governed otherwise.","UI/UX","Reports","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C11-11.4-003","Display Currency shall apply consistently across dashboards unless explicitly governed otherwise.","UI/UX","Dashboard","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C11-11.4-004","Display Currency shall apply consistently across exported documents unless explicitly governed otherwise.","UI/UX","Reports","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C11-11.4-005","Display Currency shall apply consistently across printed outputs unless explicitly governed otherwise.","UI/UX","Reports, PDF","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C11-11.4-006","Reports and PDF shall use property display currency as each channel is brought under this standard.","UI/UX","Dashboard, Reports","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C11-11.6-001","Changing Property Display Currency must not modify historical posted documents.","UI/UX","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C11-11.6-002","Changing Property Display Currency must not modify stored business data.","UI/UX","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C12-12.2-001","Optional header fields omitted when not applicable shall not cause positions to shift arbitrarily.","Static architecture","GRN, Transfer, Movement, Breakage, Get Pass, Lost Items","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C12-12.3-001","System header fields including document number, status, created by/at, and posted by/at must not be user-editable.","Runtime workflow","GRN, Movement, Transfer, Breakage","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Partial"
"C12-12.4-001","Header fields shall become read-only once the document enters a non-editable lifecycle state unless explicitly governed otherwise.","Static architecture","Movement, GRN, Transfer, Breakage, Get Pass","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C12-12.5-001","Changes to property, department, or warehouse after lines exist or after workflow progress must require confirmation.","Runtime workflow","GRN, Transfer, Movement","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Partial"
"C12-12.5-002","Changes to property, department, or warehouse after lines exist or after workflow progress shall follow document business rules.","Runtime workflow","GRN, Transfer, Movement","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Partial"
"C12-12.6-001","Header information and document lines shall remain logically consistent throughout the lifecycle unless explicitly governed otherwise.","Static architecture","GRN, Transfer, Movement, Breakage, Get Pass","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C12-12.7-001","Modules adding header fields shall preserve standard header order and positions.","Static architecture","GRN, Transfer, Movement, Breakage, Get Pass, Lost Items, Items","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C13-13.2-001","Each document line shall maintain a unique internal identity independent of display order or row number.","UI/UX","Movement, GRN, Transfer, Store Requisition","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C13-13.4-001","Posted document lines shall be immutable.","Static architecture","GRN, Movement, Breakage, Transfer","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C13-13.4-002","Posted document line corrections shall be made via new governed business transactions.","Static architecture","Movement, GRN, Transfer, Breakage","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C13-13.5-001","Line values and calculated fields shall recalculate automatically per governed business rules when relevant data changes.","Static architecture","GRN, Movement, Transfer","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C13-13.6-001","All document lines shall remain consistent with governing business context in the header unless explicitly governed otherwise.","Static architecture","GRN, Transfer, Movement, Breakage, Get Pass","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C13-13.7-001","Document totals must not be directly user-editable.","Static architecture","GRN","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C13-13.7-002","Line totals must not be directly user-editable.","Static architecture","GRN, Transfer","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C13-13.8-001","Duplicate line behavior shall be defined by each business document according to functional requirements.","Static architecture","GRN, Transfer","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C13-13.9-001","Significant line-level business changes shall be auditable per platform audit policy.","Static architecture","GRN, Transfer, Get Pass, Breakage","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C13-13.10-001","Large document line datasets shall not degrade usability per Chapter 27.","Static architecture","GRN, Transfer","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C14-14.3-001","Posted attachments shall not be modified except by explicit admin governance.","Static architecture","GRN, Breakage","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C14-14.3-002","Posted attachments shall not be replaced except by explicit admin governance.","Static architecture","GRN, Breakage","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C14-14.3-003","Posted attachments shall not be deleted except by explicit admin governance.","Static architecture","GRN, Breakage","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C14-14.3-004","Required attachments must block submit when missing.","Runtime workflow","GRN","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Partial"
"C14-14.4-001","The platform shall enforce allowed attachment file types per platform policy.","Static architecture","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C14-14.4-002","The platform shall enforce maximum attachment file size per platform policy.","Static architecture","GRN, Breakage, Inventory Count","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C14-14.4-003","The platform shall enforce maximum attachment count per platform policy.","Static architecture","Breakage, GRN","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C14-14.5-001","Uploaded attachment files shall comply with platform security validation policy.","Permission/security","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Partial"
"C14-14.6-001","Attachment download shall be subject to the same authorization as document view.","UI/UX","Platform, Items, GRN","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C14-14.8-001","Attachment filenames must not serve as internal identifiers.","Static architecture","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C14-14.9-001","All attachment operations shall be auditable.","Static architecture","Breakage, GRN","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C15-15.2-001","Reject shall require a reason where defined.","Runtime workflow","GRN, Transfer, Get Pass, Breakage, Lost Items, Inventory Count","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Partial"
"C15-15.2-002","Send Back shall require a reason where defined.","Static architecture","GRN","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C15-15.2-003","Cancel shall require a reason where defined.","Static architecture","Inventory Count, Breakage","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C15-15.3-001","Workflow comments shall become immutable once recorded.","Runtime workflow","GRN, Transfer, Breakage, Get Pass","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Partial"
"C15-15.3-002","System notes shall become immutable once recorded.","Static architecture","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C15-15.3-003","Audit comments shall become immutable once recorded.","Static architecture","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C15-15.4-001","System notes shall be generated exclusively by the platform.","Static architecture","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C15-15.4-002","Users must not manually create system notes.","Static architecture","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C15-15.4-003","Users must not manually modify system notes.","Static architecture","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C15-15.5-001","Notes and comments shall appear in chronological order within the unified timeline.","UI/UX","GRN, Transfer, Breakage, Lost Items, Get Pass, Inventory Count","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C16-16.2-001","Item images are Item Master data.","Documentation","Items","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C16-16.2-002","Item images must not be created through transactional documents.","Documentation","GRN, Movement, Transfer","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
