"fresh_id","pdf_page","pdf_page_start","pdf_page_end","part","chapter_num","chapter_title","section","source_span_id","exact_pdf_source_text","source_context_text","normalized_atomic_clause","strength_classification","category_bucket","atomicity_status","atomicity_justification","semantic_review_status","semantic_review_reason","semantic_reviewer","product_gap_applicability","applies_to","related_sections","verification_type","extraction_note"
"C4-4.2-013","17","17","17","Part I — Governance Constitution","4","Operation Permissions","4.2","SP-C4-4.2-ba6cf160","Archive","","Archive","Governance Definition","Governance Definition","span_member","Standard operation list item.","Manual Reviewed — Confirmed","§4.2 standard operation name.","gate-a.2-semantic-engine","No","ACC / Backend Authorization","","Documentation",""
"C4-4.2-014","17","17","17","Part I — Governance Constitution","4","Operation Permissions","4.2","SP-C4-4.2-fb835835","Print","","Print","Governance Definition","Governance Definition","span_member","Standard operation list item.","Manual Reviewed — Confirmed","§4.2 standard operation name.","gate-a.2-semantic-engine","No","ACC / Backend Authorization","","Documentation",""
"C4-4.2-015","17","17","17","Part I — Governance Constitution","4","Operation Permissions","4.2","SP-C4-4.2-40453edc","Export","","Export","Governance Definition","Governance Definition","span_member","Standard operation list item.","Manual Reviewed — Confirmed","§4.2 standard operation name.","gate-a.2-semantic-engine","No","ACC / Backend Authorization","","Documentation",""
"C4-4.2-016","17","17","17","Part I — Governance Constitution","4","Operation Permissions","4.2","SP-C4-4.2-839d92e9","Attach","","Attach","Governance Definition","Governance Definition","span_member","Standard operation list item.","Manual Reviewed — Confirmed","§4.2 standard operation name.","gate-a.2-semantic-engine","No","ACC / Backend Authorization","","Documentation",""
"C4-4.2-017","17","17","17","Part I — Governance Constitution","4","Operation Permissions","4.2","SP-C4-4.2-88bec404","View Audit.","","View Audit.","Descriptive","Descriptive Context","span_member","Standard operation list item.","Manual Reviewed — Confirmed","Descriptive context — no product modal operator.","gate-a.2-semantic-engine","No","ACC / Backend Authorization","","Documentation",""
"C4-4.2-018","17","17","17","Part I — Governance Constitution","4","Operation Permissions","4.2","SP-C4-4.2-dda143f0","Evidence Package is part of document representation, not an independent business operation, and does not require a separate permission in the current DX OSE release.","","Evidence Package is part of document representation, not an independent business operation, and does not require a separate permission in the current DX OSE release.","Descriptive","Descriptive Context","atomic","","Manual Reviewed — Confirmed","Descriptive context — no product modal operator.","gate-a.2-semantic-engine","No","ACC / Backend Authorization","","Documentation",""
"C4-4.3-001","17","17","17","Part I — Governance Constitution","4","Operation Permissions","4.3","SP-C4-4.3-4ef9f1c8","Permissions shall never bypass document lifecycle rules.","","Permissions shall never bypass document lifecycle rules.","Explicit Shall","Product Enforceable Requirement","atomic","","Manual Reviewed — Confirmed","§4.3 ACC operation permission rule.","gate-a.2-semantic-engine","Yes","ACC / Backend Authorization","","Code / Runtime / UI",""
"C4-4.3-002","17","17","17","Part I — Governance Constitution","4","Operation Permissions","4.3","SP-C4-4.3-14324fdf","Permissions grant eligibility, not execution authority.","","Permissions grant eligibility, not execution authority.","Explicit Shall","Product Enforceable Requirement","atomic","","Manual Reviewed — Confirmed","§4.3 ACC operation permission rule.","gate-a.2-semantic-engine","Yes","ACC / Backend Authorization","","Code / Runtime / UI",""
"C4-4.3-003","17","17","17","Part I — Governance Constitution","4","Operation Permissions","4.3","SP-C4-4.3-7a35e770","Action Allowed = Permission + Workflow + Lifecycle + Business Rules + Scope.","","Action Allowed = Permission + Workflow + Lifecycle + Business Rules + Scope.","Explicit Shall","Product Enforceable Requirement","atomic","","Manual Reviewed — Confirmed","§4.3 ACC operation permission rule.","gate-a.2-semantic-engine","Yes","ACC / Backend Authorization","","Code / Runtime / UI",""
"C4-4.3-004","17","17","17","Part I — Governance Constitution","4","Operation Permissions","4.3","SP-C4-4.3-579bff8b","Modules shall not introduce alternative operation names for standardized operations.","","Modules shall not introduce alternative operation names for standardized operations.","Explicit Shall","Product Enforceable Requirement","atomic","","Manual Reviewed — Confirmed","§4.3 ACC operation permission rule.","gate-a.2-semantic-engine","Yes","ACC / Backend Authorization","","Code / Runtime / UI",""
"C4-4.4-001","17","17","17","Part I — Governance Constitution","4","Operation Permissions","4.4","SP-C4-4.4-0298d068","Permission key naming, role matrix maintenance, role hierarchy, permission inheritance, technical authorization implementation — ACC.","","Permission key naming, role matrix maintenance, role hierarchy, permission inheritance, technical authorization implementation — ACC.","Out of Scope","Out of Scope","atomic","","Manual Reviewed — Confirmed","§4.4 out-of-scope section.","gate-a.2-semantic-engine","No","ACC / Backend Authorization","","N/A",""
"C5-5.1-001","18","18","18","Part I — Governance Constitution","5","Posting","5.1","SP-C5-5.1-3a3677ee","Posting is the single irreversible business commit point for all operational and financial effects within the DX OSE Platform.","","Posting is the single irreversible business commit point for all operational and financial effects within the DX OSE Platform.","Descriptive","Descriptive Context","atomic","","Manual Reviewed — Confirmed","Descriptive context — no product modal operator.","gate-a.2-semantic-engine","No","Posting / Backend","","Documentation",""
"C5-5.1-002","18","18","18","Part I — Governance Constitution","5","Posting","5.1","SP-C5-5.1-e910a946","Posting is the only operation permitted to create official operational and financial business effects.","","Posting is the only operation permitted to create official operational and financial business effects.","Descriptive","Descriptive Context","atomic","","Manual Reviewed — Confirmed","Descriptive context — no product modal operator.","gate-a.2-semantic-engine","No","Posting / Backend","","Documentation",""
"C5-5.1-003","18","18","18","Part I — Governance Constitution","5","Posting","5.1","SP-C5-5.1-e6fc9758","Documents become business-immutable after Posting except through formally governed reversal or adjustment procedures.","","Documents become business-immutable after Posting except through formally governed reversal or adjustment procedures.","Descriptive","Descriptive Context","atomic","","Manual Reviewed — Confirmed","Descriptive context — no product modal operator.","gate-a.2-semantic-engine","No","Posting / Backend","","Documentation",""
"C5-5.2-001","18","18","18","Part I — Governance Constitution","5","Posting","5.2","SP-C5-5.2-verify-6ecce5ca","user authority","Before Posting, the platform shall verify:","Before Posting, the platform shall verify: user authority","Explicit Shall","Product Enforceable Requirement","span_member","Semicolon-separated posting precondition from §5.2 verify list.","Manual Reviewed — Confirmed","§5.2 posting precondition verify item.","gate-a.2-semantic-engine","Yes","Posting / Backend","","Code / Runtime / UI",""
"C5-5.2-002","18","18","18","Part I — Governance Constitution","5","Posting","5.2","SP-C5-5.2-verify-6ecce5ca","valid workflow state","Before Posting, the platform shall verify:","Before Posting, the platform shall verify: valid workflow state","Explicit Shall","Product Enforceable Requirement","span_member","Semicolon-separated posting precondition from §5.2 verify list.","Manual Reviewed — Confirmed","§5.2 posting precondition verify item.","gate-a.2-semantic-engine","Yes","Posting / Backend","","Code / Runtime / UI",""
"C5-5.2-003","18","18","18","Part I — Governance Constitution","5","Posting","5.2","SP-C5-5.2-verify-6ecce5ca","open inventory/financial period (Posting Date)","Before Posting, the platform shall verify:","Before Posting, the platform shall verify: open inventory/financial period (Posting Date)","Explicit Shall","Product Enforceable Requirement","span_member","Semicolon-separated posting precondition from §5.2 verify list.","Manual Reviewed — Confirmed","§5.2 posting precondition verify item.","gate-a.2-semantic-engine","Yes","Posting / Backend","","Code / Runtime / UI",""
"C5-5.2-004","18","18","18","Part I — Governance Constitution","5","Posting","5.2","SP-C5-5.2-verify-6ecce5ca","full document revalidation","Before Posting, the platform shall verify:","Before Posting, the platform shall verify: full document revalidation","Explicit Shall","Product Enforceable Requirement","span_member","Semicolon-separated posting precondition from §5.2 verify list.","Manual Reviewed — Confirmed","§5.2 posting precondition verify item.","gate-a.2-semantic-engine","Yes","Posting / Backend","","Code / Runtime / UI",""
"C5-5.2-005","18","18","18","Part I — Governance Constitution","5","Posting","5.2","SP-C5-5.2-verify-6ecce5ca","stock availability for outbound documents","Before Posting, the platform shall verify:","Before Posting, the platform shall verify: stock availability for outbound documents","Explicit Shall","Product Enforceable Requirement","span_member","Semicolon-separated posting precondition from §5.2 verify list.","Manual Reviewed — Confirmed","§5.2 posting precondition verify item.","gate-a.2-semantic-engine","Yes","Posting / Backend","","Code / Runtime / UI",""
"C5-5.2-006","18","18","18","Part I — Governance Constitution","5","Posting","5.2","SP-C5-5.2-f5d9d061","Final validation — full revalidation immediately before Posting regardless of prior validation.","","Final validation — full revalidation immediately before Posting regardless of prior validation.","Explicit Shall","Product Enforceable Requirement","atomic","","Manual Reviewed — Confirmed","§5.2 explicit posting rule.","gate-a.2-semantic-engine","Yes","Posting / Backend","","Code / Runtime / UI",""
"C5-5.2-007","18","18","18","Part I — Governance Constitution","5","Posting","5.2","SP-C5-5.2-c1cb5d0d","Transaction boundary — single transactional boundary; partial posting prohibited.","","Transaction boundary — single transactional boundary; partial posting prohibited.","Explicit Shall","Product Enforceable Requirement","atomic","","Manual Reviewed — Confirmed","§5.2 explicit posting rule.","gate-a.2-semantic-engine","Yes","Posting / Backend","","Code / Runtime / UI",""
"C5-5.2-008","18","18","18","Part I — Governance Constitution","5","Posting","5.2","SP-C5-5.2-cac62550","Atomicity — any failure leaves document and related business data completely unchanged.","","Atomicity — any failure leaves document and related business data completely unchanged.","Explicit Shall","Product Enforceable Requirement","atomic","","Manual Reviewed — Confirmed","§5.2 explicit posting rule.","gate-a.2-semantic-engine","Yes","Posting / Backend","","Code / Runtime / UI",""
"C5-5.2-009","18","18","18","Part I — Governance Constitution","5","Posting","5.2","SP-C5-5.2-4f51414b","Idempotency — repeating the same posting request shall never create additional effects.","","Idempotency — repeating the same posting request shall never create additional effects.","Explicit Shall","Product Enforceable Requirement","atomic","","Manual Reviewed — Confirmed","§5.2 explicit posting rule.","gate-a.2-semantic-engine","Yes","Posting / Backend","","Code / Runtime / UI",""
"C5-5.2-010","18","18","18","Part I — Governance Constitution","5","Posting","5.2","SP-C5-5.2-3861a356","Posting trigger — Posting is automatically triggered upon successful final workflow approval unless a document-specific governance policy defines otherwise.","","Posting trigger — Posting is automatically triggered upon successful final workflow approval unless a document-specific governance policy defines otherwise.","Explicit Shall","Product Enforceable Requirement","span_member","§5.2 rule 5 posting trigger — atomic sentence split.","Manual Reviewed — Confirmed","§5.2 explicit posting rule.","gate-a.2-semantic-engine","Yes","Posting / Backend","","Code / Runtime / UI",""
"C5-5.2-011","18","18","18","Part I — Governance Constitution","5","Posting","5.2","SP-C5-5.2-123ec680","Final Workflow Approval = business authorization for Posting.","","Final Workflow Approval = business authorization for Posting.","Explicit Shall","Product Enforceable Requirement","span_member","§5.2 rule 5 posting trigger — atomic sentence split.","Manual Reviewed — Confirmed","§5.2 explicit posting rule.","gate-a.2-semantic-engine","Yes","Posting / Backend","","Code / Runtime / UI",""
"C5-5.2-012","18","18","18","Part I — Governance Constitution","5","Posting","5.2","SP-C5-5.2-094d547f","No additional posting confirmation is required by default.","","No additional posting confirmation is required by default.","Explicit Shall","Product Enforceable Requirement","span_member","§5.2 rule 5 posting trigger — atomic sentence split.","Manual Reviewed — Confirmed","§5.2 explicit posting rule.","gate-a.2-semantic-engine","Yes","Posting / Backend","","Code / Runtime / UI",""
"C5-5.2-013","18","18","18","Part I — Governance Constitution","5","Posting","5.2","SP-C5-5.2-1ff4c855","Posting behavior shall remain deterministic and repeat-safe throughout the platform.","","Posting behavior shall remain deterministic and repeat-safe throughout the platform.","Explicit Shall","Product Enforceable Requirement","atomic","","Manual Reviewed — Confirmed","§5.2 explicit posting rule.","gate-a.2-semantic-engine","Yes","Posting / Backend","","Code / Runtime / UI",""
"C5-5.3-001","18","18","18","Part I — Governance Constitution","5","Posting","5.3","SP-C5-5.3-27fabb87","Approval authorizes progression within workflow.","","Approval authorizes progression within workflow.","Descriptive","Descriptive Context","atomic","","Manual Reviewed — Confirmed","Descriptive context — no product modal operator.","gate-a.2-semantic-engine","No","Posting / Backend","","Documentation",""
"C5-5.3-002","18","18","18","Part I — Governance Constitution","5","Posting","5.3","SP-C5-5.3-0ada953f","Posting applies official operational and financial effects.","","Posting applies official operational and financial effects.","Descriptive","Descriptive Context","atomic","","Manual Reviewed — Confirmed","Descriptive context — no product modal operator.","gate-a.2-semantic-engine","No","Posting / Backend","","Documentation",""
"C5-5.3-003","18","18","18","Part I — Governance Constitution","5","Posting","5.3","SP-C5-5.3-a3a64b46","Workflow Contracts define whether final approval leads directly to Posting or to an optional Approved stage.","","Workflow Contracts define whether final approval leads directly to Posting or to an optional Approved stage.","Descriptive","Descriptive Context","atomic","","Manual Reviewed — Confirmed","Descriptive context — no product modal operator.","gate-a.2-semantic-engine","No","Posting / Backend","","Documentation",""
"C5-5.4-001","18","18","18","Part I — Governance Constitution","5","Posting","5.4","SP-C5-5.4-b17cee9e","Reversal procedures, inventory recalculation, ledger repair, historical data correction — separate governance documents.","","Reversal procedures, inventory recalculation, ledger repair, historical data correction — separate governance documents.","Out of Scope","Out of Scope","atomic","","Manual Reviewed — Confirmed","§5.4 out-of-scope section.","gate-a.2-semantic-engine","No","Posting / Backend","","N/A",""
"C6-6.1-001","19","19","19","Part I — Governance Constitution","6","Period Management","6.1","SP-C6-6.1-942c66b4","Period Management preserves inventory integrity, financial integrity, audit integrity, and reporting consistency.","","Period Management preserves inventory integrity, financial integrity, audit integrity, and reporting consistency.","Descriptive","Descriptive Context","atomic","","Manual Reviewed — Confirmed","Descriptive context — no product modal operator.","gate-a.2-semantic-engine","No","Period Management / Backend","","Documentation",""
"C6-6.1-002","19","19","19","Part I — Governance Constitution","6","Period Management","6.1","SP-C6-6.1-a194b7a8","It governs when transactions may officially affect inventory and financial records.","","It governs when transactions may officially affect inventory and financial records.","Explicit May","Optional Capability","atomic","","Manual Reviewed — Confirmed","Explicit may modal — optional capability.","gate-a.2-semantic-engine","Yes","Period Management / Backend","","Runtime",""
"C6-6.2-001","19","19","19","Part I — Governance Constitution","6","Period Management","6.2","SP-C6-6.2-278d19b3","DX OSE formally recognizes Inventory Period and Financial Period.","","DX OSE formally recognizes Inventory Period and Financial Period.","Descriptive","Descriptive Context","atomic","","Manual Reviewed — Confirmed","Descriptive context — no product modal operator.","gate-a.2-semantic-engine","No","Period Management / Backend","","Documentation",""
"C6-6.2-002","19","19","19","Part I — Governance Constitution","6","Period Management","6.2","SP-C6-6.2-0286df24","The current implementation may manage both using a shared calendar while allowing future separation.","","The current implementation may manage both using a shared calendar while allowing future separation.","Explicit May","Optional Capability","atomic","","Manual Reviewed — Confirmed","Explicit may modal — optional capability.","gate-a.2-semantic-engine","Yes","Period Management / Backend","","Runtime",""
"C6-6.3-001","19","19","19","Part I — Governance Constitution","6","Period Management","6.3","SP-C6-6.3-62bdda06","Each document shall permanently maintain Document Date, Posting Date, and Assigned Posting Period.","","Each document shall permanently maintain Document Date, Posting Date, and Assigned Posting Period.","Explicit Shall","Product Enforceable Requirement","atomic","","Manual Reviewed — Confirmed","Explicit shall modal.","gate-a.2-semantic-engine","Yes","Period Management / Backend","","Code / Runtime / UI",""
"C6-6.3-002","19","19","19","Part I — Governance Constitution","6","Period Management","6.3","SP-C6-6.3-6418b818","Document Date — actual business event date.","","Document Date — actual business event date.","Descriptive","Descriptive Context","atomic","","Manual Reviewed — Confirmed","Descriptive context — no product modal operator.","gate-a.2-semantic-engine","No","Period Management / Backend","","Documentation",""
"C6-6.3-003","19","19","19","Part I — Governance Constitution","6","Period Management","6.3","SP-C6-6.3-2c856ef7","Posting Date — official accounting and inventory recognition date.","","Posting Date — official accounting and inventory recognition date.","Descriptive","Descriptive Context","atomic","","Manual Reviewed — Confirmed","Descriptive context — no product modal operator.","gate-a.2-semantic-engine","No","Period Management / Backend","","Documentation",""
"C6-6.3-004","19","19","19","Part I — Governance Constitution","6","Period Management","6.3","SP-C6-6.3-e3d52263","Assigned Posting Period — determined at Posting, permanently recorded.","","Assigned Posting Period — determined at Posting, permanently recorded.","Descriptive","Descriptive Context","atomic","","Manual Reviewed — Confirmed","Descriptive context — no product modal operator.","gate-a.2-semantic-engine","No","Period Management / Backend","","Documentation",""
"C6-6.3-005","19","19","19","Part I — Governance Constitution","6","Period Management","6.3","SP-C6-6.3-e6fdd536","Document Date and Posting Date are independent and must never be treated as interchangeable.","","Document Date and Posting Date are independent and must never be treated as interchangeable.","Explicit Must","Product Enforceable Requirement","atomic","","Manual Reviewed — Confirmed","Explicit must modal.","gate-a.2-semantic-engine","Yes","Period Management / Backend","","Code / Runtime / UI",""
"C6-6.4-001","19","19","19","Part I — Governance Constitution","6","Period Management","6.4","SP-C6-6.4-2d0d188e","Open, Closing, Closed, Archived","","Open, Closing, Closed, Archived.","Descriptive","Descriptive Context","atomic","","Manual Reviewed — Confirmed","Descriptive context — no product modal operator.","gate-a.2-semantic-engine","No","Period Management / Backend","","Documentation",""
"C6-6.4-002","19","19","19","Part I — Governance Constitution","6","Period Management","6.4","SP-C6-6.4-62d2079a","Closing — controlled validation phase before period may close.","","Closing — controlled validation phase before period may close.","Explicit May","Optional Capability","atomic","","Manual Reviewed — Confirmed","Explicit may modal — optional capability.","gate-a.2-semantic-engine","Yes","Period Management / Backend","","Runtime",""
"C6-6.5-001","19","19","19","Part I — Governance Constitution","6","Period Management","6.5","SP-C6-6.5-5ca610c3","Posting permitted only when Posting Period is Open and all validations pass.","","Posting permitted only when Posting Period is Open and all validations pass.","Descriptive","Descriptive Context","atomic","","Manual Reviewed — Confirmed","Descriptive context — no product modal operator.","gate-a.2-semantic-engine","No","Period Management / Backend","","Documentation",""
"C6-6.5-002","19","19","19","Part I — Governance Constitution","6","Period Management","6.5","SP-C6-6.5-f55e2409","Future posting restrictions apply to Posting Date only, not Document Date.","","Future posting restrictions apply to Posting Date only, not Document Date.","Descriptive","Descriptive Context","atomic","","Manual Reviewed — Confirmed","Descriptive context — no product modal operator.","gate-a.2-semantic-engine","No","Period Management / Backend","","Documentation",""
"C6-6.5-003","19","19","19","Part I — Governance Constitution","6","Period Management","6.5","SP-C6-6.5-8f910cc3","Historical Document Date may be accepted if business policy allows and posting period is open.","","Historical Document Date may be accepted if business policy allows and posting period is open.","Explicit May","Optional Capability","atomic","","Manual Reviewed — Confirmed","Explicit may modal — optional capability.","gate-a.2-semantic-engine","Yes","Period Management / Backend","","Runtime",""
"C6-6.5-004","19","19","19","Part I — Governance Constitution","6","Period Management","6.5","SP-C6-6.5-e73b5bb0","Posting into Closed period prohibited.","","Posting into Closed period prohibited.","Explicit Shall","Product Enforceable Requirement","atomic","","Manual Reviewed — Confirmed","§6.5 normative rule/principle.","gate-a.2-semantic-engine","Yes","Period Management / Backend","","Code / Runtime / UI",""
"C6-6.5-005","19","19","19","Part I — Governance Constitution","6","Period Management","6.5","SP-C6-6.5-4b7ea5b4","Periods close sequentially; periods must not overlap.","","Periods close sequentially; periods must not overlap.","Explicit Shall","Product Enforceable Requirement","atomic","","Manual Reviewed — Confirmed","§6.5 normative rule/principle.","gate-a.2-semantic-engine","Yes","Period Management / Backend","","Code / Runtime / UI",""
"C6-6.5-006","19","19","19","Part I — Governance Constitution","6","Period Management","6.5","SP-C6-6.5-1abfcbfb","Period validation is centralized; modules shall not implement independent period logic.","","Period validation is centralized; modules shall not implement independent period logic.","Explicit Shall","Product Enforceable Requirement","atomic","","Manual Reviewed — Confirmed","§6.5 normative rule/principle.","gate-a.2-semantic-engine","Yes","Period Management / Backend","","Code / Runtime / UI",""
"C6-6.5-007","19","19","19","Part I — Governance Constitution","6","Period Management","6.5","SP-C6-6.5-397eccfd","Assigned Posting Period is immutable after Posting.","","Assigned Posting Period is immutable after Posting.","Descriptive","Descriptive Context","atomic","","Manual Reviewed — Confirmed","Descriptive context — no product modal operator.","gate-a.2-semantic-engine","No","Period Management / Backend","","Documentation",""
"C6-6.6-001","19","19","19","Part I — Governance Constitution","6","Period Management","6.6","SP-C6-6.6-b7ef71b2","Period Close is a governed business process, not a simple validation failure.","","Period Close is a governed business process, not a simple validation failure.","Descriptive","Descriptive Context","atomic","","Manual Reviewed — Confirmed","Descriptive context — no product modal operator.","gate-a.2-semantic-engine","No","Period Management / Backend","","Documentation",""
"C6-6.6-002","19","19","19","Part I — Governance Constitution","6","Period Management","6.6","SP-C6-6.6-aa275dd2","Validation phase: centralized validation with progress indication when Close Period is initiated.","","Validation phase: centralized validation with progress indication when Close Period is initiated.","Descriptive","Descriptive Context","atomic","","Manual Reviewed — Confirmed","Descriptive context — no product modal operator.","gate-a.2-semantic-engine","No","Period Management / Backend","","Documentation",""
"C6-6.6-003","19","19","19","Part I — Governance Constitution","6","Period Management","6.6","SP-C6-6.6-5bccc485","Resolution workspace when blocking conditions exist:","","Resolution workspace when blocking conditions exist:","Descriptive","Descriptive Context","atomic","","Manual Reviewed — Confirmed","Descriptive context — no product modal operator.","gate-a.2-semantic-engine","No","Period Management / Backend","","Documentation",""
"C6-6.6-004","19","19","19","Part I — Governance Constitution","6","Period Management","6.6","SP-C6-6.6-0745abb0","Tab 1 — Close Validation: draft documents, pending workflow, approved-not-posted, validation failures, integrity issues; authorized resolution; then Revalidate & Close.","","Tab 1 — Close Validation: draft documents, pending workflow, approved-not-posted, validation failures, integrity issues; authorized resolution; then Revalidate & Close.","Descriptive","Descriptive Context","atomic","","Manual Reviewed — Confirmed","Descriptive context — no product modal operator.","gate-a.2-semantic-engine","No","Period Management / Backend","","Documentation",""
"C6-6.6-005","19","19","19","Part I — Governance Constitution","6","Period Management","6.6","SP-C6-6.6-be818bb1","Tab 2 — Closed Periods: history (period, closed by, closed at, notes, audit).","","Tab 2 — Closed Periods: history (period, closed by, closed at, notes, audit).","Descriptive","Descriptive Context","atomic","","Manual Reviewed — Confirmed","Descriptive context — no product modal operator.","gate-a.2-semantic-engine","No","Period Management / Backend","","Documentation",""
"C6-6.6-006","19","19","19","Part I — Governance Constitution","6","Period Management","6.6","SP-C6-6.6-18fa0174","Principle: The platform shall provide governed period-close resolution whenever blocking conditions exist, rather than merely rejecting the request.","","Principle: The platform shall provide governed period-close resolution whenever blocking conditions exist, rather than merely rejecting the request.","Explicit Shall","Product Enforceable Requirement","atomic","","Manual Reviewed — Confirmed","Explicit shall modal.","gate-a.2-semantic-engine","Yes","Period Management / Backend","","Code / Runtime / UI",""
"C6-6.6-007","19","19","19","Part I — Governance Constitution","6","Period Management","6.6","SP-C6-6.6-2fc083e7","Integrates with Draft Governance (Chapter 7).","","Integrates with Draft Governance (Chapter 7).","Descriptive","Descriptive Context","atomic","","Manual Reviewed — Confirmed","Descriptive context — no product modal operator.","gate-a.2-semantic-engine","No","Period Management / Backend","","Documentation",""
"C6-6.7-001","19","19","19","Part I — Governance Constitution","6","Period Management","6.7","SP-C6-6.7-0abe7588","Prevent invalid Posting Dates proactively where possible.","","Prevent invalid Posting Dates proactively where possible.","Descriptive","Descriptive Context","atomic","","Manual Reviewed — Confirmed","Descriptive context — no product modal operator.","gate-a.2-semantic-engine","No","Period Management / Backend","","Documentation",""
"C6-6.8-001","20","19","20","Part I — Governance Constitution","6","Period Management","6.8","SP-C6-6.8-98548a85","Governed by separate financial governance policy — intentionally deferred from this Constitution.","","Governed by separate financial governance policy — intentionally deferred from this Constitution.","Descriptive","Descriptive Context","atomic","","Manual Reviewed — Confirmed","Descriptive context — no product modal operator.","gate-a.2-semantic-engine","No","Period Management / Backend","","Documentation",""
"C6-6.9-001","20","20","20","Part I — Governance Constitution","6","Period Management","6.9","SP-C6-6.9-a47be64d","Fiscal calendar configuration, accounting policies, year-end financial closing, financial reopening policies.","","Fiscal calendar configuration, accounting policies, year-end financial closing, financial reopening policies.","Out of Scope","Out of Scope","atomic","","Manual Reviewed — Confirmed","§6.9 out-of-scope section.","gate-a.2-semantic-engine","No","Period Management / Backend","","N/A",""
"C7-7.1-001","21","21","21","Part I — Governance Constitution","7","Draft & Document State Protection","7.1","SP-C7-7.1-9666fdb8","These must remain separate policies.","","These must remain separate policies.","Explicit Must","Product Enforceable Requirement","atomic","","Manual Reviewed — Confirmed","Explicit must modal.","gate-a.2-semantic-engine","Yes","Draft Governance / Shared UX","","Code / Runtime / UI",""
"C7-7.2-001","21","21","21","Part I — Governance Constitution","7","Draft & Document State Protection","7.2","SP-C7-7.2-e3c78374","Every operational document shall begin as a server-recognized draft unless Workflow Contracts define otherwise.","","Every operational document shall begin as a server-recognized draft unless Workflow Contracts define otherwise.","Explicit Shall","Product Enforceable Requirement","atomic","","Manual Reviewed — Confirmed","Explicit shall modal.","gate-a.2-semantic-engine","Yes","Draft Governance / Shared UX","","Code / Runtime / UI",""
"C7-7.3-001","21","21","21","Part I — Governance Constitution","7","Draft & Document State Protection","7.3","SP-C7-7.3-519852ef","Temporary buffer (not official draft) → Server draft → Workflow document after Submit.","","Temporary buffer (not official draft) → Server draft → Workflow document after Submit.","Descriptive","Descriptive Context","atomic","","Manual Reviewed — Confirmed","Descriptive context — no product modal operator.","gate-a.2-semantic-engine","No","Draft Governance / Shared UX","","Documentation",""
"C7-7.4-001","21","21","21","Part I — Governance Constitution","7","Draft & Document State Protection","7.4","SP-C7-7.4-19377164","The platform shall define: draft owner; access rights; ownership transfer (if permitted); handling of drafts for inactive or departed users.","","The platform shall define: draft owner; access rights; ownership transfer (if permitted); handling of drafts for inactive or departed users.","Explicit Shall","Product Enforceable Requirement","atomic","","Manual Reviewed — Confirmed","Explicit shall modal.","gate-a.2-semantic-engine","Yes","Draft Governance / Shared UX","","Code / Runtime / UI",""
"C7-7.5-001","21","21","21","Part I — Governance Constitution","7","Draft & Document State Protection","7.5","SP-C7-7.5-e9bf9293","Rules for opening the same draft from multiple sessions or devices shall align with Chapter 8 (Concurrency).","","Rules for opening the same draft from multiple sessions or devices shall align with Chapter 8 (Concurrency).","Explicit Shall","Product Enforceable Requirement","atomic","","Manual Reviewed — Confirmed","Explicit shall modal.","gate-a.2-semantic-engine","Yes","Draft Governance / Shared UX","","Code / Runtime / UI",""
"C7-7.6-001","21","21","21","Part I — Governance Constitution","7","Draft & Document State Protection","7.6","SP-C7-7.6-d180d3a6","Internal draft lifecycle states (e.g. active, submitted, discarded, expired) may exist; not all need be user-visible.","","Internal draft lifecycle states (e.g. active, submitted, discarded, expired) may exist; not all need be user-visible.","Explicit May","Optional Capability","atomic","","Manual Reviewed — Confirmed","Explicit may modal — optional capability.","gate-a.2-semantic-engine","Yes","Draft Governance / Shared UX","","Runtime",""
"C7-7.7-001","21","21","21","Part I — Governance Constitution","7","Draft & Document State Protection","7.7","SP-C7-7.7-cac4eb9c","Auto-save shall occur on meaningful business events (add/delete row, qty/price change, supplier/warehouse change, attachment, notes, before navigation).","","Auto-save shall occur on meaningful business events (add/delete row, qty/price change, supplier/warehouse change, attachment, notes, before navigation).","Explicit Shall","Product Enforceable Requirement","atomic","","Manual Reviewed — Confirmed","Explicit shall modal.","gate-a.2-semantic-engine","Yes","Draft Governance / Shared UX","","Code / Runtime / UI",""
"C7-7.7-002","21","21","21","Part I — Governance Constitution","7","Draft & Document State Protection","7.7","SP-C7-7.7-3a03af95","Not on fixed timers defined in this Constitution.","","Not on fixed timers defined in this Constitution.","Descriptive","Descriptive Context","atomic","","Manual Reviewed — Confirmed","Descriptive context — no product modal operator.","gate-a.2-semantic-engine","No","Draft Governance / Shared UX","","Documentation",""
"C7-7.8-001","21","21","21","Part I — Governance Constitution","7","Draft & Document State Protection","7.8","SP-C7-7.8-fb1bd03a","Recovered drafts shall not bypass current validation.","","Recovered drafts shall not bypass current validation.","Explicit Shall","Product Enforceable Requirement","atomic","","Manual Reviewed — Confirmed","§7.8 draft/document protection requirement.","gate-a.2-semantic-engine","Yes","Draft Governance / Shared UX","","Code / Runtime / UI",""
"C7-7.8-002","21","21","21","Part I — Governance Constitution","7","Draft & Document State Protection","7.8","SP-C7-7.8-80a3a563","Restored documents must be revalidated before continue or submit.","","Restored documents must be revalidated before continue or submit.","Explicit Must","Product Enforceable Requirement","atomic","","Manual Reviewed — Confirmed","§7.8 draft/document protection requirement.","gate-a.2-semantic-engine","Yes","Draft Governance / Shared UX","","Code / Runtime / UI",""
