"fresh_id","pdf_page","part","chapter_num","chapter_title","section","exact_pdf_source_text","normalized_atomic_clause","strength_classification","category_bucket","applies_to","related_sections","verification_type","extraction_note"
"C5-5.2-002","18","Part I — Governance Constitution","5","Posting","5.2","Before Posting, the platform shall verify: valid workflow state","Before Posting, the platform shall verify: valid workflow state","Explicit Shall","Enforceable Normative Requirements","Posting / Backend","","Code / Runtime / UI",""
"C5-5.2-003","18","Part I — Governance Constitution","5","Posting","5.2","Before Posting, the platform shall verify: open
inventory/financial period (Posting Date)","Before Posting, the platform shall verify: open
inventory/financial period (Posting Date)","Explicit Shall","Enforceable Normative Requirements","Posting / Backend","","Code / Runtime / UI",""
"C5-5.2-004","18","Part I — Governance Constitution","5","Posting","5.2","Before Posting, the platform shall verify: full document revalidation","Before Posting, the platform shall verify: full document revalidation","Explicit Shall","Enforceable Normative Requirements","Posting / Backend","","Code / Runtime / UI",""
"C5-5.2-005","18","Part I — Governance Constitution","5","Posting","5.2","Before Posting, the platform shall verify: stock availability for outbound
documents.","Before Posting, the platform shall verify: stock availability for outbound
documents.","Explicit Shall","Enforceable Normative Requirements","Posting / Backend","","Code / Runtime / UI",""
"C5-5.2-006","18","Part I — Governance Constitution","5","Posting","5.2","Final validation — full revalidation immediately before Posting regardless of prior validation.","Final validation — full revalidation immediately before Posting regardless of prior validation.","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Posting / Backend","","Code / Runtime / UI",""
"C5-5.2-007","18","Part I — Governance Constitution","5","Posting","5.2","Transaction boundary — single transactional boundary; partial posting prohibited.","Transaction boundary — single transactional boundary; partial posting prohibited.","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Posting / Backend","","Code / Runtime / UI",""
"C5-5.2-008","18","Part I — Governance Constitution","5","Posting","5.2","Atomicity — any failure leaves document and related business data completely unchanged.","Atomicity — any failure leaves document and related business data completely unchanged.","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Posting / Backend","","Code / Runtime / UI",""
"C5-5.2-009","18","Part I — Governance Constitution","5","Posting","5.2","Idempotency — repeating the same posting request shall never create additional effects.","Idempotency — repeating the same posting request shall never create additional effects.","Explicit Shall","Enforceable Normative Requirements","Posting / Backend","","Code / Runtime / UI",""
"C5-5.2-010","18","Part I — Governance Constitution","5","Posting","5.2","Posting trigger — Posting is automatically triggered upon successful final workflow approval unless a document-specific governance policy defines otherwise. Final Workflow Approval = business authorization for Posting. No additional posting confirmation is required by default. Posting behavior shall remain deterministic and repeat-safe throughout the platform.","Posting trigger — Posting is automatically triggered upon successful final workflow approval unless a document-specific governance policy defines otherwise. Final Workflow Approval = business authorization for Posting. No additional posting confirmation is required by default. Posting behavior shall remain deterministic and repeat-safe throughout the platform.","Explicit Shall","Enforceable Normative Requirements","Posting / Backend","","Code / Runtime / UI",""
"C5-5.2-011","18","Part I — Governance Constitution","5","Posting","5.2","Posting behavior shall remain deterministic and repeat-safe throughout the platform.","Posting behavior shall remain deterministic and repeat-safe throughout the platform.","Explicit Shall","Enforceable Normative Requirements","Posting / Backend","","Code / Runtime / UI",""
"C5-5.3-001","18","Part I — Governance Constitution","5","Posting","5.3","Approval authorizes progression within workflow. Posting applies official operational and financial effects. Workflow Contracts define whether final approval leads directly to Posting or to an optional Approved stage.","Approval authorizes progression within workflow. Posting applies official operational and financial effects. Workflow Contracts define whether final approval leads directly to Posting or to an optional Approved stage.","Governance Definition","Descriptive Governance Statements","Posting / Backend","","Documentation",""
"C5-5.4-001","18","Part I — Governance Constitution","5","Posting","5.4","Reversal procedures, inventory recalculation, ledger repair, historical data correction — separate governance documents.","Reversal procedures, inventory recalculation, ledger repair, historical data correction — separate governance documents.","Out of Scope","Out-of-Scope Clauses","Posting / Backend","","N/A",""
"C6-6.1-001","19","Part I — Governance Constitution","6","Period Management","6.1","Period Management preserves inventory integrity, financial integrity, audit integrity, and reporting consistency. It governs when transactions may officially affect inventory and financial records.","Period Management preserves inventory integrity, financial integrity, audit integrity, and reporting consistency. It governs when transactions may officially affect inventory and financial records.","Explicit May","Optional Capabilities","Period Management / Backend","","Runtime",""
"C6-6.2-001","19","Part I — Governance Constitution","6","Period Management","6.2","DX OSE formally recognizes Inventory Period and Financial Period. The current implementation may manage both using a shared calendar while allowing future separation.","DX OSE formally recognizes Inventory Period and Financial Period. The current implementation may manage both using a shared calendar while allowing future separation.","Explicit May","Optional Capabilities","Period Management / Backend","","Runtime",""
"C6-6.3-001","19","Part I — Governance Constitution","6","Period Management","6.3","Document Date — actual business event date.","Document Date — actual business event date.","Descriptive","Descriptive Governance Statements","Period Management / Backend","","Documentation",""
"C6-6.3-002","19","Part I — Governance Constitution","6","Period Management","6.3","Posting Date — official accounting and inventory recognition date.","Posting Date — official accounting and inventory recognition date.","Descriptive","Descriptive Governance Statements","Period Management / Backend","","Documentation",""
"C6-6.3-003","19","Part I — Governance Constitution","6","Period Management","6.3","Assigned Posting Period — determined at Posting, permanently recorded. Document Date and Posting Date are independent and must never be treated as interchangeable.","Assigned Posting Period — determined at Posting, permanently recorded. Document Date and Posting Date are independent and must never be treated as interchangeable.","Explicit Must","Enforceable Normative Requirements","Period Management / Backend","","Code / Runtime / UI",""
"C6-6.4-001","19","Part I — Governance Constitution","6","Period Management","6.4","Open, Closing, Closed, Archived. Closing — controlled validation phase before period may close.","Open, Closing, Closed, Archived. Closing — controlled validation phase before period may close.","Explicit May","Optional Capabilities","Period Management / Backend","","Runtime",""
"C6-6.5-001","19","Part I — Governance Constitution","6","Period Management","6.5","Future posting restrictions apply to Posting Date only, not Document Date.","Future posting restrictions apply to Posting Date only, not Document Date.","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Period Management / Backend","","Code / Runtime / UI",""
"C6-6.5-002","19","Part I — Governance Constitution","6","Period Management","6.5","Historical Document Date may be accepted if business policy allows and posting period is open.","Historical Document Date may be accepted if business policy allows and posting period is open.","Explicit May","Optional Capabilities","Period Management / Backend","","Runtime",""
"C6-6.5-003","19","Part I — Governance Constitution","6","Period Management","6.5","Posting into Closed period prohibited.","Posting into Closed period prohibited.","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Period Management / Backend","","Code / Runtime / UI",""
"C6-6.5-004","19","Part I — Governance Constitution","6","Period Management","6.5","Periods close sequentially; periods must not overlap.","Periods close sequentially; periods must not overlap.","Explicit Must Not","Enforceable Normative Requirements","Period Management / Backend","","Code / Runtime / UI",""
"C6-6.5-005","19","Part I — Governance Constitution","6","Period Management","6.5","Period validation is centralized; modules shall not implement independent period logic.","Period validation is centralized; modules shall not implement independent period logic.","Explicit Must Not","Enforceable Normative Requirements","Period Management / Backend","","Code / Runtime / UI",""
"C6-6.5-006","19","Part I — Governance Constitution","6","Period Management","6.5","Assigned Posting Period is immutable after Posting.","Assigned Posting Period is immutable after Posting.","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Period Management / Backend","","Code / Runtime / UI",""
"C6-6.6-001","19","Part I — Governance Constitution","6","Period Management","6.6","Tab 1 — Close Validation: draft documents, pending workflow, approved-not-posted, validation failures, integrity issues; authorized resolution; then Revalidate & Close.","Tab 1 — Close Validation: draft documents, pending workflow, approved-not-posted, validation failures, integrity issues; authorized resolution; then Revalidate & Close.","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Period Management / Backend","","Code / Runtime / UI",""
"C6-6.6-002","19","Part I — Governance Constitution","6","Period Management","6.6","Tab 2 — Closed Periods: history (period, closed by, closed at, notes, audit). Principle: The platform shall provide governed period-close resolution whenever blocking conditions exist, rather than merely rejecting the request. Integrates with Draft Governance (","Tab 2 — Closed Periods: history (period, closed by, closed at, notes, audit). Principle: The platform shall provide governed period-close resolution whenever blocking conditions exist, rather than merely rejecting the request. Integrates with Draft Governance (","Explicit Shall","Enforceable Normative Requirements","Period Management / Backend","","Code / Runtime / UI",""
"C6-6.7-001","19","Part I — Governance Constitution","6","Period Management","6.7","Prevent invalid Posting Dates proactively where possible.","Prevent invalid Posting Dates proactively where possible.","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Period Management / Backend","","Code / Runtime / UI",""
"C6-6.8-001","19","Part I — Governance Constitution","6","Period Management","6.8","Governed by separate financial governance policy — intentionally deferred from this Constitution.","Governed by separate financial governance policy — intentionally deferred from this Constitution.","Descriptive","Descriptive Governance Statements","Period Management / Backend","","Documentation",""
"C6-6.9-001","20","Part I — Governance Constitution","6","Period Management","6.9","Fiscal calendar configuration, accounting policies, year-end financial closing, financial reopening policies.","Fiscal calendar configuration, accounting policies, year-end financial closing, financial reopening policies.","Out of Scope","Out-of-Scope Clauses","Period Management / Backend","","N/A",""
"C7-7.1-001","21","Part I — Governance Constitution","7","Draft & Document State Protection","7.1","These must remain separate policies.","These must remain separate policies.","Explicit Must","Enforceable Normative Requirements","Draft Governance / Shared UX","","Code / Runtime / UI",""
"C7-7.2-001","21","Part I — Governance Constitution","7","Draft & Document State Protection","7.2","Every operational document shall begin as a server-recognized draft unless Workflow Contracts define otherwise.","Every operational document shall begin as a server-recognized draft unless Workflow Contracts define otherwise.","Explicit Shall","Enforceable Normative Requirements","Draft Governance / Shared UX","","Code / Runtime / UI",""
"C7-7.3-001","21","Part I — Governance Constitution","7","Draft & Document State Protection","7.3","Temporary buffer (not official draft) → Server draft → Workflow document after Submit.","Temporary buffer (not official draft) → Server draft → Workflow document after Submit.","Governance Definition","Descriptive Governance Statements","Draft Governance / Shared UX","","Documentation",""
"C7-7.4-001","21","Part I — Governance Constitution","7","Draft & Document State Protection","7.4","The platform shall define: draft owner; access rights; ownership transfer (if permitted); handling of drafts for inactive or departed users.","The platform shall define: draft owner; access rights; ownership transfer (if permitted); handling of drafts for inactive or departed users.","Explicit Shall","Enforceable Normative Requirements","Draft Governance / Shared UX","","Code / Runtime / UI",""
"C7-7.5-001","21","Part I — Governance Constitution","7","Draft & Document State Protection","7.5","Rules for opening the same draft from multiple sessions or devices shall align with","Rules for opening the same draft from multiple sessions or devices shall align with","Explicit Shall","Enforceable Normative Requirements","Draft Governance / Shared UX","","Code / Runtime / UI",""
"C7-7.6-001","21","Part I — Governance Constitution","7","Draft & Document State Protection","7.6","Internal draft lifecycle states (e.g. active, submitted, discarded, expired) may exist; not all need be user-visible.","Internal draft lifecycle states (e.g. active, submitted, discarded, expired) may exist; not all need be user-visible.","Explicit May","Optional Capabilities","Draft Governance / Shared UX","","Runtime",""
"C7-7.7-001","21","Part I — Governance Constitution","7","Draft & Document State Protection","7.7","Auto-save shall occur on meaningful business events (add/delete row, qty/price change, supplier/warehouse change, attachment, notes, before navigation). Not on fixed timers defined in this Constitution.","Auto-save shall occur on meaningful business events (add/delete row, qty/price change, supplier/warehouse change, attachment, notes, before navigation). Not on fixed timers defined in this Constitution.","Explicit Shall","Enforceable Normative Requirements","Draft Governance / Shared UX","","Code / Runtime / UI",""
"C7-7.8-001","21","Part I — Governance Constitution","7","Draft & Document State Protection","7.8","Recovered drafts shall not bypass current validation. Restored documents must be revalidated","Recovered drafts shall not bypass current validation. Restored documents must be revalidated","Explicit Must Not","Enforceable Normative Requirements","Draft Governance / Shared UX","","Code / Runtime / UI",""
"C7-7.8-002","21","Part I — Governance Constitution","7","Draft & Document State Protection","7.8","before continue or submit.","before continue or submit.","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Draft Governance / Shared UX","","Code / Runtime / UI",""
"C7-7.8-003","21","Part I — Governance Constitution","7","Draft & Document State Protection","7.8","Recovery prompt: Continue or Discard. Last saved indicator should be visible.","Recovery prompt: Continue or Discard. Last saved indicator should be visible.","Explicit Should","Strong Recommendations","Draft Governance / Shared UX","","UI / Runtime",""
"C7-7.9-001","21","Part I — Governance Constitution","7","Draft & Document State Protection","7.9","Draft registry required per document family. Default retention 30 days. Expiration policy (delete, archive, expired state) shall be defined by platform policy.","Draft registry required per document family. Default retention 30 days. Expiration policy (delete, archive, expired state) shall be defined by platform policy.","Explicit Shall","Enforceable Normative Requirements","Draft Governance / Shared UX","","Code / Runtime / UI",""
"C7-7.10-001","21","Part I — Governance Constitution","7","Draft & Document State Protection","7.10","Applies to: route navigation, browser refresh, browser/tab close, back navigation, session expiration with unsaved changes. Successful Save Draft or Submit returns to clean state.","Applies to: route navigation, browser refresh, browser/tab close, back navigation, session expiration with unsaved changes. Successful Save Draft or Submit returns to clean state.","Descriptive","Descriptive Governance Statements","Draft Governance / Shared UX","","Documentation",""
"C7-7.11-001","21","Part I — Governance Constitution","7","Draft & Document State Protection","7.11","Upon successful creation of the first Server Draft, the System Document Number becomes permanently reserved per","Upon successful creation of the first Server Draft, the System Document Number becomes permanently reserved per","Descriptive","Descriptive Governance Statements","Draft Governance / Shared UX","","Documentation",""
"C7-7.12-001","22","Part I — Governance Constitution","7","Draft & Document State Protection","7.12","Not supported — cloud ERP.","Not supported — cloud ERP.","Descriptive","Descriptive Governance Statements","Draft Governance / Shared UX","","Documentation",""
"C7-7.13-001","22","Part I — Governance Constitution","7","Draft & Document State Protection","7.13","Storage technology, sync intervals, local cache design.","Storage technology, sync intervals, local cache design.","Out of Scope","Out-of-Scope Clauses","Draft Governance / Shared UX","","N/A",""
"C8-8.1-001","23","Part I — Governance Constitution","8","Concurrency","8.1","Prevent silent overwrites when multiple users affect the same document.","Prevent silent overwrites when multiple users affect the same document.","Descriptive","Descriptive Governance Statements","Concurrency / Backend","","Documentation",""
"C8-8.2-001","23","Part I — Governance Constitution","8","Concurrency","8.2","Every editable document shall maintain a Concurrency Version for conflict detection. The Constitution does not mandate a specific technical mechanism.","Every editable document shall maintain a Concurrency Version for conflict detection. The Constitution does not mandate a specific technical mechanism.","Explicit Shall","Enforceable Normative Requirements","Concurrency / Backend","","Code / Runtime / UI",""
"C8-8.3-001","23","Part I — Governance Constitution","8","Concurrency","8.3","Concurrency applies to the entire governed document, not isolated fields only.","Concurrency applies to the entire governed document, not isolated fields only.","Descriptive","Descriptive Governance Statements","Concurrency / Backend","","Documentation",""
"C8-8.4-001","23","Part I — Governance Constitution","8","Concurrency","8.4","Concurrent edits must be detected. Last write wins is prohibited. Conflicting operation shall be rejected; user shall reload latest version.","Concurrent edits must be detected. Last write wins is prohibited. Conflicting operation shall be rejected; user shall reload latest version.","Explicit Must","Enforceable Normative Requirements","Concurrency / Backend","","Code / Runtime / UI",""
"C8-8.5-001","23","Part I — Governance Constitution","8","Concurrency","8.5","Document is read-only except via Return workflow.","Document is read-only except via Return workflow.","Descriptive","Descriptive Governance Statements","Concurrency / Backend","","Documentation",""
"C8-8.6-001","23","Part I — Governance Constitution","8","Concurrency","8.6","Save Draft, Submit, Approve, Reject, Send Back, Cancel, Post — must not execute twice on the same version without detection.","Save Draft, Submit, Approve, Reject, Send Back, Cancel, Post — must not execute twice on the same version without detection.","Explicit Must Not","Enforceable Normative Requirements","Concurrency / Backend","","Code / Runtime / UI",""
"C8-8.7-001","23","Part I — Governance Constitution","8","Concurrency","8.7","Posting must not execute except on the latest valid document version after concurrency verification.","Posting must not execute except on the latest valid document version after concurrency verification.","Explicit Must Not","Enforceable Normative Requirements","Concurrency / Backend","","Code / Runtime / UI",""
"C8-8.8-001","23","Part I — Governance Constitution","8","Concurrency","8.8","Reject conflicting update; do not overwrite another user's changes; require reload before retry. The platform shall reject conflicting updates using the platform's concurrency mechanism (implementation: Architecture Guide).","Reject conflicting update; do not overwrite another user's changes; require reload before retry. The platform shall reject conflicting updates using the platform's concurrency mechanism (implementation: Architecture Guide).","Explicit Shall","Enforceable Normative Requirements","Concurrency / Backend","","Code / Runtime / UI",""
"C8-8.9-001","23","Part I — Governance Constitution","8","Concurrency","8.9","Draft ownership and draft locking —","Draft ownership and draft locking —","Governance Definition","Descriptive Governance Statements","Concurrency / Backend","","Documentation",""
"C8-8.10-001","23","Part I — Governance Constitution","8","Concurrency","8.10","Concurrency conflicts shall be recorded in audit when appropriate.","Concurrency conflicts shall be recorded in audit when appropriate.","Explicit Shall","Enforceable Normative Requirements","Concurrency / Backend","","Code / Runtime / UI",""
"C8-8.11-001","23","Part I — Governance Constitution","8","Concurrency","8.11","Specific HTTP codes, database locking mechanisms.","Specific HTTP codes, database locking mechanisms.","Out of Scope","Out-of-Scope Clauses","Concurrency / Backend","","N/A",""
"C9-9.1-001","24","Part II — Document Identity","9","Document Numbering","9.1","One auditable numbering policy for all document types.","One auditable numbering policy for all document types.","Governance Definition","Descriptive Governance Statements","Document Numbering / Platform","","Documentation",""
"C9-9.2-001","24","Part II — Document Identity","9","Document Numbering","9.2","Assigned by the platform only; users must not enter or edit.","Assigned by the platform only; users must not enter or edit.","Explicit Must Not","Enforceable Normative Requirements","Document Numbering / Platform","","Code / Runtime / UI",""
"C9-9.2-002","24","Part II — Document Identity","9","Document Numbering","9.2","Assigned at first Server Draft Save (","Assigned at first Server Draft Save (","Descriptive","Descriptive Governance Statements","Document Numbering / Platform","","Documentation",""
"C9-9.3-001","24","Part II — Document Identity","9","Document Numbering","9.3","Uniqueness — unique within governed numbering scope.","Uniqueness — unique within governed numbering scope.","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Document Numbering / Platform","","Code / Runtime / UI",""
"C9-9.3-002","24","Part II — Document Identity","9","Document Numbering","9.3","Reservation — upon first Server Draft, number permanently reserved.","Reservation — upon first Server Draft, number permanently reserved.","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Document Numbering / Platform","","Code / Runtime / UI",""
"C9-9.3-003","24","Part II — Document Identity","9","Document Numbering","9.3","Deleted drafts — number never released or recycled.","Deleted drafts — number never released or recycled.","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Document Numbering / Platform","","Code / Runtime / UI",""
"C9-9.3-004","24","Part II — Document Identity","9","Document Numbering","9.3","Gap policy — gaps acceptable; numbers must not be reused.","Gap policy — gaps acceptable; numbers must not be reused.","Explicit Must Not","Enforceable Normative Requirements","Document Numbering / Platform","","Code / Runtime / UI",""
"C9-9.3-005","24","Part II — Document Identity","9","Document Numbering","9.3","Unified engine — all creation channels (manual, import, integration, future) use same numbering governance.","Unified engine — all creation channels (manual, import, integration, future) use same numbering governance.","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Document Numbering / Platform","","Code / Runtime / UI",""
"C9-9.3-006","24","Part II — Document Identity","9","Document Numbering","9.3","Prefix governance — prefixes governed centrally; modules must not configure independently unless authorized.","Prefix governance — prefixes governed centrally; modules must not configure independently unless authorized.","Explicit Must Not","Enforceable Normative Requirements","Document Numbering / Platform","","Code / Runtime / UI",""
"C9-9.3-007","24","Part II — Document Identity","9","Document Numbering","9.3","Failed allocation — gaps from failed/rolled-back operations acceptable.","Failed allocation — gaps from failed/rolled-back operations acceptable.","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Document Numbering / Platform","","Code / Runtime / UI",""
"C9-9.3-008","24","Part II — Document Identity","9","Document Numbering","9.3","Immutability — once assigned, number immutable for entire lifecycle.","Immutability — once assigned, number immutable for entire lifecycle.","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Document Numbering / Platform","","Code / Runtime / UI",""
"C9-9.3-009","24","Part II — Document Identity","9","Document Numbering","9.3","Audit — allocation traceable through platform audit mechanisms.","Audit — allocation traceable through platform audit mechanisms.","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Document Numbering / Platform","","Code / Runtime / UI",""
"C9-9.3-010","24","Part II — Document Identity","9","Document Numbering","9.3","Manual override — prohibited.","Manual override — prohibited.","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Document Numbering / Platform","","Code / Runtime / UI",""
"C9-9.3-011","24","Part II — Document Identity","9","Document Numbering","9.3","Annual reset — per prefix per year (or fiscal year per platform policy).","Annual reset — per prefix per year (or fiscal year per platform policy).","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Document Numbering / Platform","","Code / Runtime / UI",""
"C9-9.4-001","24","Part II — Document Identity","9","Document Numbering","9.4","Branch or property prefixes embedded in document numbers.","Branch or property prefixes embedded in document numbers.","Out of Scope","Out-of-Scope Clauses","Document Numbering / Platform","","N/A",""
"C10-10.1-001","25","Part III — Data Integrity","10","Stock & Quantity","10.1","Class Examples Stock check at posting Inbound Goods receipt, opening balance, positive adjustment Not required Outbound Transfer, breakage, lost, issue, get pass dispatch Required","Class Examples Stock check at posting Inbound Goods receipt, opening balance, positive adjustment Not required Outbound Transfer, breakage, lost, issue, get pass dispatch Required","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Inventory / Stock","","Code / Runtime / UI",""
"C10-10.2-001","25","Part III — Data Integrity","10","Stock & Quantity","10.2","Stock availability validated against latest committed inventory state at Posting.","Stock availability validated against latest committed inventory state at Posting.","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Inventory / Stock","","Code / Runtime / UI",""
"C10-10.2-002","25","Part III — Data Integrity","10","Stock & Quantity","10.2","Negative inventory prohibited in DX OSE v2.0.","Negative inventory prohibited in DX OSE v2.0.","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Inventory / Stock","","Code / Runtime / UI",""
"C10-10.2-003","25","Part III — Data Integrity","10","Stock & Quantity","10.2","Quantity must be greater than zero; zero-quantity lines prohibited.","Quantity must be greater than zero; zero-quantity lines prohibited.","Explicit Must","Enforceable Normative Requirements","Inventory / Stock","","Code / Runtime / UI",""
"C10-10.2-004","25","Part III — Data Integrity","10","Stock & Quantity","10.2","Quantity precision per platform settings; validation uses precise values.","Quantity precision per platform settings; validation uses precise values.","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Inventory / Stock","","Code / Runtime / UI",""
"C10-10.2-005","25","Part III — Data Integrity","10","Stock & Quantity","10.2","Stock validation against source inventory location defined by transaction.","Stock validation against source inventory location defined by transaction.","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Inventory / Stock","","Code / Runtime / UI",""
"C10-10.2-006","25","Part III — Data Integrity","10","Stock & Quantity","10.2","All calculations use base unit.","All calculations use base unit.","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Inventory / Stock","","Code / Runtime / UI",""
"C10-10.2-007","25","Part III — Data Integrity","10","Stock & Quantity","10.2","Batch-controlled and serial-controlled inventory — Out of Scope v2.0.","Batch-controlled and serial-controlled inventory — Out of Scope v2.0.","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Inventory / Stock","","Code / Runtime / UI",""
"C10-10.2-008","25","Part III — Data Integrity","10","Stock & Quantity","10.2","No transaction shall violate constitutional stock integrity rules.","No transaction shall violate constitutional stock integrity rules.","Explicit Shall","Enforceable Normative Requirements","Inventory / Stock","","Code / Runtime / UI",""
"C10-10.2-009","25","Part III — Data Integrity","10","Stock & Quantity","10.2","Inventory movements generated exclusively by Posted transactions.","Inventory movements generated exclusively by Posted transactions.","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Inventory / Stock","","Code / Runtime / UI",""
"C10-10.2-010","25","Part III — Data Integrity","10","Stock & Quantity","10.2","Posted inventory movements shall never be edited; corrections via new governed transactions.","Posted inventory movements shall never be edited; corrections via new governed transactions.","Explicit Shall","Enforceable Normative Requirements","Inventory / Stock","","Code / Runtime / UI",""
"C10-10.2-011","25","Part III — Data Integrity","10","Stock & Quantity","10.2","Inbound: no stock check. Outbound: authoritative on platform; client may warn only.","Inbound: no stock check. Outbound: authoritative on platform; client may warn only.","Explicit May","Optional Capabilities","Inventory / Stock","","Runtime",""
"C10-10.3-001","25","Part III — Data Integrity","10","Stock & Quantity","10.3","Unit conversion within inventory movements; reservation (","Unit conversion within inventory movements; reservation (","Out of Scope","Out-of-Scope Clauses","Inventory / Stock","","N/A",""
"C11-11.1-001","26","Part III — Data Integrity","11","Display Currency","11.1","Display formatting only — not accounting or conversion.","Display formatting only — not accounting or conversion.","Descriptive","Descriptive Governance Statements","Display Currency / Shared UX","","Documentation",""
"C11-11.2-001","26","Part III — Data Integrity","11","Display Currency","11.2","Property-level display currency.","Property-level display currency.","Descriptive","Descriptive Governance Statements","Display Currency / Shared UX","","Documentation",""
"C11-11.3-001","26","Part III — Data Integrity","11","Display Currency","11.3","Changing display currency changes symbol and format only. It must not convert amounts, alter stored values, ledger, valuation, historical posted documents, or participate in financial calculations, inventory valuation, posting logic, taxation, or accounting transactions.","Changing display currency changes symbol and format only. It must not convert amounts, alter stored values, ledger, valuation, historical posted documents, or participate in financial calculations, inventory valuation, posting logic, taxation, or accounting transactions.","Explicit Must Not","Enforceable Normative Requirements","Display Currency / Shared UX","","Code / Runtime / UI",""
"C11-11.4-001","26","Part III — Data Integrity","11","Display Currency","11.4","Display Currency shall apply consistently across all user interfaces, reports, dashboards, exported documents, and printed outputs unless explicitly governed otherwise. Reports and PDF shall use property display currency as each channel is brought under this standard.","Display Currency shall apply consistently across all user interfaces, reports, dashboards, exported documents, and printed outputs unless explicitly governed otherwise. Reports and PDF shall use property display currency as each channel is brought under this standard.","Explicit Shall","Enforceable Normative Requirements","Display Currency / Shared UX","","Code / Runtime / UI",""
"C11-11.5-001","26","Part III — Data Integrity","11","Display Currency","11.5","Consistent presentation (e.g. SAR 150.00). Decimal places per currency rules (SAR/USD 2, JPY 0, KWD 3).","Consistent presentation (e.g. SAR 150.00). Decimal places per currency rules (SAR/USD 2, JPY 0, KWD 3).","Descriptive","Descriptive Governance Statements","Display Currency / Shared UX","","Documentation",""
"C11-11.6-001","26","Part III — Data Integrity","11","Display Currency","11.6","Changing Property Display Currency must not modify historical posted documents or stored business data.","Changing Property Display Currency must not modify historical posted documents or stored business data.","Explicit Must Not","Enforceable Normative Requirements","Display Currency / Shared UX","","Code / Runtime / UI",""
"C11-11.7-001","26","Part III — Data Integrity","11","Display Currency","11.7","Property settings — not inventory module settings.","Property settings — not inventory module settings.","Descriptive","Descriptive Governance Statements","Display Currency / Shared UX","","Documentation",""
"C11-11.8-001","26","Part III — Data Integrity","11","Display Currency","11.8","Exchange rates, multi-currency purchasing, multi-currency accounting.","Exchange rates, multi-currency purchasing, multi-currency accounting.","Out of Scope","Out-of-Scope Clauses","Display Currency / Shared UX","","N/A",""
"C12-12.1-001","27","Part IV — Document Composition","12","Document Header","12.1","The document header represents the business identity of the document throughout its lifecycle.","The document header represents the business identity of the document throughout its lifecycle.","Descriptive","Descriptive Governance Statements","Document Header / All Documents","","Documentation",""
"C12-12.2-001","27","Part IV — Document Composition","12","Document Header","12.2","Fixed order where applicable: document number, status, workflow step, created by/date, property, department, warehouse, related party, period, display currency, total value, quick actions. Optional fields omitted when not applicable; positions must not shift arbitrarily.","Fixed order where applicable: document number, status, workflow step, created by/date, property, department, warehouse, related party, period, display currency, total value, quick actions. Optional fields omitted when not applicable; positions must not shift arbitrarily.","Explicit Must Not","Enforceable Normative Requirements","Document Header / All Documents","","Code / Runtime / UI",""
"C12-12.3-001","27","Part IV — Document Composition","12","Document Header","12.3","System fields (document number, status, created by/at, posted by/at, etc.) — must not be user- editable. Business fields — subject to document rules and lifecycle. Mandatory vs optional — per document type in Workflow Contracts / module policy.","System fields (document number, status, created by/at, posted by/at, etc.) — must not be user- editable. Business fields — subject to document rules and lifecycle. Mandatory vs optional — per document type in Workflow Contracts / module policy.","Explicit Must Not","Enforceable Normative Requirements","Document Header / All Documents","","Code / Runtime / UI",""
"C12-12.4-001","27","Part IV — Document Composition","12","Document Header","12.4","Header fields shall become read-only once the document enters a non-editable lifecycle state unless explicitly governed otherwise.","Header fields shall become read-only once the document enters a non-editable lifecycle state unless explicitly governed otherwise.","Explicit Shall","Enforceable Normative Requirements","Document Header / All Documents","","Code / Runtime / UI",""
"C12-12.5-001","27","Part IV — Document Composition","12","Document Header","12.5","Changes to property, department, warehouse after lines exist or after workflow progress must require confirmation and shall follow document business rules (see BDR for line-clear policies).","Changes to property, department, warehouse after lines exist or after workflow progress must require confirmation and shall follow document business rules (see BDR for line-clear policies).","Explicit Must","Enforceable Normative Requirements","Document Header / All Documents","","Code / Runtime / UI",""
