fresh_id,chapter,section,requirement_text,category,implementation_target,verification_type,status,severity,frontend_evidence,backend_evidence,database_evidence,runtime_evidence,governance_evidence,tenant_scope_tested,limitations,finding_id,recommended_next_action
C5-5.2-004,5,5.2,"Before Posting, the platform shall verify: full document revalidation",Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/constants/governed-movement.constants.js:14-16 [before] sha256=A5995B3AA9290D0F… — Keyword `before` from clause | OSE-backend/src/constants/grnStatus.js:8-10 [before] sha256=29A7B8A311E7456E… — Keyword `before` from clause | OSE-backend/src/controllers/userRights.controller.js:399-401 [before] sha256=BA6D60428818E5AC… — Keyword `before` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C5-5.2-005,5,5.2,"Before Posting, the platform shall verify: stock availability for outbound documents",Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/constants/governed-movement.constants.js:14-16 [before] sha256=A5995B3AA9290D0F… — Keyword `before` from clause | OSE-backend/src/constants/grnStatus.js:8-10 [before] sha256=29A7B8A311E7456E… — Keyword `before` from clause | OSE-backend/src/controllers/userRights.controller.js:399-401 [before] sha256=BA6D60428818E5AC… — Keyword `before` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C5-5.2-006,5,5.2,Final validation — full revalidation immediately before Posting regardless of prior validation.,Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/acc-authority/base-role-permissions.js:31-33 [final] sha256=6F8EB68A4ED527B7… — Keyword `final` from clause | OSE-backend/src/acc-authority/base-role-permissions.js:92-94 [final] sha256=6F8EB68A4ED527B7… — Keyword `final` from clause | OSE-backend/src/acc-authority/base-role-permissions.js:98-100 [final] sha256=6F8EB68A4ED527B7… — Keyword `final` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C5-5.2-007,5,5.2,Transaction boundary — single transactional boundary,Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/controllers/getPass.controller.js:7-9 [transaction] sha256=525FCD6DBA33AF14… — Keyword `transaction` from clause | OSE-backend/src/controllers/grn.controller.js:85-87 [transaction] sha256=5E9468C8607E1020… — Keyword `transaction` from clause | OSE-backend/src/controllers/userRights.controller.js:147-149 [transaction] sha256=BA6D60428818E5AC… — Keyword `transaction` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C5-5.2-008,5,5.2,Atomicity — any failure leaves document and related business data completely unchanged.,Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/services/posting.service.js:53-55 [atomicity] sha256=63D10DA47B217C0E… — Keyword `atomicity` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C5-5.2-009,5,5.2,Idempotency — repeating the same posting request shall never create additional effects.,Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/controllers/issue.controller.js:59-61 [posting] sha256=7AAB6F16472B9AE3… — Keyword `posting` from clause | OSE-backend/src/controllers/movement.controller.js:164-166 [posting] sha256=4302FCEDC2E38A97… — Keyword `posting` from clause | OSE-backend/src/controllers/stockReport.controller.js:4-6 [posting] sha256=5C6B7CF381E986D8… — Keyword `posting` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C5-5.2-010,5,5.2,Posting trigger — Posting is automatically triggered upon successful final workflow approval unless a document-specific governance policy defines otherwise.,Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/controllers/issue.controller.js:59-61 [posting] sha256=7AAB6F16472B9AE3… — Keyword `posting` from clause | OSE-backend/src/controllers/movement.controller.js:164-166 [posting] sha256=4302FCEDC2E38A97… — Keyword `posting` from clause | OSE-backend/src/controllers/stockReport.controller.js:4-6 [posting] sha256=5C6B7CF381E986D8… — Keyword `posting` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C5-5.2-011,5,5.2,Final Workflow Approval = business authorization for Posting.,Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/acc-authority/base-role-permissions.js:31-33 [final] sha256=6F8EB68A4ED527B7… — Keyword `final` from clause | OSE-backend/src/acc-authority/base-role-permissions.js:92-94 [final] sha256=6F8EB68A4ED527B7… — Keyword `final` from clause | OSE-backend/src/acc-authority/base-role-permissions.js:98-100 [final] sha256=6F8EB68A4ED527B7… — Keyword `final` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C5-5.2-012,5,5.2,No additional posting confirmation is required by default.,Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/routes/userRights.routes.js:5-7 [additional] sha256=13C8B3282A956FAC… — Keyword `additional` from clause | OSE-backend/src/services/acc-workflow-status-key-guard.service.js:12-14 [additional] sha256=814D3B3D4CA569A3… — Keyword `additional` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C5-5.2-013,5,5.2,Posting behavior shall remain deterministic and repeat-safe throughout the platform.,Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/controllers/issue.controller.js:59-61 [posting] sha256=7AAB6F16472B9AE3… — Keyword `posting` from clause | OSE-backend/src/controllers/movement.controller.js:164-166 [posting] sha256=4302FCEDC2E38A97… — Keyword `posting` from clause | OSE-backend/src/controllers/stockReport.controller.js:4-6 [posting] sha256=5C6B7CF381E986D8… — Keyword `posting` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C5-5.3-001,5,5.3,Approval authorizes progression within workflow.,Descriptive Context,N/A,Documentation,NOT APPLICABLE,Info,,,,,Register category_bucket=Descriptive Context verified unchanged,,Descriptive/context row — no product enforcement required,,
C5-5.3-002,5,5.3,Posting applies official operational and financial effects.,Descriptive Context,N/A,Documentation,NOT APPLICABLE,Info,,,,,Register category_bucket=Descriptive Context verified unchanged,,Descriptive/context row — no product enforcement required,,
C5-5.3-003,5,5.3,Workflow Contracts define whether final approval leads directly to Posting or to an optional Approved stage.,Descriptive Context,N/A,Documentation,NOT APPLICABLE,Info,,,,,Register category_bucket=Descriptive Context verified unchanged,,Descriptive/context row — no product enforcement required,,
C5-5.4-001,5,5.4,"Reversal procedures, inventory recalculation, ledger repair, historical data correction — separate governance documents.",Out of Scope,N/A,N/A,NOT APPLICABLE,Info,,,,,Register category_bucket=Out of Scope verified unchanged,,Constitution marks out of scope for product layer,,
C6-6.1-001,6,6.1,"Period Management preserves inventory integrity, financial integrity, audit integrity, and reporting consistency.",Descriptive Context,N/A,Documentation,NOT APPLICABLE,Info,,,,,Register category_bucket=Descriptive Context verified unchanged,,Descriptive/context row — no product enforcement required,,
C6-6.1-002,6,6.1,It governs when transactions may officially affect inventory and financial records.,Descriptive Context,N/A,Runtime,NOT APPLICABLE,Info,,,,,Register category_bucket=Descriptive Context verified unchanged,,Descriptive/context row — no product enforcement required,,
C6-6.2-001,6,6.2,DX OSE formally recognizes Inventory Period and Financial Period.,Descriptive Context,N/A,Documentation,NOT APPLICABLE,Info,,,,,Register category_bucket=Descriptive Context verified unchanged,,Descriptive/context row — no product enforcement required,,
C6-6.2-002,6,6.2,The current implementation may manage both using a shared calendar while allowing future separation.,Optional Capability,Runtime Behavior,Runtime,NOT APPLICABLE,Info,,,,,Register category_bucket=Optional Capability verified unchanged,,Optional capability — not mandatory for compliance,,
C6-6.3-001,6,6.3,"Each document shall permanently maintain Document Date, Posting Date, and Assigned Posting Period.",Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/services/periodGuard.service.js:257-257 [assertOperationalTransactionsAllowed] sha256=04226A947A8B0143… — Required symbol `assertOperationalTransactionsAllowed` present; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C6-6.3-002,6,6.3,Document Date — actual business event date.,Descriptive Context,N/A,Documentation,NOT APPLICABLE,Info,,,,,Register category_bucket=Descriptive Context verified unchanged,,Descriptive/context row — no product enforcement required,,
C6-6.3-003,6,6.3,Posting Date — official accounting and inventory recognition date.,Descriptive Context,N/A,Documentation,NOT APPLICABLE,Info,,,,,Register category_bucket=Descriptive Context verified unchanged,,Descriptive/context row — no product enforcement required,,
C6-6.3-004,6,6.3,"Assigned Posting Period — determined at Posting, permanently recorded.",Descriptive Context,N/A,Documentation,NOT APPLICABLE,Info,,,,,Register category_bucket=Descriptive Context verified unchanged,,Descriptive/context row — no product enforcement required,,
C6-6.3-005,6,6.3,Document Date and Posting Date are independent and must never be treated as interchangeable.,Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/controllers/issue.controller.js:59-61 [posting] sha256=7AAB6F16472B9AE3… — Keyword `posting` from clause | OSE-backend/src/controllers/movement.controller.js:164-166 [posting] sha256=4302FCEDC2E38A97… — Keyword `posting` from clause | OSE-backend/src/controllers/stockReport.controller.js:4-6 [posting] sha256=5C6B7CF381E986D8… — Keyword `posting` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C6-6.4-001,6,6.4,"Open, Closing, Closed, Archived.",Descriptive Context,N/A,Documentation,NOT APPLICABLE,Info,,,,,Register category_bucket=Descriptive Context verified unchanged,,Descriptive/context row — no product enforcement required,,
C6-6.4-002,6,6.4,Closing — controlled validation phase before period may close.,Governance Definition,N/A,Runtime,NOT APPLICABLE,Info,,,,,Register category_bucket=Governance Definition verified unchanged,,"Governance definition — terminology, not product behavior",,
C6-6.5-001,6,6.5,Posting permitted only when Posting Period is Open and all validations pass.,Product Enforceable Requirement,Multiple,Documentation,UNVERIFIED / BLOCKED,Info,,OSE-backend/src/services/periodGuard.service.js:257-257 [assertOperationalTransactionsAllowed] sha256=04226A947A8B0143… — Required symbol `assertOperationalTransactionsAllowed` present; ,,,,,Closeout: unsupported PASS removed — not in closeout-verified PASS allowlist,,
C6-6.5-002,6,6.5,"Future posting restrictions apply to Posting Date only, not Document Date.",Product Enforceable Requirement,Multiple,Documentation,UNVERIFIED / BLOCKED,Info,,OSE-backend/src/acc-runtime/hasCapability.js:4-6 [future] sha256=4B8B8B1BEEAAAC1A… — Keyword `future` from clause | OSE-backend/src/controllers/mapping.controller.js:28-30 [future] sha256=222924D99D2E3F08… — Keyword `future` from clause | OSE-backend/src/controllers/mapping.controller.js:28-30 [future] sha256=222924D99D2E3F08… — Keyword `future` from clause; ,,,,,Closeout: unsupported PASS removed — not in closeout-verified PASS allowlist,,
C6-6.5-003,6,6.5,Historical Document Date may be accepted if business policy allows and posting period is open.,Optional Capability,Runtime Behavior,Runtime,NOT APPLICABLE,Info,,,,,Register category_bucket=Optional Capability verified unchanged,,Optional capability — not mandatory for compliance,,
C6-6.5-004,6,6.5,Posting into Closed period prohibited.,Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/services/periodGuard.service.js:257-257 [assertOperationalTransactionsAllowed] sha256=04226A947A8B0143… — Required symbol `assertOperationalTransactionsAllowed` present; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C6-6.5-005,6,6.5,Periods close sequentially,Descriptive Context,N/A,Documentation,NOT APPLICABLE,Info,,,,,Register category_bucket=Descriptive Context verified unchanged,,Descriptive/context row — no product enforcement required,,
C6-6.5-006,6,6.5,periods must not overlap.,Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/controllers/periodClose.controller.js:2-4 [periods] sha256=1E74C08323759561… — Keyword `periods` from clause | OSE-backend/src/controllers/periodClose.controller.js:4-6 [periods] sha256=1E74C08323759561… — Keyword `periods` from clause | OSE-backend/src/controllers/periodClose.controller.js:36-37 [periods] sha256=1E74C08323759561… — Keyword `periods` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C6-6.5-007,6,6.5,Period validation is centralized,Descriptive Context,N/A,Documentation,NOT APPLICABLE,Info,,,,,Register category_bucket=Descriptive Context verified unchanged,,Descriptive/context row — no product enforcement required,,
C6-6.5-008,6,6.5,modules shall not implement independent period logic.,Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/acc-runtime/index.js:27-29 [modules] sha256=9C00ACFCB60CE764… — Keyword `modules` from clause | OSE-backend/src/acc-runtime/index.js:49-51 [modules] sha256=9C00ACFCB60CE764… — Keyword `modules` from clause | OSE-backend/src/controllers/accWorkflowConfig.controller.js:8-10 [modules] sha256=55853A223CB12D1B… — Keyword `modules` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C6-6.5-009,6,6.5,Assigned Posting Period is immutable after Posting.,Product Enforceable Requirement,Database Integrity,Documentation,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/services/posting.service.js:404-404 [POSTED] sha256=63D10DA47B217C0E… — Required symbol `POSTED` present; OSE-backend/src/services/periodGuard.service.js:257-257 [assertOperationalTransactionsAllowed] sha256=04226A947A8B0143… — Required symbol `assertOperationalTransactionsAllowed` present; ,db-posted-trigger:FAIL No DB trigger for posted immutability in foundation migration; ,,,,Architecture hardening opportunity (DB trigger) — not constitutional FAIL; no DB-level requirement text,,
C6-6.6-001,6,6.6,"Period Close is a governed business process, not a simple validation failure.",Descriptive Context,N/A,Documentation,NOT APPLICABLE,Info,,,,,Register category_bucket=Descriptive Context verified unchanged,,Descriptive/context row — no product enforcement required,,
C6-6.6-002,6,6.6,Validation phase: centralized validation with progress indication when Close Period is initiated.,Descriptive Context,N/A,Documentation,NOT APPLICABLE,Info,,,,,Register category_bucket=Descriptive Context verified unchanged,,Descriptive/context row — no product enforcement required,,
C6-6.6-003,6,6.6,Resolution workspace when blocking conditions exist:,Descriptive Context,N/A,Documentation,NOT APPLICABLE,Info,,,,,Register category_bucket=Descriptive Context verified unchanged,,Descriptive/context row — no product enforcement required,,
C6-6.6-004,6,6.6,"Tab 1 — Close Validation: draft documents, pending workflow, approved-not-posted, validation failures, integrity issues",Descriptive Context,N/A,Documentation,NOT APPLICABLE,Info,,,,,Register category_bucket=Descriptive Context verified unchanged,,Descriptive/context row — no product enforcement required,,
C6-6.6-005,6,6.6,"Tab 2 — Closed Periods: history (period, closed by, closed at, notes, audit).",Descriptive Context,N/A,Documentation,NOT APPLICABLE,Info,,,,,Register category_bucket=Descriptive Context verified unchanged,,Descriptive/context row — no product enforcement required,,
C6-6.6-006,6,6.6,"Principle: The platform shall provide governed period-close resolution whenever blocking conditions exist, rather than merely rejecting the request.",Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/services/periodGuard.service.js:257-257 [assertOperationalTransactionsAllowed] sha256=04226A947A8B0143… — Required symbol `assertOperationalTransactionsAllowed` present; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C6-6.6-007,6,6.6,Integrates with Draft Governance (Chapter 7).,Descriptive Context,N/A,Documentation,NOT APPLICABLE,Info,,,,,Register category_bucket=Descriptive Context verified unchanged,,Descriptive/context row — no product enforcement required,,
C6-6.7-001,6,6.7,Prevent invalid Posting Dates proactively where possible.,Product Enforceable Requirement,Runtime Behavior,Documentation,UNVERIFIED / BLOCKED,Info,,OSE-backend/src/controllers/userRights.controller.js:735-737 [prevent] sha256=BA6D60428818E5AC… — Keyword `prevent` from clause | OSE-backend/src/middleware/requireBranchPropertyContext.js:2-4 [prevent] sha256=1DE6B82B75F2CA03… — Keyword `prevent` from clause | OSE-backend/src/services/acc-workflow-status-key-guard.service.js:3-5 [prevent] sha256=814D3B3D4CA569A3… — Keyword `prevent` from clause; ,,,,,Closeout: unsupported PASS removed — not in closeout-verified PASS allowlist,,
C6-6.8-001,6,6.8,Governed by separate financial governance policy — intentionally deferred from this Constitution.,Descriptive Context,N/A,Documentation,NOT APPLICABLE,Info,,,,,Register category_bucket=Descriptive Context verified unchanged,,Descriptive/context row — no product enforcement required,,
C6-6.9-001,6,6.9,"Fiscal calendar configuration, accounting policies, year-end financial closing, financial reopening policies.",Out of Scope,N/A,N/A,NOT APPLICABLE,Info,,,,,Register category_bucket=Out of Scope verified unchanged,,Constitution marks out of scope for product layer,,
C7-7.1-001,7,7.1,These must remain separate policies.,Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/engines/scope-prisma.factory.js:28-30 [these] sha256=113C6BD60CBA078A… — Keyword `these` from clause | OSE-backend/src/engines/scope-prisma.factory.js:53-55 [these] sha256=113C6BD60CBA078A… — Keyword `these` from clause | OSE-backend/src/services/auditWriter.service.js:14-16 [these] sha256=BB6DBBD6C0EB0EEF… — Keyword `these` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C7-7.2-001,7,7.2,Every operational document shall begin as a server-recognized draft unless Workflow Contracts define otherwise.,Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/acc-runtime/resolvePermissions.js:28-30 [every] sha256=465B7E58B7AD595E… — Keyword `every` from clause | OSE-backend/src/config/swagger.js:11-13 [every] sha256=33A736F825E2BB2F… — Keyword `every` from clause | OSE-backend/src/config/swagger.js:49-51 [every] sha256=33A736F825E2BB2F… — Keyword `every` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C7-7.3-001,7,7.3,Temporary buffer (not official draft) → Server draft → Workflow document after Submit.,Descriptive Context,N/A,Documentation,NOT APPLICABLE,Info,,,,,Register category_bucket=Descriptive Context verified unchanged,,Descriptive/context row — no product enforcement required,,
C7-7.4-001,7,7.4,The platform shall define: draft owner,Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/controllers/auth.controller.js:57-59 [define] sha256=B28574131FE30669… — Keyword `define` from clause | OSE-backend/src/controllers/auth.controller.js:71-73 [define] sha256=B28574131FE30669… — Keyword `define` from clause | OSE-backend/src/controllers/breakage.controller.js:199-201 [define] sha256=033635D0463754CB… — Keyword `define` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C7-7.4-002,7,7.4,access rights,Product Enforceable Requirement,Multiple,Documentation,UNVERIFIED / BLOCKED,Info,,OSE-backend/src/acc-authority/base-role-permissions.js:20-22 [access] sha256=6F8EB68A4ED527B7… — Keyword `access` from clause | OSE-backend/src/acc-authority/base-role-permissions.js:35-37 [access] sha256=6F8EB68A4ED527B7… — Keyword `access` from clause | OSE-backend/src/acc-authority/base-role-permissions.js:35-37 [access] sha256=6F8EB68A4ED527B7… — Keyword `access` from clause; ,,,,,Closeout: unsupported PASS removed — not in closeout-verified PASS allowlist,,
C7-7.4-003,7,7.4,ownership transfer (if permitted),Product Enforceable Requirement,Multiple,Documentation,UNVERIFIED / BLOCKED,Info,,OSE-backend/src/controllers/constitution.controller.js:17-19 [ownership] sha256=1C2576EE2C37D06A… — Keyword `ownership` from clause | OSE-backend/src/controllers/constitution.controller.js:133-135 [ownership] sha256=1C2576EE2C37D06A… — Keyword `ownership` from clause | OSE-backend/src/controllers/constitution.controller.js:141-143 [ownership] sha256=1C2576EE2C37D06A… — Keyword `ownership` from clause; ,,,,,Closeout: unsupported PASS removed — not in closeout-verified PASS allowlist,,
C7-7.4-004,7,7.4,handling of drafts for inactive or departed users.,Product Enforceable Requirement,Multiple,Documentation,UNVERIFIED / BLOCKED,Info,,OSE-backend/src/platform/draftGovernance.service.js:88-90 [handling] sha256=13CD0E2AABF0DB80… — Keyword `handling` from clause | OSE-backend/src/server.js:120-122 [handling] sha256=8AB2A39EA7CA0519… — Keyword `handling` from clause | OSE-backend/src/services/movement.service.js:322-324 [handling] sha256=B70CE8BAE5B35DE2… — Keyword `handling` from clause; ,,,,,Closeout: unsupported PASS removed — not in closeout-verified PASS allowlist,,
C7-7.5-001,7,7.5,Rules for opening the same draft from multiple sessions or devices shall align with Chapter 8 (Concurrency).,Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/platform/concurrency.service.js:57-57 [concurrencyVersion] sha256=A73D8C5213F64D50… — Required symbol `concurrencyVersion` present | OSE-backend/src/platform/concurrency.service.js:11-11 [Conflict] sha256=A73D8C5213F64D50… — Required symbol `Conflict` present; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C7-7.6-001,7,7.6,"Internal draft lifecycle states (e.g. active, submitted, discarded, expired) may exist",Optional Capability,Runtime Behavior,Runtime,NOT APPLICABLE,Info,,,,,Register category_bucket=Optional Capability verified unchanged,,Optional capability — not mandatory for compliance,,
C7-7.6-002,7,7.6,not all need be user-visible.,Descriptive Context,N/A,Documentation,NOT APPLICABLE,Info,,,,,Register category_bucket=Descriptive Context verified unchanged,,Descriptive/context row — no product enforcement required,,
C7-7.7-001,7,7.7,"Auto-save shall occur on meaningful business events (add/delete row, qty/price change, supplier/warehouse change, attachment, notes, before navigation).",Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/services/transfer.service.js:467-469 [occur] sha256=14269E5688D78E57… — Keyword `occur` from clause | OSE-backend/src/services/transfer.service.js:472-474 [occur] sha256=14269E5688D78E57… — Keyword `occur` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C7-7.7-002,7,7.7,Not on fixed timers defined in this Constitution.,Descriptive Context,N/A,Documentation,NOT APPLICABLE,Info,,,,,Register category_bucket=Descriptive Context verified unchanged,,Descriptive/context row — no product enforcement required,,
C7-7.8-001,7,7.8,Recovered drafts shall not bypass current validation.,Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/platform/documentTimeline.service.js:107-109 [recovered] sha256=71CBADDB46539F8B… — Keyword `recovered` from clause | OSE-backend/src/platform/documentTimeline.service.js:116-118 [recovered] sha256=71CBADDB46539F8B… — Keyword `recovered` from clause | OSE-backend/src/platform/documentTimeline.service.js:132-134 [recovered] sha256=71CBADDB46539F8B… — Keyword `recovered` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C7-7.8-002,7,7.8,Restored documents must be revalidated before continue or submit.,Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/engines/ur-audit.logger.js:88-90 [restored] sha256=25D9DF636F26AB21… — Keyword `restored` from clause | OSE-backend/src/engines/ur-audit.logger.js:88-90 [restored] sha256=25D9DF636F26AB21… — Keyword `restored` from clause | OSE-backend/src/services/acc-workflow-config.service.js:467-469 [restored] sha256=B160AB9F36630D81… — Keyword `restored` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C7-7.8-003,7,7.8,Recovery prompt: Continue or Discard.,Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/controllers/constitution.controller.js:12-14 [recovery] sha256=1C2576EE2C37D06A… — Keyword `recovery` from clause | OSE-backend/src/controllers/constitution.controller.js:101-103 [recovery] sha256=1C2576EE2C37D06A… — Keyword `recovery` from clause | OSE-backend/src/controllers/constitution.controller.js:103-105 [recovery] sha256=1C2576EE2C37D06A… — Keyword `recovery` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C7-7.8-004,7,7.8,Last saved indicator should be visible.,Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/config/swagger.js:82-84 [saved] sha256=33A736F825E2BB2F… — Keyword `saved` from clause | OSE-backend/src/controllers/stockReport.controller.js:94-96 [saved] sha256=5C6B7CF381E986D8… — Keyword `saved` from clause | OSE-backend/src/controllers/stockReport.controller.js:116-118 [saved] sha256=5C6B7CF381E986D8… — Keyword `saved` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C7-7.9-001,7,7.9,Draft registry required per document family.,Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/acc-authority/workflow-step-permissions.js:37-39 [draft] sha256=BDBA8EA1061EC7A8… — Keyword `draft` from clause | OSE-backend/src/acc-authority/workflow-step-permissions.js:65-67 [draft] sha256=BDBA8EA1061EC7A8… — Keyword `draft` from clause | OSE-backend/src/constants/governed-movement.constants.js:17-19 [draft] sha256=A5995B3AA9290D0F… — Keyword `draft` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C7-7.9-002,7,7.9,Default retention 30 days.,Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/acc-authority/catalog.constitution.js:147-149 [default] sha256=88A18C81F472DDF3… — Keyword `default` from clause | OSE-backend/src/acc-authority/workflow-step-permissions.js:149-151 [default] sha256=BDBA8EA1061EC7A8… — Keyword `default` from clause | OSE-backend/src/acc-runtime/featureFlags.js:11-13 [default] sha256=2D98FAB4551A2CB6… — Keyword `default` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C7-7.9-003,7,7.9,"Expiration policy (delete, archive, expired state) shall be defined by platform policy.",Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/platform/draftGovernance.service.js:13-15 [expiration] sha256=13CD0E2AABF0DB80… — Keyword `expiration` from clause | OSE-backend/src/platform/draftGovernance.service.js:14-16 [expiration] sha256=13CD0E2AABF0DB80… — Keyword `expiration` from clause | OSE-backend/src/platform/draftGovernance.service.js:339-341 [expiration] sha256=13CD0E2AABF0DB80… — Keyword `expiration` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C7-7.10-001,7,7.10,"Applies to: route navigation, browser refresh, browser/tab close, back navigation, session expiration with unsaved changes.",Descriptive Context,N/A,Documentation,NOT APPLICABLE,Info,,,,,Register category_bucket=Descriptive Context verified unchanged,,Descriptive/context row — no product enforcement required,,
C7-7.10-002,7,7.10,Successful Save Draft or Submit returns to clean state.,Descriptive Context,N/A,Documentation,NOT APPLICABLE,Info,,,,,Register category_bucket=Descriptive Context verified unchanged,,Descriptive/context row — no product enforcement required,,
C7-7.11-001,7,7.11,"Upon successful creation of the first Server Draft, the System Document Number becomes permanently reserved per Chapter 9.",Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/services/docNumbering.service.js:36-36 [generateDocNumber] sha256=7178C47F4C9CCCF3… — Required symbol `generateDocNumber` present; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C7-7.12-001,7,7.12,Not supported — cloud ERP.,Descriptive Context,N/A,Documentation,NOT APPLICABLE,Info,,,,,Register category_bucket=Descriptive Context verified unchanged,,Descriptive/context row — no product enforcement required,,
C7-7.13-001,7,7.13,"Storage technology, sync intervals, local cache design.",Out of Scope,N/A,N/A,NOT APPLICABLE,Info,,,,,Register category_bucket=Out of Scope verified unchanged,,Constitution marks out of scope for product layer,,
C8-8.1-001,8,8.1,Prevent silent overwrites when multiple users affect the same document.,Descriptive Context,N/A,Documentation,NOT APPLICABLE,Info,,,,,Register category_bucket=Descriptive Context verified unchanged,,Descriptive/context row — no product enforcement required,,
C8-8.2-001,8,8.2,Every editable document shall maintain a Concurrency Version for conflict detection.,Product Enforceable Requirement,Multiple,Code / Runtime / UI,PASS,Info,,OSE-backend/src/platform/concurrency.service.js:57 [concurrencyVersion] — optimistic concurrency guard,,RS-CONC-001=Passed (GATE_B_CURRENT_SESSION_RUNTIME.json): stale concurrencyVersion → HTTP 409,,grand-horizon,,,
