"fresh_id","pdf_page","pdf_page_start","pdf_page_end","part","chapter_num","chapter_title","section","source_span_id","exact_pdf_source_text","source_context_text","normalized_atomic_clause","strength_classification","category_bucket","atomicity_status","atomicity_justification","semantic_review_status","semantic_review_reason","semantic_reviewer","product_gap_applicability","implementation_target","applies_to","related_sections","verification_type","extraction_note"
"C3-3.7-001","16","16","16","Part I — Governance Constitution","3","Workflow & Actions","3.7","SP-C3-3.7-semi-14a5122e","Layer Determines Workflow Contracts & Who","","Layer Determines Workflow Contracts & Who","Governance Definition","Governance Definition","span_member","Semicolon-separated rule — atomic split.","Governance Approved","Governance definition approved.","DX OSE Governance Review (Gate A.3)","No","Governance Documentation","Workflow / Shared UX","","Documentation",""
"C3-3.7-002","16","16","16","Part I — Governance Constitution","3","Workflow & Actions","3.7","SP-C3-3.7-semi-14a5122e","when","","when","Descriptive","Descriptive Context","span_member","Semicolon-separated rule — atomic split.","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Workflow / Shared UX","","Documentation",""
"C3-3.7-003","16","16","16","Part I — Governance Constitution","3","Workflow & Actions","3.7","SP-C3-3.7-semi-14a5122e","routing","","routing","Descriptive","Descriptive Context","span_member","Semicolon-separated rule — atomic split.","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Workflow / Shared UX","","Documentation",""
"C3-3.7-004","16","16","16","Part I — Governance Constitution","3","Workflow & Actions","3.7","SP-C3-3.7-semi-14a5122e","next step ACC This Constitution Meaning","","next step ACC This Constitution Meaning","Governance Definition","Governance Definition","span_member","Semicolon-separated rule — atomic split.","Governance Approved","Governance definition approved.","DX OSE Governance Review (Gate A.3)","No","Governance Documentation","Workflow / Shared UX","","Documentation",""
"C3-3.7-005","16","16","16","Part I — Governance Constitution","3","Workflow & Actions","3.7","SP-C3-3.7-semi-14a5122e","behavior","","behavior","Descriptive","Descriptive Context","span_member","Semicolon-separated rule — atomic split.","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Workflow / Shared UX","","Documentation",""
"C3-3.7-006","16","16","16","Part I — Governance Constitution","3","Workflow & Actions","3.7","SP-C3-3.7-semi-14a5122e","terminology","","terminology","Descriptive","Descriptive Context","span_member","Semicolon-separated rule — atomic split.","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Workflow / Shared UX","","Documentation",""
"C3-3.7-007","16","16","16","Part I — Governance Constitution","3","Workflow & Actions","3.7","SP-C3-3.7-semi-14a5122e","confirmation rules","","confirmation rules","Descriptive","Descriptive Context","span_member","Semicolon-separated rule — atomic split.","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Workflow / Shared UX","","Documentation",""
"C3-3.7-008","16","16","16","Part I — Governance Constitution","3","Workflow & Actions","3.7","SP-C3-3.7-semi-14a5122e","mandatory reasons","","mandatory reasons","Descriptive","Descriptive Context","span_member","Semicolon-separated rule — atomic split.","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Workflow / Shared UX","","Documentation",""
"C3-3.7-009","16","16","16","Part I — Governance Constitution","3","Workflow & Actions","3.7","SP-C3-3.7-semi-14a5122e","user expectations","","user expectations","Descriptive","Descriptive Context","span_member","Semicolon-separated rule — atomic split.","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Workflow / Shared UX","","Documentation",""
"C3-3.8-001","16","16","16","Part I — Governance Constitution","3","Workflow & Actions","3.8","SP-C3-3.8-2c568490","Icons, colors, visual styling, animations — DX OSE UX Constitution.","","Icons, colors, visual styling, animations — DX OSE UX Constitution.","Out of Scope","Out of Scope","atomic","","Governance Approved","Governance approved: Out of Scope.","DX OSE Governance Review (Gate A.3)","No","N/A","Workflow / Shared UX","","N/A",""
"C4-4.1-001","17","17","17","Part I — Governance Constitution","4","Operation Permissions","4.1","SP-C4-4.1-a6492929","Operation permissions govern authorization only and shall never replace workflow validation, lifecycle validation, or business rule enforcement.","","Operation permissions govern authorization only and shall never replace workflow validation, lifecycle validation, or business rule enforcement.","Explicit Shall","Product Enforceable Requirement","atomic","","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","ACC / Backend Authorization","","Code / Runtime / UI",""
"C4-4.1-002","17","17","17","Part I — Governance Constitution","4","Operation Permissions","4.1","SP-C4-4.1-aadc6efa","The Access Control Catalog (ACC) is the single source of truth for permissions.","","The Access Control Catalog (ACC) is the single source of truth for permissions.","Descriptive","Descriptive Context","atomic","","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","ACC / Backend Authorization","","Documentation",""
"C4-4.2-001","17","17","17","Part I — Governance Constitution","4","Operation Permissions","4.2","SP-C4-4.2-4a9f79eb","View","","View","Governance Definition","Governance Definition","span_member","Standard operation list item.","Governance Approved","Governance definition approved.","DX OSE Governance Review (Gate A.3)","No","Governance Documentation","ACC / Backend Authorization","","Documentation",""
"C4-4.2-002","17","17","17","Part I — Governance Constitution","4","Operation Permissions","4.2","SP-C4-4.2-380a3372","Create","","Create","Governance Definition","Governance Definition","span_member","Standard operation list item.","Governance Approved","Governance definition approved.","DX OSE Governance Review (Gate A.3)","No","Governance Documentation","ACC / Backend Authorization","","Documentation",""
"C4-4.2-003","17","17","17","Part I — Governance Constitution","4","Operation Permissions","4.2","SP-C4-4.2-8af14333","Edit","","Edit","Governance Definition","Governance Definition","span_member","Standard operation list item.","Governance Approved","Governance definition approved.","DX OSE Governance Review (Gate A.3)","No","Governance Documentation","ACC / Backend Authorization","","Documentation",""
"C4-4.2-004","17","17","17","Part I — Governance Constitution","4","Operation Permissions","4.2","SP-C4-4.2-00967b79","Delete","","Delete","Governance Definition","Governance Definition","span_member","Standard operation list item.","Governance Approved","Governance definition approved.","DX OSE Governance Review (Gate A.3)","No","Governance Documentation","ACC / Backend Authorization","","Documentation",""
"C4-4.2-005","17","17","17","Part I — Governance Constitution","4","Operation Permissions","4.2","SP-C4-4.2-f441a29a","Submit","","Submit","Governance Definition","Governance Definition","span_member","Standard operation list item.","Governance Approved","Governance definition approved.","DX OSE Governance Review (Gate A.3)","No","Governance Documentation","ACC / Backend Authorization","","Documentation",""
"C4-4.2-006","17","17","17","Part I — Governance Constitution","4","Operation Permissions","4.2","SP-C4-4.2-b1bb6760","Approve","","Approve","Governance Definition","Governance Definition","span_member","Standard operation list item.","Governance Approved","Governance definition approved.","DX OSE Governance Review (Gate A.3)","No","Governance Documentation","ACC / Backend Authorization","","Documentation",""
"C4-4.2-007","17","17","17","Part I — Governance Constitution","4","Operation Permissions","4.2","SP-C4-4.2-7c7e13a2","Reject","","Reject","Governance Definition","Governance Definition","span_member","Standard operation list item.","Governance Approved","Governance definition approved.","DX OSE Governance Review (Gate A.3)","No","Governance Documentation","ACC / Backend Authorization","","Documentation",""
"C4-4.2-008","17","17","17","Part I — Governance Constitution","4","Operation Permissions","4.2","SP-C4-4.2-dc8ef734","Send Back","","Send Back","Governance Definition","Governance Definition","span_member","Standard operation list item.","Governance Approved","Governance definition approved.","DX OSE Governance Review (Gate A.3)","No","Governance Documentation","ACC / Backend Authorization","","Documentation",""
"C4-4.2-009","17","17","17","Part I — Governance Constitution","4","Operation Permissions","4.2","SP-C4-4.2-dc9294e4","Cancel","","Cancel","Governance Definition","Governance Definition","span_member","Standard operation list item.","Governance Approved","Governance definition approved.","DX OSE Governance Review (Gate A.3)","No","Governance Documentation","ACC / Backend Authorization","","Documentation",""
"C4-4.2-010","17","17","17","Part I — Governance Constitution","4","Operation Permissions","4.2","SP-C4-4.2-698c2170","Post","","Post","Governance Definition","Governance Definition","span_member","Standard operation list item.","Governance Approved","Governance definition approved.","DX OSE Governance Review (Gate A.3)","No","Governance Documentation","ACC / Backend Authorization","","Documentation",""
"C4-4.2-011","17","17","17","Part I — Governance Constitution","4","Operation Permissions","4.2","SP-C4-4.2-0835935f","Reopen","","Reopen","Governance Definition","Governance Definition","span_member","Standard operation list item.","Governance Approved","Governance definition approved.","DX OSE Governance Review (Gate A.3)","No","Governance Documentation","ACC / Backend Authorization","","Documentation",""
"C4-4.2-012","17","17","17","Part I — Governance Constitution","4","Operation Permissions","4.2","SP-C4-4.2-828de53e","Close","","Close","Governance Definition","Governance Definition","span_member","Standard operation list item.","Governance Approved","Governance definition approved.","DX OSE Governance Review (Gate A.3)","No","Governance Documentation","ACC / Backend Authorization","","Documentation",""
"C4-4.2-013","17","17","17","Part I — Governance Constitution","4","Operation Permissions","4.2","SP-C4-4.2-6393a7c0","Archive","","Archive","Governance Definition","Governance Definition","span_member","Standard operation list item.","Governance Approved","Governance definition approved.","DX OSE Governance Review (Gate A.3)","No","Governance Documentation","ACC / Backend Authorization","","Documentation",""
"C4-4.2-014","17","17","17","Part I — Governance Constitution","4","Operation Permissions","4.2","SP-C4-4.2-df507573","Print","","Print","Governance Definition","Governance Definition","span_member","Standard operation list item.","Governance Approved","Governance definition approved.","DX OSE Governance Review (Gate A.3)","No","Governance Documentation","ACC / Backend Authorization","","Documentation",""
"C4-4.2-015","17","17","17","Part I — Governance Constitution","4","Operation Permissions","4.2","SP-C4-4.2-67954302","Export","","Export","Governance Definition","Governance Definition","span_member","Standard operation list item.","Governance Approved","Governance definition approved.","DX OSE Governance Review (Gate A.3)","No","Governance Documentation","ACC / Backend Authorization","","Documentation",""
"C4-4.2-016","17","17","17","Part I — Governance Constitution","4","Operation Permissions","4.2","SP-C4-4.2-bcdc602b","Attach","","Attach","Governance Definition","Governance Definition","span_member","Standard operation list item.","Governance Approved","Governance definition approved.","DX OSE Governance Review (Gate A.3)","No","Governance Documentation","ACC / Backend Authorization","","Documentation",""
"C4-4.2-017","17","17","17","Part I — Governance Constitution","4","Operation Permissions","4.2","SP-C4-4.2-0440760c","View Audit.","","View Audit.","Governance Definition","Governance Definition","span_member","Standard operation list item.","Governance Approved","Governance definition approved.","DX OSE Governance Review (Gate A.3)","No","Governance Documentation","ACC / Backend Authorization","","Documentation",""
"C4-4.2-018","17","17","17","Part I — Governance Constitution","4","Operation Permissions","4.2","SP-C4-4.2-b70905cb","Evidence Package is part of document representation, not an independent business operation, and does not require a separate permission in the current DX OSE release.","","Evidence Package is part of document representation, not an independent business operation, and does not require a separate permission in the current DX OSE release.","Descriptive","Descriptive Context","atomic","","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","ACC / Backend Authorization","","Documentation",""
"C4-4.3-001","17","17","17","Part I — Governance Constitution","4","Operation Permissions","4.3","SP-C4-4.3-e819b4da","Permissions shall never bypass document lifecycle rules.","","Permissions shall never bypass document lifecycle rules.","Explicit Shall","Product Enforceable Requirement","span_member","Numbered rule — atomic split.","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","ACC / Backend Authorization","","Code / Runtime / UI",""
"C4-4.3-002","17","17","17","Part I — Governance Constitution","4","Operation Permissions","4.3","SP-C4-4.3-54dacb4a","Permissions grant eligibility, not execution authority.","","Permissions grant eligibility, not execution authority.","Explicit Shall","Product Enforceable Requirement","span_member","Numbered rule — atomic split.","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","ACC / Backend Authorization","","Code / Runtime / UI",""
"C4-4.3-003","17","17","17","Part I — Governance Constitution","4","Operation Permissions","4.3","SP-C4-4.3-9b195456","Action Allowed = Permission + Workflow + Lifecycle + Business Rules + Scope.","","Action Allowed = Permission + Workflow + Lifecycle + Business Rules + Scope.","Explicit Shall","Product Enforceable Requirement","span_member","Numbered rule — atomic split.","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","ACC / Backend Authorization","","Code / Runtime / UI",""
"C4-4.3-004","17","17","17","Part I — Governance Constitution","4","Operation Permissions","4.3","SP-C4-4.3-e7200a09","Modules shall not introduce alternative operation names for standardized operations.","","Modules shall not introduce alternative operation names for standardized operations.","Explicit Shall","Product Enforceable Requirement","span_member","Numbered rule — atomic split.","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","ACC / Backend Authorization","","Code / Runtime / UI",""
"C4-4.4-001","17","17","17","Part I — Governance Constitution","4","Operation Permissions","4.4","SP-C4-4.4-c3c19963","Permission key naming, role matrix maintenance, role hierarchy, permission inheritance, technical authorization implementation — ACC.","","Permission key naming, role matrix maintenance, role hierarchy, permission inheritance, technical authorization implementation — ACC.","Out of Scope","Out of Scope","atomic","","Governance Approved","Governance approved: Out of Scope.","DX OSE Governance Review (Gate A.3)","No","N/A","ACC / Backend Authorization","","N/A",""
"C5-5.1-001","18","18","18","Part I — Governance Constitution","5","Posting","5.1","SP-C5-5.1-19422166","Posting is the single irreversible business commit point for all operational and financial effects within the DX OSE Platform.","","Posting is the single irreversible business commit point for all operational and financial effects within the DX OSE Platform.","Descriptive","Descriptive Context","atomic","","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Posting / Backend","","Documentation",""
"C5-5.1-002","18","18","18","Part I — Governance Constitution","5","Posting","5.1","SP-C5-5.1-db0f14b8","Posting is the only operation permitted to create official operational and financial business effects.","","Posting is the only operation permitted to create official operational and financial business effects.","Descriptive","Descriptive Context","atomic","","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Posting / Backend","","Documentation",""
"C5-5.1-003","18","18","18","Part I — Governance Constitution","5","Posting","5.1","SP-C5-5.1-4317a565","Documents become business-immutable after Posting except through formally governed reversal or adjustment procedures.","","Documents become business-immutable after Posting except through formally governed reversal or adjustment procedures.","Descriptive","Descriptive Context","atomic","","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Posting / Backend","","Documentation",""
"C5-5.2-001","18","18","18","Part I — Governance Constitution","5","Posting","5.2","SP-C5-5.2-verify-cb93dbe1","user authority","Before Posting, the platform shall verify:","Before Posting, the platform shall verify: user authority","Explicit Shall","Product Enforceable Requirement","span_member","Semicolon-separated posting precondition from §5.2 verify list.","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Posting / Backend","","Code / Runtime / UI",""
"C5-5.2-002","18","18","18","Part I — Governance Constitution","5","Posting","5.2","SP-C5-5.2-verify-cb93dbe1","valid workflow state","Before Posting, the platform shall verify:","Before Posting, the platform shall verify: valid workflow state","Explicit Shall","Product Enforceable Requirement","span_member","Semicolon-separated posting precondition from §5.2 verify list.","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Posting / Backend","","Code / Runtime / UI",""
"C5-5.2-003","18","18","18","Part I — Governance Constitution","5","Posting","5.2","SP-C5-5.2-verify-cb93dbe1","open inventory/financial period (Posting Date)","Before Posting, the platform shall verify:","Before Posting, the platform shall verify: open inventory/financial period (Posting Date)","Explicit Shall","Product Enforceable Requirement","span_member","Semicolon-separated posting precondition from §5.2 verify list.","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Posting / Backend","","Code / Runtime / UI",""
"C5-5.2-004","18","18","18","Part I — Governance Constitution","5","Posting","5.2","SP-C5-5.2-verify-cb93dbe1","full document revalidation","Before Posting, the platform shall verify:","Before Posting, the platform shall verify: full document revalidation","Explicit Shall","Product Enforceable Requirement","span_member","Semicolon-separated posting precondition from §5.2 verify list.","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Posting / Backend","","Code / Runtime / UI",""
"C5-5.2-005","18","18","18","Part I — Governance Constitution","5","Posting","5.2","SP-C5-5.2-verify-cb93dbe1","stock availability for outbound documents","Before Posting, the platform shall verify:","Before Posting, the platform shall verify: stock availability for outbound documents","Explicit Shall","Product Enforceable Requirement","span_member","Semicolon-separated posting precondition from §5.2 verify list.","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Posting / Backend","","Code / Runtime / UI",""
"C5-5.2-006","18","18","18","Part I — Governance Constitution","5","Posting","5.2","SP-C5-5.2-9214bede","Final validation — full revalidation immediately before Posting regardless of prior validation.","","Final validation — full revalidation immediately before Posting regardless of prior validation.","Explicit Shall","Product Enforceable Requirement","span_member","§5.2 numbered rule — atomic split.","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Posting / Backend","","Code / Runtime / UI",""
"C5-5.2-007","18","18","18","Part I — Governance Constitution","5","Posting","5.2","SP-C5-5.2-e7129967","Transaction boundary — single transactional boundary","","Transaction boundary — single transactional boundary","Explicit Shall","Product Enforceable Requirement","span_member","§5.2 numbered rule — atomic split.","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Posting / Backend","","Code / Runtime / UI",""
"C5-5.2-008","18","18","18","Part I — Governance Constitution","5","Posting","5.2","SP-C5-5.2-4488350f","Atomicity — any failure leaves document and related business data completely unchanged.","","Atomicity — any failure leaves document and related business data completely unchanged.","Explicit Shall","Product Enforceable Requirement","span_member","§5.2 numbered rule — atomic split.","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Posting / Backend","","Code / Runtime / UI",""
"C5-5.2-009","18","18","18","Part I — Governance Constitution","5","Posting","5.2","SP-C5-5.2-dbf15eb4","Idempotency — repeating the same posting request shall never create additional effects.","","Idempotency — repeating the same posting request shall never create additional effects.","Explicit Shall","Product Enforceable Requirement","span_member","§5.2 numbered rule — atomic split.","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Posting / Backend","","Code / Runtime / UI",""
"C5-5.2-010","18","18","18","Part I — Governance Constitution","5","Posting","5.2","SP-C5-5.2-f5ef6c6a","Posting trigger — Posting is automatically triggered upon successful final workflow approval unless a document-specific governance policy defines otherwise.","","Posting trigger — Posting is automatically triggered upon successful final workflow approval unless a document-specific governance policy defines otherwise.","Explicit Shall","Product Enforceable Requirement","span_member","§5.2 rule 5 posting trigger — atomic sentence split.","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Posting / Backend","","Code / Runtime / UI",""
"C5-5.2-011","18","18","18","Part I — Governance Constitution","5","Posting","5.2","SP-C5-5.2-2384c6cb","Final Workflow Approval = business authorization for Posting.","","Final Workflow Approval = business authorization for Posting.","Explicit Shall","Product Enforceable Requirement","span_member","§5.2 rule 5 posting trigger — atomic sentence split.","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Posting / Backend","","Code / Runtime / UI",""
"C5-5.2-012","18","18","18","Part I — Governance Constitution","5","Posting","5.2","SP-C5-5.2-51b9b562","No additional posting confirmation is required by default.","","No additional posting confirmation is required by default.","Explicit Shall","Product Enforceable Requirement","span_member","§5.2 rule 5 posting trigger — atomic sentence split.","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Posting / Backend","","Code / Runtime / UI",""
"C5-5.2-013","18","18","18","Part I — Governance Constitution","5","Posting","5.2","SP-C5-5.2-2190ab3c","Posting behavior shall remain deterministic and repeat-safe throughout the platform.","","Posting behavior shall remain deterministic and repeat-safe throughout the platform.","Explicit Shall","Product Enforceable Requirement","atomic","","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Posting / Backend","","Code / Runtime / UI",""
"C5-5.3-001","18","18","18","Part I — Governance Constitution","5","Posting","5.3","SP-C5-5.3-2ab2ffc7","Approval authorizes progression within workflow.","","Approval authorizes progression within workflow.","Descriptive","Descriptive Context","atomic","","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Posting / Backend","","Documentation",""
"C5-5.3-002","18","18","18","Part I — Governance Constitution","5","Posting","5.3","SP-C5-5.3-9d9f912f","Posting applies official operational and financial effects.","","Posting applies official operational and financial effects.","Descriptive","Descriptive Context","atomic","","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Posting / Backend","","Documentation",""
"C5-5.3-003","18","18","18","Part I — Governance Constitution","5","Posting","5.3","SP-C5-5.3-9ee27433","Workflow Contracts define whether final approval leads directly to Posting or to an optional Approved stage.","","Workflow Contracts define whether final approval leads directly to Posting or to an optional Approved stage.","Descriptive","Descriptive Context","atomic","","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Posting / Backend","","Documentation",""
"C5-5.4-001","18","18","18","Part I — Governance Constitution","5","Posting","5.4","SP-C5-5.4-2972ef1e","Reversal procedures, inventory recalculation, ledger repair, historical data correction — separate governance documents.","","Reversal procedures, inventory recalculation, ledger repair, historical data correction — separate governance documents.","Out of Scope","Out of Scope","atomic","","Governance Approved","Governance approved: Out of Scope.","DX OSE Governance Review (Gate A.3)","No","N/A","Posting / Backend","","N/A",""
"C6-6.1-001","19","19","19","Part I — Governance Constitution","6","Period Management","6.1","SP-C6-6.1-461cad92","Period Management preserves inventory integrity, financial integrity, audit integrity, and reporting consistency.","","Period Management preserves inventory integrity, financial integrity, audit integrity, and reporting consistency.","Descriptive","Descriptive Context","atomic","","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Period Management / Backend","","Documentation",""
"C6-6.1-002","19","19","19","Part I — Governance Constitution","6","Period Management","6.1","SP-C6-6.1-e257439f","It governs when transactions may officially affect inventory and financial records.","","It governs when transactions may officially affect inventory and financial records.","Explicit May","Optional Capability","atomic","","Governance Approved","Optional capability approved.","DX OSE Governance Review (Gate A.3)","Yes","Runtime Behavior","Period Management / Backend","","Runtime",""
"C6-6.2-001","19","19","19","Part I — Governance Constitution","6","Period Management","6.2","SP-C6-6.2-3ce7c10e","DX OSE formally recognizes Inventory Period and Financial Period.","","DX OSE formally recognizes Inventory Period and Financial Period.","Descriptive","Descriptive Context","atomic","","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Period Management / Backend","","Documentation",""
"C6-6.2-002","19","19","19","Part I — Governance Constitution","6","Period Management","6.2","SP-C6-6.2-5e786a00","The current implementation may manage both using a shared calendar while allowing future separation.","","The current implementation may manage both using a shared calendar while allowing future separation.","Explicit May","Optional Capability","atomic","","Governance Approved","Optional capability approved.","DX OSE Governance Review (Gate A.3)","Yes","Runtime Behavior","Period Management / Backend","","Runtime",""
"C6-6.3-001","19","19","19","Part I — Governance Constitution","6","Period Management","6.3","SP-C6-6.3-1125f11d","Each document shall permanently maintain Document Date, Posting Date, and Assigned Posting Period.","","Each document shall permanently maintain Document Date, Posting Date, and Assigned Posting Period.","Explicit Shall","Product Enforceable Requirement","atomic","","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Period Management / Backend","","Code / Runtime / UI",""
"C6-6.3-002","19","19","19","Part I — Governance Constitution","6","Period Management","6.3","SP-C6-6.3-c57aab02","Document Date — actual business event date.","","Document Date — actual business event date.","Descriptive","Descriptive Context","atomic","","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Period Management / Backend","","Documentation",""
"C6-6.3-003","19","19","19","Part I — Governance Constitution","6","Period Management","6.3","SP-C6-6.3-0666e562","Posting Date — official accounting and inventory recognition date.","","Posting Date — official accounting and inventory recognition date.","Descriptive","Descriptive Context","atomic","","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Period Management / Backend","","Documentation",""
"C6-6.3-004","19","19","19","Part I — Governance Constitution","6","Period Management","6.3","SP-C6-6.3-fe7ea7e5","Assigned Posting Period — determined at Posting, permanently recorded.","","Assigned Posting Period — determined at Posting, permanently recorded.","Descriptive","Descriptive Context","atomic","","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Period Management / Backend","","Documentation",""
"C6-6.3-005","19","19","19","Part I — Governance Constitution","6","Period Management","6.3","SP-C6-6.3-684de1c9","Document Date and Posting Date are independent and must never be treated as interchangeable.","","Document Date and Posting Date are independent and must never be treated as interchangeable.","Explicit Must","Product Enforceable Requirement","atomic","","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Period Management / Backend","","Code / Runtime / UI",""
"C6-6.4-001","19","19","19","Part I — Governance Constitution","6","Period Management","6.4","SP-C6-6.4-2a95f8f6","Open, Closing, Closed, Archived","","Open, Closing, Closed, Archived.","Descriptive","Descriptive Context","atomic","","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Period Management / Backend","","Documentation",""
"C6-6.4-002","19","19","19","Part I — Governance Constitution","6","Period Management","6.4","SP-C6-6.4-e39da57e","Closing — controlled validation phase before period may close.","","Closing — controlled validation phase before period may close.","Explicit May","Optional Capability","atomic","","Governance Approved","Optional capability approved.","DX OSE Governance Review (Gate A.3)","Yes","Runtime Behavior","Period Management / Backend","","Runtime",""
"C6-6.5-001","19","19","19","Part I — Governance Constitution","6","Period Management","6.5","SP-C6-6.5-7da317c9","Posting permitted only when Posting Period is Open and all validations pass.","","Posting permitted only when Posting Period is Open and all validations pass.","Descriptive","Descriptive Context","atomic","","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Period Management / Backend","","Documentation",""
"C6-6.5-002","19","19","19","Part I — Governance Constitution","6","Period Management","6.5","SP-C6-6.5-3c10c468","Future posting restrictions apply to Posting Date only, not Document Date.","","Future posting restrictions apply to Posting Date only, not Document Date.","Descriptive","Descriptive Context","atomic","","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Period Management / Backend","","Documentation",""
"C6-6.5-003","19","19","19","Part I — Governance Constitution","6","Period Management","6.5","SP-C6-6.5-a389d70b","Historical Document Date may be accepted if business policy allows and posting period is open.","","Historical Document Date may be accepted if business policy allows and posting period is open.","Explicit May","Optional Capability","atomic","","Governance Approved","Optional capability approved.","DX OSE Governance Review (Gate A.3)","Yes","Runtime Behavior","Period Management / Backend","","Runtime",""
"C6-6.5-004","19","19","19","Part I — Governance Constitution","6","Period Management","6.5","SP-C6-6.5-399d396b","Posting into Closed period prohibited.","","Posting into Closed period prohibited.","Explicit Shall","Product Enforceable Requirement","atomic","","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Period Management / Backend","","Code / Runtime / UI",""
"C6-6.5-005","19","19","19","Part I — Governance Constitution","6","Period Management","6.5","SP-C6-6.5-bullet-f643076e","Periods close sequentially","","Periods close sequentially","Descriptive","Descriptive Context","span_member","Bullet semicolon — atomic split.","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Period Management / Backend","","Documentation",""
"C6-6.5-006","19","19","19","Part I — Governance Constitution","6","Period Management","6.5","SP-C6-6.5-bullet-f643076e","periods must not overlap.","","periods must not overlap.","Explicit Shall","Product Enforceable Requirement","span_member","Bullet semicolon — atomic split.","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Period Management / Backend","","Code / Runtime / UI",""
"C6-6.5-007","19","19","19","Part I — Governance Constitution","6","Period Management","6.5","SP-C6-6.5-bullet-1c23ce4c","Period validation is centralized","","Period validation is centralized","Descriptive","Descriptive Context","span_member","Bullet semicolon — atomic split.","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Period Management / Backend","","Documentation",""
