"register_type","fresh_id","pdf_page","part","chapter_num","chapter_title","section","exact_pdf_source_text","normalized_atomic_clause","strength_classification","category_bucket","semantic_review_status","semantic_review_reason","implementation_target","applies_to","verification_type"
"Product Enforceable Requirement","C10-10.2-002","25","Part III — Data Integrity","10","Stock & Quantity","10.2","Negative inventory prohibited in DX OSE v2.0.","Negative inventory prohibited in DX OSE v2.0.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Inventory / Stock","Code / Runtime / UI"
"Product Enforceable Requirement","C10-10.2-003","25","Part III — Data Integrity","10","Stock & Quantity","10.2","Quantity must be greater than zero","Quantity must be greater than zero","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Inventory / Stock","Code / Runtime / UI"
"Product Enforceable Requirement","C10-10.2-004","25","Part III — Data Integrity","10","Stock & Quantity","10.2","zero-quantity lines prohibited.","zero-quantity lines prohibited.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Inventory / Stock","Code / Runtime / UI"
"Product Enforceable Requirement","C10-10.2-005","25","Part III — Data Integrity","10","Stock & Quantity","10.2","Quantity precision per platform settings","Quantity precision per platform settings","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Inventory / Stock","Code / Runtime / UI"
"Product Enforceable Requirement","C10-10.2-006","25","Part III — Data Integrity","10","Stock & Quantity","10.2","validation uses precise values.","validation uses precise values.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Inventory / Stock","Code / Runtime / UI"
"Product Enforceable Requirement","C10-10.2-007","25","Part III — Data Integrity","10","Stock & Quantity","10.2","Stock validation against source inventory location defined by transaction.","Stock validation against source inventory location defined by transaction.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Inventory / Stock","Code / Runtime / UI"
"Product Enforceable Requirement","C10-10.2-008","25","Part III — Data Integrity","10","Stock & Quantity","10.2","All calculations use base unit.","All calculations use base unit.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Inventory / Stock","Code / Runtime / UI"
"Product Enforceable Requirement","C10-10.2-009","25","Part III — Data Integrity","10","Stock & Quantity","10.2","Batch-controlled and serial-controlled inventory — Out of Scope v2.0.","Batch-controlled and serial-controlled inventory — Out of Scope v2.0.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Inventory / Stock","Code / Runtime / UI"
"Product Enforceable Requirement","C10-10.2-010","25","Part III — Data Integrity","10","Stock & Quantity","10.2","No transaction shall violate constitutional stock integrity rules.","No transaction shall violate constitutional stock integrity rules.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Inventory / Stock","Code / Runtime / UI"
"Product Enforceable Requirement","C10-10.2-011","25","Part III — Data Integrity","10","Stock & Quantity","10.2","Inventory movements generated exclusively by Posted transactions.","Inventory movements generated exclusively by Posted transactions.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Inventory / Stock","Code / Runtime / UI"
"Product Enforceable Requirement","C10-10.2-012","25","Part III — Data Integrity","10","Stock & Quantity","10.2","Posted inventory movements shall never be edited","Posted inventory movements shall never be edited","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Inventory / Stock","Code / Runtime / UI"
"Product Enforceable Requirement","C10-10.2-013","25","Part III — Data Integrity","10","Stock & Quantity","10.2","corrections via new governed transactions.","corrections via new governed transactions.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Inventory / Stock","Code / Runtime / UI"
"Product Enforceable Requirement","C10-10.2-014","25","Part III — Data Integrity","10","Stock & Quantity","10.2","Inbound: ●  no stock check","Inbound: ●  no stock check","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Inventory / Stock","Code / Runtime / UI"
"Product Enforceable Requirement","C10-10.2-015","25","Part III — Data Integrity","10","Stock & Quantity","10.2","Outbound: authoritative on platform","Outbound: authoritative on platform","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Inventory / Stock","Code / Runtime / UI"
"Product Enforceable Requirement","C11-11.3-002","26","Part III — Data Integrity","11","Display Currency","11.3","It must not convert amounts, alter stored values, ledger, valuation, historical posted documents, or participate in financial calculations, inventory valuation, posting logic, taxation, or accounting transactions.","It must not convert amounts, alter stored values, ledger, valuation, historical posted documents, or participate in financial calculations, inventory valuation, posting logic, taxation, or accounting transactions.","Explicit Must Not","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Display Currency / Shared UX","Code / Runtime / UI"
"Product Enforceable Requirement","C11-11.4-001","26","Part III — Data Integrity","11","Display Currency","11.4","Display Currency shall apply consistently across all user interfaces, reports, dashboards, exported documents, and printed outputs unless explicitly governed otherwise.","Display Currency shall apply consistently across all user interfaces, reports, dashboards, exported documents, and printed outputs unless explicitly governed otherwise.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Display Currency / Shared UX","Code / Runtime / UI"
"Product Enforceable Requirement","C11-11.4-002","26","Part III — Data Integrity","11","Display Currency","11.4","Reports and PDF shall use property display currency as each channel is brought under this standard.","Reports and PDF shall use property display currency as each channel is brought under this standard.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Display Currency / Shared UX","Code / Runtime / UI"
"Product Enforceable Requirement","C11-11.6-001","26","Part III — Data Integrity","11","Display Currency","11.6","Changing Property Display Currency must not modify historical posted documents or stored business data.","Changing Property Display Currency must not modify historical posted documents or stored business data.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Display Currency / Shared UX","Code / Runtime / UI"
"Product Enforceable Requirement","C12-12.2-003","27","Part IV — Document Composition","12","Document Header","12.2","positions must not shift arbitrarily.","positions must not shift arbitrarily.","Explicit Must Not","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Document Header / All Documents","Code / Runtime / UI"
"Product Enforceable Requirement","C12-12.3-001","27","Part IV — Document Composition","12","Document Header","12.3","System fields (document number, status, created by/at, posted by/at, etc.) — must not be usereditable.","System fields (document number, status, created by/at, posted by/at, etc.) — must not be usereditable.","Explicit Must Not","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Document Header / All Documents","Code / Runtime / UI"
"Product Enforceable Requirement","C12-12.4-001","27","Part IV — Document Composition","12","Document Header","12.4","Header fields shall become read-only once the document enters a non-editable lifecycle state unless explicitly governed otherwise.","Header fields shall become read-only once the document enters a non-editable lifecycle state unless explicitly governed otherwise.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Document Header / All Documents","Code / Runtime / UI"
"Product Enforceable Requirement","C12-12.5-001","27","Part IV — Document Composition","12","Document Header","12.5","Changes to property, department, warehouse after lines exist or after workflow progress must require confirmation and shall follow document business rules (see BDR for line-clear policies).","Changes to property, department, warehouse after lines exist or after workflow progress must require confirmation and shall follow document business rules (see BDR for line-clear policies).","Explicit Must","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Document Header / All Documents","Code / Runtime / UI"
"Product Enforceable Requirement","C12-12.6-001","27","Part IV — Document Composition","12","Document Header","12.6","Header information and document lines shall remain logically consistent throughout the lifecycle unless explicitly governed otherwise.","Header information and document lines shall remain logically consistent throughout the lifecycle unless explicitly governed otherwise.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Document Header / All Documents","Code / Runtime / UI"
"Optional Capability","C12-12.7-001","27","Part IV — Document Composition","12","Document Header","12.7","Modules may add header fields provided standard header order and positions are preserved.","Modules may add header fields provided standard header order and positions are preserved.","Explicit May","Optional Capability","Governance Approved","Optional capability approved.","Runtime Behavior","Document Header / All Documents","Runtime"
"Product Enforceable Requirement","C13-13.2-001","28","Part IV — Document Composition","13","Document Lines","13.2","Each line shall maintain a unique internal identity independent of display order or row number.","Each line shall maintain a unique internal identity independent of display order or row number.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Document Lines / All Documents","Code / Runtime / UI"
"Product Enforceable Requirement","C13-13.4-001","28","Part IV — Document Composition","13","Document Lines","13.4","Posted document lines shall be immutable.","Posted document lines shall be immutable.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Document Lines / All Documents","Code / Runtime / UI"
"Product Enforceable Requirement","C13-13.5-001","28","Part IV — Document Composition","13","Document Lines","13.5","Line values and calculated fields shall recalculate automatically per governed business rules when relevant data changes.","Line values and calculated fields shall recalculate automatically per governed business rules when relevant data changes.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Document Lines / All Documents","Code / Runtime / UI"
"Product Enforceable Requirement","C13-13.6-001","28","Part IV — Document Composition","13","Document Lines","13.6","All lines shall remain consistent with governing business context in the header unless explicitly governed otherwise.","All lines shall remain consistent with governing business context in the header unless explicitly governed otherwise.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Document Lines / All Documents","Code / Runtime / UI"
"Product Enforceable Requirement","C13-13.8-001","28","Part IV — Document Composition","13","Document Lines","13.8","Duplicate line behavior shall be defined by each business document according to functional requirements (not one global merge/prevent policy).","Duplicate line behavior shall be defined by each business document according to functional requirements (not one global merge/prevent policy).","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Document Lines / All Documents","Code / Runtime / UI"
"Product Enforceable Requirement","C13-13.9-001","28","Part IV — Document Composition","13","Document Lines","13.9","Significant line-level business changes shall be auditable per platform audit policy.","Significant line-level business changes shall be auditable per platform audit policy.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Document Lines / All Documents","Code / Runtime / UI"
"Product Enforceable Requirement","C13-13.10-001","28","Part IV — Document Composition","13","Document Lines","13.10","Large datasets shall not degrade usability (Chapter 27).","Large datasets shall not degrade usability (Chapter 27).","Explicit Must Not","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Document Lines / All Documents","Code / Runtime / UI"
"Product Enforceable Requirement","C14-14.3-001","29","Part IV — Document Composition","14","Attachments","14.3","State Typical rights Draft Add, replace, delete In review View, download Posted Read-only Posted attachments shall not be modified, replaced, or deleted.","State Typical rights Draft Add, replace, delete In review View, download Posted Read-only Posted attachments shall not be modified, replaced, or deleted.","Explicit Must Not","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Attachments / Platform","Code / Runtime / UI"
"Product Enforceable Requirement","C14-14.3-002","29","Part IV — Document Composition","14","Attachments","14.3","Required attachments must block submit when missing.","Required attachments must block submit when missing.","Explicit Must","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Attachments / Platform","Code / Runtime / UI"
"Product Enforceable Requirement","C14-14.4-001","29","Part IV — Document Composition","14","Attachments","14.4","Platform shall enforce allowed types, maximum size, and maximum count (values in platform policy, not this Constitution).","Platform shall enforce allowed types, maximum size, and maximum count (values in platform policy, not this Constitution).","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Attachments / Platform","Code / Runtime / UI"
"Product Enforceable Requirement","C14-14.5-001","29","Part IV — Document Composition","14","Attachments","14.5","Uploaded files shall comply with platform security validation policy.","Uploaded files shall comply with platform security validation policy.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Attachments / Platform","Code / Runtime / UI"
"Optional Capability","C14-14.8-001","29","Part IV — Document Composition","14","Attachments","14.8","Original filename may display","Original filename may display","Explicit May","Optional Capability","Governance Approved","Optional capability approved.","Runtime Behavior","Attachments / Platform","Runtime"
"Product Enforceable Requirement","C14-14.8-002","29","Part IV — Document Composition","14","Attachments","14.8","platform defines internal storage identity — filenames must not serve as internal identifiers.","platform defines internal storage identity — filenames must not serve as internal identifiers.","Explicit Must Not","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Attachments / Platform","Code / Runtime / UI"
"Product Enforceable Requirement","C15-15.2-001","30","Part IV — Document Composition","15","Notes & Comments","15.2","Reject, Send Back, Cancel — reason required where defined.","Reject, Send Back, Cancel — reason required where defined.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Notes & Comments / All Documents","Code / Runtime / UI"
"Product Enforceable Requirement","C15-15.3-001","30","Part IV — Document Composition","15","Notes & Comments","15.3","Workflow comments, system notes, and audit comments shall become immutable once recorded.","Workflow comments, system notes, and audit comments shall become immutable once recorded.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Notes & Comments / All Documents","Code / Runtime / UI"
"Product Enforceable Requirement","C15-15.4-002","30","Part IV — Document Composition","15","Notes & Comments","15.4","users must not manually create or modify.","users must not manually create or modify.","Explicit Must Not","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Notes & Comments / All Documents","Code / Runtime / UI"
"Optional Capability","C16-16.3-004","31","Part IV — Document Composition","16","Item Images","16.3","Bulk upload may be supported","Bulk upload may be supported","Explicit May","Optional Capability","Governance Approved","Optional capability approved.","Runtime Behavior","Item Master / Shared UX","Runtime"
"Product Enforceable Requirement","C17-17.3-005","32","Part V — System Interaction Standards","17","Keyboard Navigation","17.3","Global shortcuts centrally governed — modules must not introduce independent global shortcuts","Global shortcuts centrally governed — modules must not introduce independent global shortcuts","UX Requirement","Product Enforceable Requirement","Governance Corrected","§17.3 global shortcut prohibition.","Multiple","Keyboard Navigation / Shared UX","UI / UX"
"Product Enforceable Requirement","C18-18.2-002","33","Part V — System Interaction Standards","18","Validation","18.2","submit → focus first error","submit → focus first error","UX Requirement","Product Enforceable Requirement","Governance Corrected","§18.2 validation rule — product/UI/runtime.","Multiple","Validation / Shared UX","UI / UX"
"Product Enforceable Requirement","C18-18.2-004","33","Part V — System Interaction Standards","18","Validation","18.2","All messages support localization","All messages support localization","UX Requirement","Product Enforceable Requirement","Governance Corrected","§18.2 validation rule — product/UI/runtime.","Multiple","Validation / Shared UX","UI / UX"
"Product Enforceable Requirement","C18-18.2-005","33","Part V — System Interaction Standards","18","Validation","18.2","Backend returns codes; platform presents translated text","Backend returns codes; platform presents translated text","UX Requirement","Product Enforceable Requirement","Governance Corrected","§18.2 validation rule — product/runtime.","Multiple","Validation / Shared UX","UI / UX"
"Product Enforceable Requirement","C18-18.2-006","33","Part V — System Interaction Standards","18","Validation","18.2","Deterministic — same input + conditions → same result","Deterministic — same input + conditions → same result","UX Requirement","Product Enforceable Requirement","Governance Corrected","§18.2 validation rule — product/runtime.","Multiple","Validation / Shared UX","UI / UX"
"Product Enforceable Requirement","C18-18.2-007","33","Part V — System Interaction Standards","18","Validation","18.2","Validation at data entry, workflow actions, posting per business rules","Validation at data entry, workflow actions, posting per business rules","UX Requirement","Product Enforceable Requirement","Governance Corrected","§18.2 validation rule — product/UI/runtime.","Multiple","Validation / Shared UX","UI / UX"
"Product Enforceable Requirement","C18-18.2-008","33","Part V — System Interaction Standards","18","Validation","18.2","Client-side assists; server-side authoritative","Client-side assists; server-side authoritative","UX Requirement","Product Enforceable Requirement","Governance Corrected","§18.2 validation rule — product/runtime.","Multiple","Validation / Shared UX","UI / UX"
"Product Enforceable Requirement","C18-18.2-009","33","Part V — System Interaction Standards","18","Validation","18.2","Messages in logical order (header → lines → document)","Messages in logical order (header → lines → document)","UX Requirement","Product Enforceable Requirement","Governance Corrected","§18.2 validation rule — product/UI/runtime.","Multiple","Validation / Shared UX","UI / UX"
"Product Enforceable Requirement","C18-18.2-010","33","Part V — System Interaction Standards","18","Validation","18.2","Warnings informational unless governed; validation errors block operation","Warnings informational unless governed; validation errors block operation","UX Requirement","Product Enforceable Requirement","Governance Corrected","§18.2 validation rule — product/runtime.","Multiple","Validation / Shared UX","UI / UX"
"Product Enforceable Requirement","C18-18.2-011","33","Part V — System Interaction Standards","18","Validation","18.2","Must not duplicate same error across channels","Must not duplicate same error across channels","Explicit Shall","Product Enforceable Requirement","Governance Approved","§18.2 no duplicated error channels.","Multiple","Validation / Shared UX","Code / Runtime / UI"
"Product Enforceable Requirement","C19-19.3-002","34","Part V — System Interaction Standards","19","Error Handling","19.3","Sensitive information (stack traces, SQL, internal IDs) must never be exposed to end users.","Sensitive information (stack traces, SQL, internal IDs) must never be exposed to end users.","Explicit Must","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Error Handling / Shared UX","Code / Runtime / UI"
"Product Enforceable Requirement","C21-21.3-001","36","Part V — System Interaction Standards","21","Loading & Progress","21.3","If loading exceeds reasonable duration, user shall be informed operation continues.","If loading exceeds reasonable duration, user shall be informed operation continues.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Loading & Progress / Shared UX","Code / Runtime / UI"
"Product Enforceable Requirement","C22-22.1-001","37","Part V — System Interaction Standards","22","Audit & Timeline","22.1","Created","Created","Product Requirement","Product Enforceable Requirement","Governance Approved","§22.1 required audit fields.","Database Integrity","Audit & Timeline / Platform","Code / Runtime / DB"
"Product Enforceable Requirement","C22-22.1-002","37","Part V — System Interaction Standards","22","Audit & Timeline","22.1","last modified","last modified","Product Requirement","Product Enforceable Requirement","Governance Approved","§22.1 required audit fields.","Database Integrity","Audit & Timeline / Platform","Code / Runtime / DB"
"Product Enforceable Requirement","C22-22.1-003","37","Part V — System Interaction Standards","22","Audit & Timeline","22.1","submitted","submitted","Product Requirement","Product Enforceable Requirement","Governance Approved","§22.1 required audit fields.","Database Integrity","Audit & Timeline / Platform","Code / Runtime / DB"
"Product Enforceable Requirement","C22-22.1-004","37","Part V — System Interaction Standards","22","Audit & Timeline","22.1","approved","approved","Product Requirement","Product Enforceable Requirement","Governance Approved","§22.1 required audit fields.","Database Integrity","Audit & Timeline / Platform","Code / Runtime / DB"
"Product Enforceable Requirement","C22-22.1-005","37","Part V — System Interaction Standards","22","Audit & Timeline","22.1","rejected","rejected","Product Requirement","Product Enforceable Requirement","Governance Approved","§22.1 required audit fields.","Database Integrity","Audit & Timeline / Platform","Code / Runtime / DB"
"Product Enforceable Requirement","C22-22.1-006","37","Part V — System Interaction Standards","22","Audit & Timeline","22.1","posted — actor and timestamp where applicable.","posted — actor and timestamp where applicable.","Product Requirement","Product Enforceable Requirement","Governance Approved","§22.1 required audit fields.","Database Integrity","Audit & Timeline / Platform","Code / Runtime / DB"
"Product Enforceable Requirement","C22-22.2-001","37","Part V — System Interaction Standards","22","Audit & Timeline","22.2","Every workflow action and significant attachment/line change must generate audit record.","Every workflow action and significant attachment/line change must generate audit record.","Explicit Shall","Product Enforceable Requirement","Governance Approved","§22.2 audit record generation.","Multiple","Audit & Timeline / Platform","Code / Runtime / DB"
"Product Enforceable Requirement","C22-22.3-001","37","Part V — System Interaction Standards","22","Audit & Timeline","22.3","Single chronological timeline","Single chronological timeline","Product Requirement","Product Enforceable Requirement","Governance Approved","§22.3 timeline/audit immutability rule.","Database Integrity","Audit & Timeline / Platform","Code / Runtime / DB"
"Product Enforceable Requirement","C22-22.3-002","37","Part V — System Interaction Standards","22","Audit & Timeline","22.3","immutable audit records","immutable audit records","Product Requirement","Product Enforceable Requirement","Governance Approved","§22.3 timeline/audit immutability rule.","Database Integrity","Audit & Timeline / Platform","Code / Runtime / DB"
"Product Enforceable Requirement","C22-22.3-003","37","Part V — System Interaction Standards","22","Audit & Timeline","22.3","UTC internally, display per user time zone.","UTC internally, display per user time zone.","Product Requirement","Product Enforceable Requirement","Governance Approved","§22.3 timeline/audit immutability rule.","Database Integrity","Audit & Timeline / Platform","Code / Runtime / DB"
"Product Enforceable Requirement","C22-22.3-004","37","Part V — System Interaction Standards","22","Audit & Timeline","22.3","Timeline filtering permitted without altering records.","Timeline filtering permitted without altering records.","Product Requirement","Product Enforceable Requirement","Governance Approved","§22.3 timeline filtering without mutation.","Runtime Behavior","Audit & Timeline / Platform","Code / Runtime / DB"
"Product Enforceable Requirement","C22-22.3-005","37","Part V — System Interaction Standards","22","Audit & Timeline","22.3","Concurrency conflicts recorded when appropriate (Chapter 8.10).","Concurrency conflicts recorded when appropriate (Chapter 8.10).","Product Requirement","Product Enforceable Requirement","Governance Approved","§22.3 concurrency conflict audit.","Multiple","Audit & Timeline / Platform","Code / Runtime / DB"
"Product Enforceable Requirement","C22-22.4-001","37","Part V — System Interaction Standards","22","Audit & Timeline","22.4","Official print should include approval/audit summary where appropriate.","Official print should include approval/audit summary where appropriate.","Explicit Shall","Product Enforceable Requirement","Governance Approved","§22 audit requirement.","Multiple","Audit & Timeline / Platform","Code / Runtime / DB"
"Product Enforceable Requirement","C26-26.1-001","41","Part VII — Presentation Standards","26","Printing & Export","26.1","Print and PDF export must match. Status watermarks (draft, posted, void, etc.). Header/footer with organization identity","Print and PDF export must match. Status watermarks (draft, posted, void, etc.). Header/footer with organization identity","Product Requirement","Product Enforceable Requirement","Governance Approved","§26 sensitive print/export rule.","Multiple","Printing & Export / Reports","Code / Runtime / UI"
"Product Enforceable Requirement","C26-26.1-002","41","Part VII — Presentation Standards","26","Printing & Export","26.1","page numbers and print metadata.","page numbers and print metadata.","Product Requirement","Product Enforceable Requirement","Governance Approved","§26 print/export authorization rule.","Multiple","Printing & Export / Reports","Code / Runtime / UI"
"Product Enforceable Requirement","C26-26.2-001","41","Part VII — Presentation Standards","26","Printing & Export","26.2","Platform electronic record is authoritative","Platform electronic record is authoritative","Product Requirement","Product Enforceable Requirement","Governance Approved","§26 print/export authorization rule.","Multiple","Printing & Export / Reports","Code / Runtime / UI"
"Product Enforceable Requirement","C26-26.2-002","41","Part VII — Presentation Standards","26","Printing & Export","26.2","printed/exported copies are representations.","printed/exported copies are representations.","Product Requirement","Product Enforceable Requirement","Governance Approved","§26 print/export authorization rule.","Multiple","Printing & Export / Reports","Code / Runtime / UI"
"Product Enforceable Requirement","C26-26.3-001","41","Part VII — Presentation Standards","26","Printing & Export","26.3","Print and export subject to same permission model as view","Print and export subject to same permission model as view","Product Requirement","Product Enforceable Requirement","Governance Approved","§26 print/export authorization rule.","Multiple","Printing & Export / Reports","Code / Runtime / UI"
"Product Enforceable Requirement","C26-26.3-002","41","Part VII — Presentation Standards","26","Printing & Export","26.3","export authorization explicit.","export authorization explicit.","Product Requirement","Product Enforceable Requirement","Governance Approved","§26 print/export authorization rule.","Multiple","Printing & Export / Reports","Code / Runtime / UI"
"Product Enforceable Requirement","C26-26.4-001","41","Part VII — Presentation Standards","26","Printing & Export","26.4","Sensitive data masked per authorization on export/print.","Sensitive data masked per authorization on export/print.","Product Requirement","Product Enforceable Requirement","Governance Approved","§26 sensitive print/export rule.","Multiple","Printing & Export / Reports","Code / Runtime / UI"
"Product Enforceable Requirement","C26-26.5-001","41","Part VII — Presentation Standards","26","Printing & Export","26.5","May be allowed with unofficial marking.","May be allowed with unofficial marking.","Product Requirement","Product Enforceable Requirement","Governance Approved","§26 print/export authorization rule.","Multiple","Printing & Export / Reports","Code / Runtime / UI"
"Product Enforceable Requirement","C26-26.6-001","41","Part VII — Presentation Standards","26","Printing & Export","26.6","Print of sensitive documents should be logged.","Print of sensitive documents should be logged.","Product Requirement","Product Enforceable Requirement","Governance Approved","§26 sensitive print/export rule.","Multiple","Printing & Export / Reports","Code / Runtime / UI"
"Product Enforceable Requirement","C26-26.7-001","41","Part VII — Presentation Standards","26","Printing & Export","26.7","Arabic and English should be supported per property or user preference.","Arabic and English should be supported per property or user preference.","Product Requirement","Product Enforceable Requirement","Governance Approved","§26 print/export authorization rule.","Multiple","Printing & Export / Reports","Code / Runtime / UI"
"Product Enforceable Requirement","C27-27.1-001","42","Part VIII — Platform Principles","27","Performance","27.1","Large lists — paging or virtual presentation","Large lists — paging or virtual presentation","Performance Requirement","Product Enforceable Requirement","Governance Approved","§27 performance principle.","Runtime Behavior","Performance / Platform","Runtime"
"Product Enforceable Requirement","C27-27.1-002","42","Part VIII — Platform Principles","27","Performance","27.1","server-assisted search when warranted","server-assisted search when warranted","Performance Requirement","Product Enforceable Requirement","Governance Approved","§27 performance principle.","Runtime Behavior","Performance / Platform","Runtime"
"Product Enforceable Requirement","C27-27.1-003","42","Part VIII — Platform Principles","27","Performance","27.1","debounce and cancel in-flight requests","debounce and cancel in-flight requests","Performance Requirement","Product Enforceable Requirement","Governance Approved","§27 performance principle.","Runtime Behavior","Performance / Platform","Runtime"
"Product Enforceable Requirement","C27-27.1-004","42","Part VIII — Platform Principles","27","Performance","27.1","heavy export/print asynchronous with user feedback.","heavy export/print asynchronous with user feedback.","Performance Requirement","Product Enforceable Requirement","Governance Approved","§27 performance principle.","Runtime Behavior","Performance / Platform","Runtime"
"Product Enforceable Requirement","C27-27.2-001","42","Part VIII — Platform Principles","27","Performance","27.2","Document entry responsive under normal hotel operations","Document entry responsive under normal hotel operations","Performance Requirement","Product Enforceable Requirement","Governance Approved","§27 performance principle.","Runtime Behavior","Performance / Platform","Runtime"
"Product Enforceable Requirement","C27-27.2-002","42","Part VIII — Platform Principles","27","Performance","27.2","exact metrics in QA acceptance criteria and Architecture Guide.","exact metrics in QA acceptance criteria and Architecture Guide.","Performance Requirement","Product Enforceable Requirement","Governance Approved","§27 performance principle.","Runtime Behavior","Performance / Platform","Runtime"
