"fresh_id","pdf_page","pdf_page_start","pdf_page_end","part","chapter_num","chapter_title","section","source_span_id","exact_pdf_source_text","source_context_text","normalized_atomic_clause","strength_classification","category_bucket","atomicity_status","atomicity_justification","semantic_review_status","semantic_review_reason","semantic_reviewer","product_gap_applicability","implementation_target","applies_to","related_sections","verification_type","extraction_note"
"C4-4.3-003","17","17","17","Part I — Governance Constitution","4","Operation Permissions","4.3","SP-C4-4.3-9b195456","Action Allowed = Permission + Workflow + Lifecycle + Business Rules + Scope.","","Action Allowed = Permission + Workflow + Lifecycle + Business Rules + Scope.","Explicit Shall","Product Enforceable Requirement","span_member","Numbered rule — atomic split.","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","ACC / Backend Authorization","","Code / Runtime / UI",""
"C4-4.3-004","17","17","17","Part I — Governance Constitution","4","Operation Permissions","4.3","SP-C4-4.3-e7200a09","Modules shall not introduce alternative operation names for standardized operations.","","Modules shall not introduce alternative operation names for standardized operations.","Explicit Shall","Product Enforceable Requirement","span_member","Numbered rule — atomic split.","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","ACC / Backend Authorization","","Code / Runtime / UI",""
"C4-4.4-001","17","17","17","Part I — Governance Constitution","4","Operation Permissions","4.4","SP-C4-4.4-c3c19963","Permission key naming, role matrix maintenance, role hierarchy, permission inheritance, technical authorization implementation — ACC.","","Permission key naming, role matrix maintenance, role hierarchy, permission inheritance, technical authorization implementation — ACC.","Out of Scope","Out of Scope","atomic","","Governance Approved","Governance approved: Out of Scope.","DX OSE Governance Review (Gate A.3)","No","N/A","ACC / Backend Authorization","","N/A",""
"C5-5.1-001","18","18","18","Part I — Governance Constitution","5","Posting","5.1","SP-C5-5.1-19422166","Posting is the single irreversible business commit point for all operational and financial effects within the DX OSE Platform.","","Posting is the single irreversible business commit point for all operational and financial effects within the DX OSE Platform.","Descriptive","Descriptive Context","atomic","","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Posting / Backend","","Documentation",""
"C5-5.1-002","18","18","18","Part I — Governance Constitution","5","Posting","5.1","SP-C5-5.1-db0f14b8","Posting is the only operation permitted to create official operational and financial business effects.","","Posting is the only operation permitted to create official operational and financial business effects.","Descriptive","Product Enforceable Requirement","atomic","","Governance Corrected","Posting authority rule.","DX OSE Governance Review (Gate A FINAL)","Yes","Runtime Behavior","Posting / Backend","","Documentation",""
"C5-5.1-003","18","18","18","Part I — Governance Constitution","5","Posting","5.1","SP-C5-5.1-4317a565","Documents become business-immutable after Posting except through formally governed reversal or adjustment procedures.","","Documents become business-immutable after Posting except through formally governed reversal or adjustment procedures.","Descriptive","Product Enforceable Requirement","atomic","","Governance Corrected","Business immutability after Posting.","DX OSE Governance Review (Gate A FINAL)","Yes","Multiple","Posting / Backend","","Documentation",""
"C5-5.2-001","18","18","18","Part I — Governance Constitution","5","Posting","5.2","SP-C5-5.2-verify-cb93dbe1","user authority","Before Posting, the platform shall verify:","Before Posting, the platform shall verify: user authority","Explicit Shall","Product Enforceable Requirement","span_member","Semicolon-separated posting precondition from §5.2 verify list.","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Posting / Backend","","Code / Runtime / UI",""
"C5-5.2-002","18","18","18","Part I — Governance Constitution","5","Posting","5.2","SP-C5-5.2-verify-cb93dbe1","valid workflow state","Before Posting, the platform shall verify:","Before Posting, the platform shall verify: valid workflow state","Explicit Shall","Product Enforceable Requirement","span_member","Semicolon-separated posting precondition from §5.2 verify list.","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Posting / Backend","","Code / Runtime / UI",""
"C5-5.2-003","18","18","18","Part I — Governance Constitution","5","Posting","5.2","SP-C5-5.2-verify-cb93dbe1","open inventory/financial period (Posting Date)","Before Posting, the platform shall verify:","Before Posting, the platform shall verify: open inventory/financial period (Posting Date)","Explicit Shall","Product Enforceable Requirement","span_member","Semicolon-separated posting precondition from §5.2 verify list.","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Posting / Backend","","Code / Runtime / UI",""
"C5-5.2-004","18","18","18","Part I — Governance Constitution","5","Posting","5.2","SP-C5-5.2-verify-cb93dbe1","full document revalidation","Before Posting, the platform shall verify:","Before Posting, the platform shall verify: full document revalidation","Explicit Shall","Product Enforceable Requirement","span_member","Semicolon-separated posting precondition from §5.2 verify list.","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Posting / Backend","","Code / Runtime / UI",""
"C5-5.2-005","18","18","18","Part I — Governance Constitution","5","Posting","5.2","SP-C5-5.2-verify-cb93dbe1","stock availability for outbound documents","Before Posting, the platform shall verify:","Before Posting, the platform shall verify: stock availability for outbound documents","Explicit Shall","Product Enforceable Requirement","span_member","Semicolon-separated posting precondition from §5.2 verify list.","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Posting / Backend","","Code / Runtime / UI",""
"C5-5.2-006","18","18","18","Part I — Governance Constitution","5","Posting","5.2","SP-C5-5.2-9214bede","Final validation — full revalidation immediately before Posting regardless of prior validation.","","Final validation — full revalidation immediately before Posting regardless of prior validation.","Explicit Shall","Product Enforceable Requirement","span_member","§5.2 numbered rule — atomic split.","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Posting / Backend","","Code / Runtime / UI",""
"C5-5.2-007","18","18","18","Part I — Governance Constitution","5","Posting","5.2","SP-C5-5.2-e7129967","Transaction boundary — single transactional boundary","","Transaction boundary — single transactional boundary","Explicit Shall","Product Enforceable Requirement","span_member","§5.2 numbered rule — atomic split.","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Posting / Backend","","Code / Runtime / UI",""
"C5-5.2-008","18","18","18","Part I — Governance Constitution","5","Posting","5.2","SP-C5-5.2-4488350f","Atomicity — any failure leaves document and related business data completely unchanged.","","Atomicity — any failure leaves document and related business data completely unchanged.","Explicit Shall","Product Enforceable Requirement","span_member","§5.2 numbered rule — atomic split.","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Posting / Backend","","Code / Runtime / UI",""
"C5-5.2-009","18","18","18","Part I — Governance Constitution","5","Posting","5.2","SP-C5-5.2-dbf15eb4","Idempotency — repeating the same posting request shall never create additional effects.","","Idempotency — repeating the same posting request shall never create additional effects.","Explicit Shall","Product Enforceable Requirement","span_member","§5.2 numbered rule — atomic split.","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Posting / Backend","","Code / Runtime / UI",""
"C5-5.2-010","18","18","18","Part I — Governance Constitution","5","Posting","5.2","SP-C5-5.2-f5ef6c6a","Posting trigger — Posting is automatically triggered upon successful final workflow approval unless a document-specific governance policy defines otherwise.","","Posting trigger — Posting is automatically triggered upon successful final workflow approval unless a document-specific governance policy defines otherwise.","Explicit Shall","Product Enforceable Requirement","span_member","§5.2 rule 5 posting trigger — atomic sentence split.","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Posting / Backend","","Code / Runtime / UI",""
"C5-5.2-011","18","18","18","Part I — Governance Constitution","5","Posting","5.2","SP-C5-5.2-2384c6cb","Final Workflow Approval = business authorization for Posting.","","Final Workflow Approval = business authorization for Posting.","Explicit Shall","Product Enforceable Requirement","span_member","§5.2 rule 5 posting trigger — atomic sentence split.","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Posting / Backend","","Code / Runtime / UI",""
"C5-5.2-012","18","18","18","Part I — Governance Constitution","5","Posting","5.2","SP-C5-5.2-51b9b562","No additional posting confirmation is required by default.","","No additional posting confirmation is required by default.","Explicit Shall","Product Enforceable Requirement","span_member","§5.2 rule 5 posting trigger — atomic sentence split.","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Posting / Backend","","Code / Runtime / UI",""
"C5-5.2-013","18","18","18","Part I — Governance Constitution","5","Posting","5.2","SP-C5-5.2-2190ab3c","Posting behavior shall remain deterministic and repeat-safe throughout the platform.","","Posting behavior shall remain deterministic and repeat-safe throughout the platform.","Explicit Shall","Product Enforceable Requirement","atomic","","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Posting / Backend","","Code / Runtime / UI",""
"C5-5.3-001","18","18","18","Part I — Governance Constitution","5","Posting","5.3","SP-C5-5.3-2ab2ffc7","Approval authorizes progression within workflow.","","Approval authorizes progression within workflow.","Descriptive","Descriptive Context","atomic","","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Posting / Backend","","Documentation",""
"C5-5.3-002","18","18","18","Part I — Governance Constitution","5","Posting","5.3","SP-C5-5.3-9d9f912f","Posting applies official operational and financial effects.","","Posting applies official operational and financial effects.","Descriptive","Descriptive Context","atomic","","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Posting / Backend","","Documentation",""
"C5-5.3-003","18","18","18","Part I — Governance Constitution","5","Posting","5.3","SP-C5-5.3-9ee27433","Workflow Contracts define whether final approval leads directly to Posting or to an optional Approved stage.","","Workflow Contracts define whether final approval leads directly to Posting or to an optional Approved stage.","Descriptive","Descriptive Context","atomic","","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Posting / Backend","","Documentation",""
"C5-5.4-001","18","18","18","Part I — Governance Constitution","5","Posting","5.4","SP-C5-5.4-2972ef1e","Reversal procedures, inventory recalculation, ledger repair, historical data correction — separate governance documents.","","Reversal procedures, inventory recalculation, ledger repair, historical data correction — separate governance documents.","Out of Scope","Out of Scope","atomic","","Governance Approved","Governance approved: Out of Scope.","DX OSE Governance Review (Gate A.3)","No","N/A","Posting / Backend","","N/A",""
"C6A-6.1-001","19","19","19","Part I — Governance Constitution","6","Period Management","6.1","SP-C6A-6.1-001-16f4236e","Period Management preserves inventory integrity, financial integrity, audit integrity, and reporting consistency.","","Period Management preserves inventory integrity, financial integrity, audit integrity, and reporting consistency.","Descriptive","Descriptive Context","atomic","","Constitutionally Approved","CONSTITUTIONALLY APPROVED — IMPLEMENTATION PENDING — NOT YET VERIFIED","Chapter 6 D1–D12 Amendment (Amr 2026-07-05)","No","N/A","Period Management / Backend","","Documentation",""
"C6A-6.1-002","19","19","19","Part I — Governance Constitution","6","Period Management","6.1","SP-C6A-6.1-002-6da4d7f8","Period Management governs when transactions may officially affect inventory and financial records.","","Period Management governs when transactions may officially affect inventory and financial records.","Descriptive","Descriptive Context","atomic","","Constitutionally Approved","CONSTITUTIONALLY APPROVED — IMPLEMENTATION PENDING — NOT YET VERIFIED","Chapter 6 D1–D12 Amendment (Amr 2026-07-05)","No","N/A","Period Management / Backend","","Documentation",""
"C6A-6.1-003","19","19","19","Part I — Governance Constitution","6","Period Management","6.1","SP-C6A-6.1-003-0211799c","The sole operational close mechanism in DX OSE is Monthly Period Close. Annual Close as an independent period, process, snapshot, or lock is prohibited.","","The sole operational close mechanism in DX OSE is Monthly Period Close. Annual Close as an independent period, process, snapshot, or lock is prohibited.","Explicit Shall","Product Enforceable Requirement","atomic","","Constitutionally Approved","CONSTITUTIONALLY APPROVED — IMPLEMENTATION PENDING — NOT YET VERIFIED Decision: D1.","Chapter 6 D1–D12 Amendment (Amr 2026-07-05)","Yes","Multiple","Period Management / Backend","","Code / Runtime / UI",""
"C6A-6.1-004","19","19","19","Part I — Governance Constitution","6","Period Management","6.1","SP-C6A-6.1-004-47b4fffa","This chapter applies to all modules that create, modify, or report inventory or ledger truth, including current and future posting entry points.","","This chapter applies to all modules that create, modify, or report inventory or ledger truth, including current and future posting entry points.","Explicit Shall","Product Enforceable Requirement","atomic","","Constitutionally Approved","CONSTITUTIONALLY APPROVED — IMPLEMENTATION PENDING — NOT YET VERIFIED","Chapter 6 D1–D12 Amendment (Amr 2026-07-05)","Yes","Multiple","Period Management / Backend","","Code / Runtime / UI",""
"C6A-6.1-005","19","19","19","Part I — Governance Constitution","6","Period Management","6.1","SP-C6A-6.1-005-3486d6db","Period Management integrates with Draft Governance (Chapter 7), Access Control Catalog (Chapter 4 / ACC), and Audit requirements platform-wide.","","Period Management integrates with Draft Governance (Chapter 7), Access Control Catalog (Chapter 4 / ACC), and Audit requirements platform-wide.","Descriptive","Descriptive Context","atomic","","Constitutionally Approved","CONSTITUTIONALLY APPROVED — IMPLEMENTATION PENDING — NOT YET VERIFIED","Chapter 6 D1–D12 Amendment (Amr 2026-07-05)","No","N/A","Period Management / Backend","","Documentation",""
"C6A-6.2-001","19","19","19","Part I — Governance Constitution","6","Period Management","6.2","SP-C6A-6.2-001-f9a55a01","Each hotel (tenant) shall maintain an explicit Period Registry record for every calendar month (month ∈ {1, 2, …, 12}) and fiscal year.","","Each hotel (tenant) shall maintain an explicit Period Registry record for every calendar month (month ∈ {1, 2, …, 12}) and fiscal year.","Explicit Shall","Product Enforceable Requirement","atomic","","Constitutionally Approved","CONSTITUTIONALLY APPROVED — IMPLEMENTATION PENDING — NOT YET VERIFIED Decision: D11.","Chapter 6 D1–D12 Amendment (Amr 2026-07-05)","Yes","Multiple","Period Management / Backend","","Code / Runtime / UI",""
"C6A-6.2-002","19","19","19","Part I — Governance Constitution","6","Period Management","6.2","SP-C6A-6.2-002-9fe591dd","A period shall not be considered open merely because no registry record exists. Implicit open periods are prohibited.","","A period shall not be considered open merely because no registry record exists. Implicit open periods are prohibited.","Explicit Shall","Product Enforceable Requirement","atomic","","Constitutionally Approved","CONSTITUTIONALLY APPROVED — IMPLEMENTATION PENDING — NOT YET VERIFIED Decision: D11.","Chapter 6 D1–D12 Amendment (Amr 2026-07-05)","Yes","Multiple","Period Management / Backend","","Code / Runtime / UI",""
"C6A-6.2-003","19","19","19","Part I — Governance Constitution","6","Period Management","6.2","SP-C6A-6.2-003-a01173be","The Period Registry is the Single Source of Truth for posting availability, Manual Close, Reopen, Re-close, Auto Close, period history, and audit references.","","The Period Registry is the Single Source of Truth for posting availability, Manual Close, Reopen, Re-close, Auto Close, period history, and audit references.","Explicit Shall","Product Enforceable Requirement","atomic","","Constitutionally Approved","CONSTITUTIONALLY APPROVED — IMPLEMENTATION PENDING — NOT YET VERIFIED Decision: D11.","Chapter 6 D1–D12 Amendment (Amr 2026-07-05)","Yes","Multiple","Period Management / Backend","","Code / Runtime / UI",""
"C6A-6.2-004","19","19","19","Part I — Governance Constitution","6","Period Management","6.2","SP-C6A-6.2-004-22e32e7c","Each Period Registry record shall identify tenant (hotel), year, month (1–12; null month values are prohibited), and status (see §6.3).","","Each Period Registry record shall identify tenant (hotel), year, month (1–12; null month values are prohibited), and status (see §6.3).","Explicit Shall","Product Enforceable Requirement","atomic","","Constitutionally Approved","CONSTITUTIONALLY APPROVED — IMPLEMENTATION PENDING — NOT YET VERIFIED Decision: D1,D11.","Chapter 6 D1–D12 Amendment (Amr 2026-07-05)","Yes","Multiple","Period Management / Backend","","Code / Runtime / UI",""
"C6A-6.2-005","19","19","19","Part I — Governance Constitution","6","Period Management","6.2","SP-C6A-6.2-005-7ef0c303","Period records shall be created and managed sequentially per hotel. Periods shall close sequentially; overlapping closed periods are prohibited.","","Period records shall be created and managed sequentially per hotel. Periods shall close sequentially; overlapping closed periods are prohibited.","Explicit Shall","Product Enforceable Requirement","atomic","","Constitutionally Approved","CONSTITUTIONALLY APPROVED — IMPLEMENTATION PENDING — NOT YET VERIFIED Decision: D11.","Chapter 6 D1–D12 Amendment (Amr 2026-07-05)","Yes","Multiple","Period Management / Backend","","Code / Runtime / UI",""
"C6A-6.2-006","19","19","19","Part I — Governance Constitution","6","Period Management","6.2","SP-C6A-6.2-006-20d311da","Inventory Period and Financial Period shall be managed through the shared monthly Period Registry unless a future governance decision explicitly separates them.","","Inventory Period and Financial Period shall be managed through the shared monthly Period Registry unless a future governance decision explicitly separates them.","Descriptive","Descriptive Context","atomic","","Constitutionally Approved","CONSTITUTIONALLY APPROVED — IMPLEMENTATION PENDING — NOT YET VERIFIED","Chapter 6 D1–D12 Amendment (Amr 2026-07-05)","No","N/A","Period Management / Backend","","Documentation",""
"C6A-6.3-001","19","19","19","Part I — Governance Constitution","6","Period Management","6.3","SP-C6A-6.3-001-340cddef","The official period states are OPEN, CLOSING, and CLOSED. The state Archived is not a period registry state; historical snapshots and reports use SUPERSEDED versioning (§6.11, §6.17).","","The official period states are OPEN, CLOSING, and CLOSED. The state Archived is not a period registry state; historical snapshots and reports use SUPERSEDED versioning (§6.11, §6.17).","Explicit Shall","Governance Definition","atomic","","Constitutionally Approved","CONSTITUTIONALLY APPROVED — IMPLEMENTATION PENDING — NOT YET VERIFIED Decision: D11.","Chapter 6 D1–D12 Amendment (Amr 2026-07-05)","Yes","Multiple","Period Management / Backend","","Code / Runtime / UI",""
"C6A-6.3-002","19","19","19","Part I — Governance Constitution","6","Period Management","6.3","SP-C6A-6.3-002-0443d4d5","While a period is OPEN, the platform shall operate normally for all users according to ACC-granted permissions without additional close-related permissions beyond standard operational authority.","","While a period is OPEN, the platform shall operate normally for all users according to ACC-granted permissions without additional close-related permissions beyond standard operational authority.","Explicit Shall","Product Enforceable Requirement","atomic","","Constitutionally Approved","CONSTITUTIONALLY APPROVED — IMPLEMENTATION PENDING — NOT YET VERIFIED","Chapter 6 D1–D12 Amendment (Amr 2026-07-05)","Yes","Multiple","Period Management / Backend","","Code / Runtime / UI",""
"C6A-6.3-003","19","19","19","Part I — Governance Constitution","6","Period Management","6.3","SP-C6A-6.3-003-5c4d9435","Transition OPEN → CLOSING applies to initial Monthly Close and Re-close after Reopen; entry shall immediately run full Close Validation (§6.8) and expose the Close Resolution Workspace (§6.9); entry does not require a clean validation result beforehand.","","Transition OPEN → CLOSING applies to initial Monthly Close and Re-close after Reopen; entry shall immediately run full Close Validation (§6.8) and expose the Close Resolution Workspace (§6.9); entry does not require a clean validation result beforehand.","Explicit Shall","Product Enforceable Requirement","atomic","","Constitutionally Approved","CONSTITUTIONALLY APPROVED — IMPLEMENTATION PENDING — NOT YET VERIFIED Decision: D7,D11.","Chapter 6 D1–D12 Amendment (Amr 2026-07-05)","Yes","Multiple","Period Management / Backend","","Code / Runtime / UI",""
"C6A-6.3-004","19","19","19","Part I — Governance Constitution","6","Period Management","6.3","SP-C6A-6.3-004-84e72ca9","Transition CLOSING → CLOSED shall occur only when Blockers = 0 (§6.8.3); upon transition the platform shall build the Closing Snapshot (§6.12) and assign snapshot version status per §6.11.","","Transition CLOSING → CLOSED shall occur only when Blockers = 0 (§6.8.3); upon transition the platform shall build the Closing Snapshot (§6.12) and assign snapshot version status per §6.11.","Explicit Shall","Product Enforceable Requirement","atomic","","Constitutionally Approved","CONSTITUTIONALLY APPROVED — IMPLEMENTATION PENDING — NOT YET VERIFIED Decision: D3,D7.","Chapter 6 D1–D12 Amendment (Amr 2026-07-05)","Yes","Multiple","Period Management / Backend","","Code / Runtime / UI",""
"C6A-6.3-005","19","19","19","Part I — Governance Constitution","6","Period Management","6.3","SP-C6A-6.3-005-67ec10b5","Users holding PERIOD_CLOSE_RESOLUTION or equivalent close-workspace authority may cancel CLOSING → OPEN without completing close.","","Users holding PERIOD_CLOSE_RESOLUTION or equivalent close-workspace authority may cancel CLOSING → OPEN without completing close.","Explicit Shall","Product Enforceable Requirement","atomic","","Constitutionally Approved","CONSTITUTIONALLY APPROVED — IMPLEMENTATION PENDING — NOT YET VERIFIED Decision: D9.","Chapter 6 D1–D12 Amendment (Amr 2026-07-05)","Yes","Multiple","Period Management / Backend","","Code / Runtime / UI",""
"C6A-6.3-006","19","19","19","Part I — Governance Constitution","6","Period Management","6.3","SP-C6A-6.3-006-e428be46","Reopen transition CLOSED → OPEN is governed by §6.10 and shall not delete or replace existing snapshot versions.","","Reopen transition CLOSED → OPEN is governed by §6.10 and shall not delete or replace existing snapshot versions.","Explicit Shall","Product Enforceable Requirement","atomic","","Constitutionally Approved","CONSTITUTIONALLY APPROVED — IMPLEMENTATION PENDING — NOT YET VERIFIED Decision: D2,D3.","Chapter 6 D1–D12 Amendment (Amr 2026-07-05)","Yes","Multiple","Period Management / Backend","","Code / Runtime / UI",""
"C6A-6.4-001","19","19","19","Part I — Governance Constitution","6","Period Management","6.4","SP-C6A-6.4-001-b4ff1458","Monthly Period Close shall use one Close Engine, one Validation contract (§6.8), and one ACC permission model (§6.15) for all months.","","Monthly Period Close shall use one Close Engine, one Validation contract (§6.8), and one ACC permission model (§6.15) for all months.","Explicit Shall","Product Enforceable Requirement","atomic","","Constitutionally Approved","CONSTITUTIONALLY APPROVED — IMPLEMENTATION PENDING — NOT YET VERIFIED Decision: D1,D10.","Chapter 6 D1–D12 Amendment (Amr 2026-07-05)","Yes","Multiple","Period Management / Backend","","Code / Runtime / UI",""
"C6A-6.4-002","19","19","19","Part I — Governance Constitution","6","Period Management","6.4","SP-C6A-6.4-002-fd591bb5","December (month = 12) shall follow identical close logic as all other months.","","December (month = 12) shall follow identical close logic as all other months.","Explicit Shall","Product Enforceable Requirement","atomic","","Constitutionally Approved","CONSTITUTIONALLY APPROVED — IMPLEMENTATION PENDING — NOT YET VERIFIED Decision: D1.","Chapter 6 D1–D12 Amendment (Amr 2026-07-05)","Yes","Multiple","Period Management / Backend","","Code / Runtime / UI",""
"C6A-6.4-003","19","19","19","Part I — Governance Constitution","6","Period Management","6.4","SP-C6A-6.4-003-33c47eb8","The user interface shall display December using the descriptive label ""December - Year End Closing"". This label is presentational only and shall not introduce a separate year-end process, snapshot, lock, or permission.","","The user interface shall display December using the descriptive label ""December - Year End Closing"". This label is presentational only and shall not introduce a separate year-end process, snapshot, lock, or permission.","Explicit Shall","Product Enforceable Requirement","atomic","","Constitutionally Approved","CONSTITUTIONALLY APPROVED — IMPLEMENTATION PENDING — NOT YET VERIFIED Decision: D1.","Chapter 6 D1–D12 Amendment (Amr 2026-07-05)","Yes","Multiple","Period Management / Backend","","Code / Runtime / UI",""
"C6A-6.4-004","19","19","19","Part I — Governance Constitution","6","Period Management","6.4","SP-C6A-6.4-004-895cc948","The CURRENT Snapshot Version produced by closing December shall constitute the Closing Snapshot for that calendar year and the Opening Basis for January (month = 1) of the following calendar year.","","The CURRENT Snapshot Version produced by closing December shall constitute the Closing Snapshot for that calendar year and the Opening Basis for January (month = 1) of the following calendar year.","Explicit Shall","Product Enforceable Requirement","atomic","","Constitutionally Approved","CONSTITUTIONALLY APPROVED — IMPLEMENTATION PENDING — NOT YET VERIFIED Decision: D1,D3.","Chapter 6 D1–D12 Amendment (Amr 2026-07-05)","Yes","Multiple","Period Management / Backend","","Code / Runtime / UI",""
"C6A-6.4-005","19","19","19","Part I — Governance Constitution","6","Period Management","6.4","SP-C6A-6.4-005-a5c4b6f2","No additional annual snapshot shall be created. The platform must not maintain month = null period records.","","No additional annual snapshot shall be created. The platform must not maintain month = null period records.","Explicit Shall","Product Enforceable Requirement","atomic","","Constitutionally Approved","CONSTITUTIONALLY APPROVED — IMPLEMENTATION PENDING — NOT YET VERIFIED Decision: D1.","Chapter 6 D1–D12 Amendment (Amr 2026-07-05)","Yes","Multiple","Period Management / Backend","","Code / Runtime / UI",""
"C6A-6.4-006","19","19","19","Part I — Governance Constitution","6","Period Management","6.4","SP-C6A-6.4-006-3f4368cc","Annual reporting shall derive from twelve closed monthly periods. A separate Annual Close step is prohibited.","","Annual reporting shall derive from twelve closed monthly periods. A separate Annual Close step is prohibited.","Explicit Shall","Product Enforceable Requirement","atomic","","Constitutionally Approved","CONSTITUTIONALLY APPROVED — IMPLEMENTATION PENDING — NOT YET VERIFIED Decision: D1.","Chapter 6 D1–D12 Amendment (Amr 2026-07-05)","Yes","Multiple","Period Management / Backend","","Code / Runtime / UI",""
"C6A-6.4-007","19","19","19","Part I — Governance Constitution","6","Period Management","6.4","SP-C6A-6.4-007-a251fb85","If December is reopened and subsequently re-closed, the latest CURRENT Snapshot Version for December shall become the new Opening Basis for the following January.","","If December is reopened and subsequently re-closed, the latest CURRENT Snapshot Version for December shall become the new Opening Basis for the following January.","Explicit Shall","Product Enforceable Requirement","atomic","","Constitutionally Approved","CONSTITUTIONALLY APPROVED — IMPLEMENTATION PENDING — NOT YET VERIFIED Decision: D1,D2,D3.","Chapter 6 D1–D12 Amendment (Amr 2026-07-05)","Yes","Multiple","Period Management / Backend","","Code / Runtime / UI",""
"C6A-6.5-001","19","19","19","Part I — Governance Constitution","6","Period Management","6.5","SP-C6A-6.5-001-9459bae0","Every operation that affects inventory or the Inventory Ledger shall have an explicit Posting Date.","","Every operation that affects inventory or the Inventory Ledger shall have an explicit Posting Date.","Explicit Shall","Product Enforceable Requirement","atomic","","Constitutionally Approved","CONSTITUTIONALLY APPROVED — IMPLEMENTATION PENDING — NOT YET VERIFIED Decision: D5.","Chapter 6 D1–D12 Amendment (Amr 2026-07-05)","Yes","Multiple","Period Management / Backend","","Code / Runtime / UI",""
"C6A-6.5-002","19","19","19","Part I — Governance Constitution","6","Period Management","6.5","SP-C6A-6.5-002-10ebd69b","Default Posting Date shall be the current calendar date at the time of posting.","","Default Posting Date shall be the current calendar date at the time of posting.","Explicit Shall","Product Enforceable Requirement","atomic","","Constitutionally Approved","CONSTITUTIONALLY APPROVED — IMPLEMENTATION PENDING — NOT YET VERIFIED Decision: D5.","Chapter 6 D1–D12 Amendment (Amr 2026-07-05)","Yes","Multiple","Period Management / Backend","","Code / Runtime / UI",""
"C6A-6.5-003","19","19","19","Part I — Governance Constitution","6","Period Management","6.5","SP-C6A-6.5-003-8820ada4","Users may select any Posting Date within an OPEN period, subject to §6.5.4–§6.5.6.","","Users may select any Posting Date within an OPEN period, subject to §6.5.4–§6.5.6.","Explicit Shall","Product Enforceable Requirement","atomic","","Constitutionally Approved","CONSTITUTIONALLY APPROVED — IMPLEMENTATION PENDING — NOT YET VERIFIED Decision: D5.","Chapter 6 D1–D12 Amendment (Amr 2026-07-05)","Yes","Multiple","Period Management / Backend","","Code / Runtime / UI",""
"C6A-6.5-004","19","19","19","Part I — Governance Constitution","6","Period Management","6.5","SP-C6A-6.5-004-3164dd7a","Future Posting Dates are prohibited.","","Future Posting Dates are prohibited.","Explicit Shall","Product Enforceable Requirement","atomic","","Constitutionally Approved","CONSTITUTIONALLY APPROVED — IMPLEMENTATION PENDING — NOT YET VERIFIED Decision: D5.","Chapter 6 D1–D12 Amendment (Amr 2026-07-05)","Yes","Multiple","Period Management / Backend","","Code / Runtime / UI",""
"C6A-6.5-005","19","19","19","Part I — Governance Constitution","6","Period Management","6.5","SP-C6A-6.5-005-4c994c78","Posting Dates falling within a CLOSED period are prohibited, in both user interface and backend enforcement.","","Posting Dates falling within a CLOSED period are prohibited, in both user interface and backend enforcement.","Explicit Shall","Product Enforceable Requirement","atomic","","Constitutionally Approved","CONSTITUTIONALLY APPROVED — IMPLEMENTATION PENDING — NOT YET VERIFIED Decision: D5.","Chapter 6 D1–D12 Amendment (Amr 2026-07-05)","Yes","Multiple","Period Management / Backend","","Code / Runtime / UI",""
"C6A-6.5-006","19","19","19","Part I — Governance Constitution","6","Period Management","6.5","SP-C6A-6.5-006-956c5490","After a period closes, the default Posting Date shall advance to a date within the current OPEN period.","","After a period closes, the default Posting Date shall advance to a date within the current OPEN period.","Explicit Shall","Product Enforceable Requirement","atomic","","Constitutionally Approved","CONSTITUTIONALLY APPROVED — IMPLEMENTATION PENDING — NOT YET VERIFIED Decision: D5.","Chapter 6 D1–D12 Amendment (Amr 2026-07-05)","Yes","Multiple","Period Management / Backend","","Code / Runtime / UI",""
