"fresh_id","previous_category","approved_category","reason","applicable_layer","reviewer","review_timestamp","decision_source"
"C6-6.2-002","Optional Capability","Optional Capability","Optional capability approved.","Runtime Behavior","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C6-6.3-001","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C6-6.3-002","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C6-6.3-003","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C6-6.3-004","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C6-6.3-005","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C6-6.4-001","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C6-6.4-002","Optional Capability","Governance Definition","Closing state definition.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C6-6.5-001","Descriptive Context","Product Enforceable Requirement","Posting period precondition.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C6-6.5-002","Descriptive Context","Product Enforceable Requirement","Posting date restriction rule.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C6-6.5-003","Optional Capability","Optional Capability","Optional capability approved.","Runtime Behavior","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C6-6.5-004","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C6-6.5-005","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C6-6.5-006","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C6-6.5-007","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C6-6.5-008","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C6-6.5-009","Descriptive Context","Product Enforceable Requirement","Assigned Posting Period immutability.","Database Integrity","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C6-6.6-001","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C6-6.6-002","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C6-6.6-003","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C6-6.6-004","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C6-6.6-005","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C6-6.6-006","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C6-6.6-007","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C6-6.7-001","Descriptive Context","Product Enforceable Requirement","Proactive Posting Date validation.","Runtime Behavior","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C6-6.8-001","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C6-6.9-001","Out of Scope","Out of Scope","Governance approved: Out of Scope.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C7-7.1-001","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C7-7.2-001","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C7-7.3-001","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C7-7.4-001","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C7-7.4-002","Descriptive Context","Product Enforceable Requirement","§7.4 platform shall define — access rights.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C7-7.4-003","Descriptive Context","Product Enforceable Requirement","§7.4 platform shall define — ownership transfer.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C7-7.4-004","Descriptive Context","Product Enforceable Requirement","§7.4 platform shall define — inactive user drafts.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C7-7.5-001","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C7-7.6-001","Optional Capability","Optional Capability","Optional capability approved.","Runtime Behavior","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C7-7.6-002","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C7-7.7-001","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C7-7.7-002","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C7-7.8-001","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C7-7.8-002","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C7-7.8-003","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C7-7.8-004","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C7-7.9-001","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C7-7.9-002","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C7-7.9-003","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C7-7.10-001","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C7-7.10-002","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C7-7.11-001","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C7-7.12-001","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C7-7.13-001","Out of Scope","Out of Scope","Governance approved: Out of Scope.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C8-8.1-001","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C8-8.2-001","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C8-8.2-002","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C8-8.3-001","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C8-8.5-001","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C8-8.6-001","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C8-8.7-001","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C8-8.8-001","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C8-8.8-002","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C8-8.8-003","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C8-8.8-004","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C8-8.9-001","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C8-8.9-002","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C8-8.10-001","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C8-8.11-001","Out of Scope","Out of Scope","Governance approved: Out of Scope.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C9-9.1-001","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C9-9.2-001","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C9-9.2-002","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C9-9.2-003","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C9-9.2-004","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C9-9.2-005","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C9-9.3-001","Descriptive Context","Product Enforceable Requirement","§9.3 numbering uniqueness rule.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C9-9.3-002","Descriptive Context","Product Enforceable Requirement","§9.3 number reservation rule.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C9-9.3-003","Descriptive Context","Product Enforceable Requirement","§9.3 deleted draft number rule.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C9-9.3-004","Descriptive Context","Governance Definition","§9.3 gap policy definition.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C9-9.3-005","Descriptive Context","Product Enforceable Requirement","§9.3 unified numbering engine.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C9-9.3-006","Descriptive Context","Product Enforceable Requirement","§9.3 prefix governance.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C9-9.3-007","Governance Definition","Governance Definition","Governance definition approved.","Governance Documentation","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C9-9.3-008","Descriptive Context","Product Enforceable Requirement","§9.3 number immutability.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C9-9.3-009","Descriptive Context","Product Enforceable Requirement","§9.3 allocation audit traceability.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C9-9.3-010","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C9-9.3-011","Descriptive Context","Governance Definition","§9.3 annual reset policy definition.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C9-9.4-001","Out of Scope","Out of Scope","Governance approved: Out of Scope.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C10-10.2-001","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C10-10.2-002","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C10-10.2-003","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C10-10.2-004","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C10-10.2-005","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C10-10.2-006","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C10-10.2-007","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C10-10.2-008","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C10-10.2-009","Product Enforceable Requirement","Out of Scope","Batch/serial inventory Out of Scope v2.0.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C10-10.2-010","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C10-10.2-011","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C10-10.2-012","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C10-10.2-013","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C10-10.2-014","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C10-10.2-015","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C10-10.3-001","Out of Scope","Out of Scope","Governance approved: Out of Scope.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C10-10.3-002","Out of Scope","Out of Scope","Governance approved: Out of Scope.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C11-11.1-001","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C11-11.2-001","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C11-11.3-001","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C11-11.3-002","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C11-11.4-001","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C11-11.4-002","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C11-11.5-001","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C11-11.6-001","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C11-11.7-001","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C11-11.8-001","Out of Scope","Out of Scope","Governance approved: Out of Scope.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C12-12.1-001","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C12-12.2-001","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C12-12.2-002","Descriptive Context","UX / Presentation Requirement","Optional fields presentation rule.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C12-12.2-003","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C12-12.3-001","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C12-12.3-002","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C12-12.3-003","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C12-12.4-001","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C12-12.5-001","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C12-12.6-001","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C12-12.7-001","Optional Capability","Optional Capability","Optional capability approved.","Runtime Behavior","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C13-13.1-001","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C13-13.2-001","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C13-13.2-002","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C13-13.3-001","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C13-13.4-001","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C13-13.4-002","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C13-13.5-001","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C13-13.6-001","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C13-13.7-001","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C13-13.7-002","Governance Definition","Governance Definition","Governance definition approved.","Governance Documentation","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C13-13.8-001","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C13-13.9-001","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C13-13.10-001","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C14-14.1-001","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C14-14.2-001","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C14-14.3-001","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C14-14.3-002","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C14-14.4-001","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C14-14.5-001","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C14-14.6-001","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C14-14.7-001","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C14-14.8-001","Optional Capability","Optional Capability","Optional capability approved.","Runtime Behavior","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
