"register_type","fresh_id","pdf_page","part","chapter_num","chapter_title","section","exact_pdf_source_text","normalized_atomic_clause","strength_classification","category_bucket","semantic_review_status","semantic_review_reason","product_gap_applicability","applies_to","related_sections","verification_type","extraction_note"
"Product Enforceable Requirement","C8-8.10-001","23","Part I — Governance Constitution","8","Concurrency","8.10","Concurrency conflicts shall be recorded in audit when appropriate.","Concurrency conflicts shall be recorded in audit when appropriate.","Explicit Shall","Product Enforceable Requirement","Manual Reviewed — Confirmed","Explicit shall modal.","Yes","Concurrency / Backend","","Code / Runtime / UI",""
"Product Enforceable Requirement","C9-9.2-001","24","Part II — Document Identity","9","Document Numbering","9.2","Assigned by the platform only; users must not enter or edit.","Assigned by the platform only; users must not enter or edit.","Explicit Must Not","Product Enforceable Requirement","Manual Reviewed — Confirmed","Explicit must/shall not modal.","Yes","Document Numbering / Platform","","Code / Runtime / UI",""
"Product Enforceable Requirement","C9-9.3-004","24","Part II — Document Identity","9","Document Numbering","9.3","Gap policy — gaps acceptable; numbers must not be reused.","Gap policy — gaps acceptable; numbers must not be reused.","Explicit Shall","Product Enforceable Requirement","Manual Reviewed — Confirmed","§9.3 normative rule/principle.","Yes","Document Numbering / Platform","","Code / Runtime / UI",""
"Product Enforceable Requirement","C9-9.3-006","24","Part II — Document Identity","9","Document Numbering","9.3","Prefix governance — prefixes governed centrally; modules must not configure independently unless authorized.","Prefix governance — prefixes governed centrally; modules must not configure independently unless authorized.","Explicit Shall","Product Enforceable Requirement","Manual Reviewed — Confirmed","§9.3 normative rule/principle.","Yes","Document Numbering / Platform","","Code / Runtime / UI",""
"Product Enforceable Requirement","C9-9.3-010","24","Part II — Document Identity","9","Document Numbering","9.3","Manual override — prohibited.","Manual override — prohibited.","Explicit Shall","Product Enforceable Requirement","Manual Reviewed — Confirmed","§9.3 normative rule/principle.","Yes","Document Numbering / Platform","","Code / Runtime / UI",""
"Product Enforceable Requirement","C10-10.2-001","25","Part III — Data Integrity","10","Stock & Quantity","10.2","Stock availability validated against latest committed inventory state at Posting.","Stock availability validated against latest committed inventory state at Posting.","Explicit Shall","Product Enforceable Requirement","Manual Reviewed — Confirmed","§10.2 inventory/stock rule bullet.","Yes","Inventory / Stock","","Code / Runtime / UI",""
"Product Enforceable Requirement","C10-10.2-002","25","Part III — Data Integrity","10","Stock & Quantity","10.2","Negative inventory prohibited in DX OSE v2.0.","Negative inventory prohibited in DX OSE v2.0.","Explicit Shall","Product Enforceable Requirement","Manual Reviewed — Confirmed","§10.2 inventory/stock rule bullet.","Yes","Inventory / Stock","","Code / Runtime / UI",""
"Product Enforceable Requirement","C10-10.2-003","25","Part III — Data Integrity","10","Stock & Quantity","10.2","Quantity must be greater than zero; zero-quantity lines prohibited.","Quantity must be greater than zero; zero-quantity lines prohibited.","Explicit Shall","Product Enforceable Requirement","Manual Reviewed — Confirmed","§10.2 inventory/stock rule bullet.","Yes","Inventory / Stock","","Code / Runtime / UI",""
"Product Enforceable Requirement","C10-10.2-004","25","Part III — Data Integrity","10","Stock & Quantity","10.2","Quantity precision per platform settings; validation uses precise values.","Quantity precision per platform settings; validation uses precise values.","Explicit Shall","Product Enforceable Requirement","Manual Reviewed — Confirmed","§10.2 inventory/stock rule bullet.","Yes","Inventory / Stock","","Code / Runtime / UI",""
"Product Enforceable Requirement","C10-10.2-005","25","Part III — Data Integrity","10","Stock & Quantity","10.2","Stock validation against source inventory location defined by transaction.","Stock validation against source inventory location defined by transaction.","Explicit Shall","Product Enforceable Requirement","Manual Reviewed — Confirmed","§10.2 inventory/stock rule bullet.","Yes","Inventory / Stock","","Code / Runtime / UI",""
"Product Enforceable Requirement","C10-10.2-006","25","Part III — Data Integrity","10","Stock & Quantity","10.2","All calculations use base unit.","All calculations use base unit.","Explicit Shall","Product Enforceable Requirement","Manual Reviewed — Confirmed","§10.2 inventory/stock rule bullet.","Yes","Inventory / Stock","","Code / Runtime / UI",""
"Product Enforceable Requirement","C10-10.2-007","25","Part III — Data Integrity","10","Stock & Quantity","10.2","Batch-controlled and serial-controlled inventory — Out of Scope v2.0.","Batch-controlled and serial-controlled inventory — Out of Scope v2.0.","Explicit Shall","Product Enforceable Requirement","Manual Reviewed — Confirmed","§10.2 inventory/stock rule bullet.","Yes","Inventory / Stock","","Code / Runtime / UI",""
"Product Enforceable Requirement","C10-10.2-008","25","Part III — Data Integrity","10","Stock & Quantity","10.2","No transaction shall violate constitutional stock integrity rules.","No transaction shall violate constitutional stock integrity rules.","Explicit Shall","Product Enforceable Requirement","Manual Reviewed — Confirmed","§10.2 inventory/stock rule bullet.","Yes","Inventory / Stock","","Code / Runtime / UI",""
"Product Enforceable Requirement","C10-10.2-009","25","Part III — Data Integrity","10","Stock & Quantity","10.2","Inventory movements generated exclusively by Posted transactions.","Inventory movements generated exclusively by Posted transactions.","Explicit Shall","Product Enforceable Requirement","Manual Reviewed — Confirmed","§10.2 inventory/stock rule bullet.","Yes","Inventory / Stock","","Code / Runtime / UI",""
"Product Enforceable Requirement","C10-10.2-010","25","Part III — Data Integrity","10","Stock & Quantity","10.2","Posted inventory movements shall never be edited; corrections via new governed transactions.","Posted inventory movements shall never be edited; corrections via new governed transactions.","Explicit Shall","Product Enforceable Requirement","Manual Reviewed — Confirmed","§10.2 inventory/stock rule bullet.","Yes","Inventory / Stock","","Code / Runtime / UI",""
"Product Enforceable Requirement","C10-10.2-011","25","Part III — Data Integrity","10","Stock & Quantity","10.2","Inbound: ●  no stock check","Inbound: ●  no stock check","Explicit Shall","Product Enforceable Requirement","Manual Reviewed — Confirmed","§10.2 stock check rule by movement direction.","Yes","Inventory / Stock","","Code / Runtime / UI",""
"Product Enforceable Requirement","C10-10.2-012","25","Part III — Data Integrity","10","Stock & Quantity","10.2","Outbound: authoritative on platform; client may warn only","Outbound: authoritative on platform; client may warn only","Explicit Shall","Product Enforceable Requirement","Manual Reviewed — Confirmed","§10.2 stock check rule by movement direction.","Yes","Inventory / Stock","","Code / Runtime / UI",""
"Product Enforceable Requirement","C11-11.3-002","26","Part III — Data Integrity","11","Display Currency","11.3","It must not convert amounts, alter stored values, ledger, valuation, historical posted documents, or participate in financial calculations, inventory valuation, posting logic, taxation, or accounting transactions.","It must not convert amounts, alter stored values, ledger, valuation, historical posted documents, or participate in financial calculations, inventory valuation, posting logic, taxation, or accounting transactions.","Explicit Must Not","Product Enforceable Requirement","Manual Reviewed — Confirmed","Explicit must/shall not modal.","Yes","Display Currency / Shared UX","","Code / Runtime / UI",""
"Product Enforceable Requirement","C11-11.4-001","26","Part III — Data Integrity","11","Display Currency","11.4","Display Currency shall apply consistently across all user interfaces, reports, dashboards, exported documents, and printed outputs unless explicitly governed otherwise.","Display Currency shall apply consistently across all user interfaces, reports, dashboards, exported documents, and printed outputs unless explicitly governed otherwise.","Explicit Shall","Product Enforceable Requirement","Manual Reviewed — Confirmed","Explicit shall modal.","Yes","Display Currency / Shared UX","","Code / Runtime / UI",""
"Product Enforceable Requirement","C11-11.4-002","26","Part III — Data Integrity","11","Display Currency","11.4","Reports and PDF shall use property display currency as each channel is brought under this standard.","Reports and PDF shall use property display currency as each channel is brought under this standard.","Explicit Shall","Product Enforceable Requirement","Manual Reviewed — Confirmed","Explicit shall modal.","Yes","Display Currency / Shared UX","","Code / Runtime / UI",""
"Product Enforceable Requirement","C11-11.6-001","26","Part III — Data Integrity","11","Display Currency","11.6","Changing Property Display Currency must not modify historical posted documents or stored business data.","Changing Property Display Currency must not modify historical posted documents or stored business data.","Explicit Shall","Product Enforceable Requirement","Manual Reviewed — Confirmed","§11.6 normative rule/principle.","Yes","Display Currency / Shared UX","","Code / Runtime / UI",""
"Product Enforceable Requirement","C12-12.2-002","27","Part IV — Document Composition","12","Document Header","12.2","Optional fields omitted when not applicable; positions must not shift arbitrarily.","Optional fields omitted when not applicable; positions must not shift arbitrarily.","Explicit Must Not","Product Enforceable Requirement","Manual Reviewed — Confirmed","Explicit must/shall not modal.","Yes","Document Header / All Documents","","Code / Runtime / UI",""
"Product Enforceable Requirement","C12-12.3-001","27","Part IV — Document Composition","12","Document Header","12.3","System fields (document number, status, created by/at, posted by/at, etc.) — must not be usereditable.","System fields (document number, status, created by/at, posted by/at, etc.) — must not be usereditable.","Explicit Must Not","Product Enforceable Requirement","Manual Reviewed — Confirmed","Explicit must/shall not modal.","Yes","Document Header / All Documents","","Code / Runtime / UI",""
"Product Enforceable Requirement","C12-12.4-001","27","Part IV — Document Composition","12","Document Header","12.4","Header fields shall become read-only once the document enters a non-editable lifecycle state unless explicitly governed otherwise.","Header fields shall become read-only once the document enters a non-editable lifecycle state unless explicitly governed otherwise.","Explicit Shall","Product Enforceable Requirement","Manual Reviewed — Confirmed","Explicit shall modal.","Yes","Document Header / All Documents","","Code / Runtime / UI",""
"Product Enforceable Requirement","C12-12.5-001","27","Part IV — Document Composition","12","Document Header","12.5","Changes to property, department, warehouse after lines exist or after workflow progress must require confirmation and shall follow document business rules (see BDR for line-clear policies).","Changes to property, department, warehouse after lines exist or after workflow progress must require confirmation and shall follow document business rules (see BDR for line-clear policies).","Explicit Must","Product Enforceable Requirement","Manual Reviewed — Confirmed","Explicit must modal. Multi-modal reviewed (2 operators) in §12.5.","Yes","Document Header / All Documents","","Code / Runtime / UI",""
"Product Enforceable Requirement","C12-12.6-001","27","Part IV — Document Composition","12","Document Header","12.6","Header information and document lines shall remain logically consistent throughout the lifecycle unless explicitly governed otherwise.","Header information and document lines shall remain logically consistent throughout the lifecycle unless explicitly governed otherwise.","Explicit Shall","Product Enforceable Requirement","Manual Reviewed — Confirmed","§12.6 normative rule/principle.","Yes","Document Header / All Documents","","Code / Runtime / UI",""
"Product Enforceable Requirement","C13-13.2-001","28","Part IV — Document Composition","13","Document Lines","13.2","Each line shall maintain a unique internal identity independent of display order or row number.","Each line shall maintain a unique internal identity independent of display order or row number.","Explicit Shall","Product Enforceable Requirement","Manual Reviewed — Confirmed","Explicit shall modal.","Yes","Document Lines / All Documents","","Code / Runtime / UI",""
"Product Enforceable Requirement","C13-13.4-001","28","Part IV — Document Composition","13","Document Lines","13.4","Posted document lines shall be immutable.","Posted document lines shall be immutable.","Explicit Shall","Product Enforceable Requirement","Manual Reviewed — Confirmed","Explicit shall modal.","Yes","Document Lines / All Documents","","Code / Runtime / UI",""
"Product Enforceable Requirement","C13-13.5-001","28","Part IV — Document Composition","13","Document Lines","13.5","Line values and calculated fields shall recalculate automatically per governed business rules when relevant data changes.","Line values and calculated fields shall recalculate automatically per governed business rules when relevant data changes.","Explicit Shall","Product Enforceable Requirement","Manual Reviewed — Confirmed","Explicit shall modal.","Yes","Document Lines / All Documents","","Code / Runtime / UI",""
"Product Enforceable Requirement","C13-13.6-001","28","Part IV — Document Composition","13","Document Lines","13.6","All lines shall remain consistent with governing business context in the header unless explicitly governed otherwise.","All lines shall remain consistent with governing business context in the header unless explicitly governed otherwise.","Explicit Shall","Product Enforceable Requirement","Manual Reviewed — Confirmed","Explicit shall modal.","Yes","Document Lines / All Documents","","Code / Runtime / UI",""
"Product Enforceable Requirement","C13-13.7-001","28","Part IV — Document Composition","13","Document Lines","13.7","Document and line totals are system-calculated; must not be directly user-editable.","Document and line totals are system-calculated; must not be directly user-editable.","Explicit Must Not","Product Enforceable Requirement","Manual Reviewed — Confirmed","Explicit must/shall not modal.","Yes","Document Lines / All Documents","","Code / Runtime / UI",""
"Product Enforceable Requirement","C13-13.8-001","28","Part IV — Document Composition","13","Document Lines","13.8","Duplicate line behavior shall be defined by each business document according to functional requirements (not one global merge/prevent policy).","Duplicate line behavior shall be defined by each business document according to functional requirements (not one global merge/prevent policy).","Explicit Shall","Product Enforceable Requirement","Manual Reviewed — Confirmed","Explicit shall modal.","Yes","Document Lines / All Documents","","Code / Runtime / UI",""
"Product Enforceable Requirement","C13-13.9-001","28","Part IV — Document Composition","13","Document Lines","13.9","Significant line-level business changes shall be auditable per platform audit policy.","Significant line-level business changes shall be auditable per platform audit policy.","Explicit Shall","Product Enforceable Requirement","Manual Reviewed — Confirmed","§13.9 normative rule/principle.","Yes","Document Lines / All Documents","","Code / Runtime / UI",""
"Product Enforceable Requirement","C13-13.10-001","28","Part IV — Document Composition","13","Document Lines","13.10","Large datasets shall not degrade usability (Chapter 27).","Large datasets shall not degrade usability (Chapter 27).","Explicit Must Not","Product Enforceable Requirement","Manual Reviewed — Confirmed","Explicit must/shall not modal.","Yes","Document Lines / All Documents","","Code / Runtime / UI",""
"Product Enforceable Requirement","C14-14.3-001","29","Part IV — Document Composition","14","Attachments","14.3","State Typical rights Draft Add, replace, delete In review View, download Posted Read-only Posted attachments shall not be modified, replaced, or deleted.","State Typical rights Draft Add, replace, delete In review View, download Posted Read-only Posted attachments shall not be modified, replaced, or deleted.","Explicit Must Not","Product Enforceable Requirement","Manual Reviewed — Confirmed","Explicit must/shall not modal.","Yes","Attachments / Platform","","Code / Runtime / UI",""
"Product Enforceable Requirement","C14-14.3-002","29","Part IV — Document Composition","14","Attachments","14.3","Required attachments must block submit when missing.","Required attachments must block submit when missing.","Explicit Must","Product Enforceable Requirement","Manual Reviewed — Confirmed","Explicit must modal.","Yes","Attachments / Platform","","Code / Runtime / UI",""
"Product Enforceable Requirement","C14-14.4-001","29","Part IV — Document Composition","14","Attachments","14.4","Platform shall enforce allowed types, maximum size, and maximum count (values in platform policy, not this Constitution).","Platform shall enforce allowed types, maximum size, and maximum count (values in platform policy, not this Constitution).","Explicit Shall","Product Enforceable Requirement","Manual Reviewed — Confirmed","Explicit shall modal.","Yes","Attachments / Platform","","Code / Runtime / UI",""
"Product Enforceable Requirement","C14-14.5-001","29","Part IV — Document Composition","14","Attachments","14.5","Uploaded files shall comply with platform security validation policy.","Uploaded files shall comply with platform security validation policy.","Explicit Shall","Product Enforceable Requirement","Manual Reviewed — Confirmed","Explicit shall modal.","Yes","Attachments / Platform","","Code / Runtime / UI",""
"Product Enforceable Requirement","C14-14.8-001","29","Part IV — Document Composition","14","Attachments","14.8","Original filename may display; platform defines internal storage identity — filenames must not serve as internal identifiers.","Original filename may display; platform defines internal storage identity — filenames must not serve as internal identifiers.","Explicit Must Not","Product Enforceable Requirement","Manual Reviewed — Confirmed","Explicit must/shall not modal. Multi-modal reviewed (2 operators) in §14.8.","Yes","Attachments / Platform","","Code / Runtime / UI",""
"Product Enforceable Requirement","C15-15.2-001","30","Part IV — Document Composition","15","Notes & Comments","15.2","Reject, Send Back, Cancel — reason required where defined.","Reject, Send Back, Cancel — reason required where defined.","Explicit Shall","Product Enforceable Requirement","Manual Reviewed — Confirmed","§15.2 normative rule/principle.","Yes","Notes & Comments / All Documents","","Code / Runtime / UI",""
"Product Enforceable Requirement","C15-15.3-001","30","Part IV — Document Composition","15","Notes & Comments","15.3","Workflow comments, system notes, and audit comments shall become immutable once recorded.","Workflow comments, system notes, and audit comments shall become immutable once recorded.","Explicit Shall","Product Enforceable Requirement","Manual Reviewed — Confirmed","Explicit shall modal.","Yes","Notes & Comments / All Documents","","Code / Runtime / UI",""
"Product Enforceable Requirement","C15-15.4-001","30","Part IV — Document Composition","15","Notes & Comments","15.4","Generated exclusively by the platform; users must not manually create or modify.","Generated exclusively by the platform; users must not manually create or modify.","Explicit Must Not","Product Enforceable Requirement","Manual Reviewed — Confirmed","Explicit must/shall not modal.","Yes","Notes & Comments / All Documents","","Code / Runtime / UI",""
"Product Enforceable Requirement","C16-16.2-001","31","Part IV — Document Composition","16","Item Images","16.2","Item images are Item Master data; must not be created or modified through transactional documents.","Item images are Item Master data; must not be created or modified through transactional documents.","Explicit Must Not","Product Enforceable Requirement","Manual Reviewed — Confirmed","Explicit must/shall not modal.","Yes","Item Master / Shared UX","","Code / Runtime / UI",""
"Product Enforceable Requirement","C16-16.3-001","31","Part IV — Document Composition","16","Item Images","16.3","Single source: Item Master","Single source: Item Master","Explicit Shall","Product Enforceable Requirement","Manual Reviewed — Confirmed","§16.3 item image rule.","Yes","Item Master / Shared UX","","Code / Runtime / UI",""
"Product Enforceable Requirement","C16-16.3-002","31","Part IV — Document Composition","16","Item Images","16.3","Thumbnails in operational screens where valuable","Thumbnails in operational screens where valuable","Explicit Shall","Product Enforceable Requirement","Manual Reviewed — Confirmed","§16.3 item image rule.","Yes","Item Master / Shared UX","","Code / Runtime / UI",""
"Product Enforceable Requirement","C16-16.3-003","31","Part IV — Document Composition","16","Item Images","16.3","Standardized placeholder when no image","Standardized placeholder when no image","Explicit Shall","Product Enforceable Requirement","Manual Reviewed — Confirmed","§16.3 item image rule.","Yes","Item Master / Shared UX","","Code / Runtime / UI",""
"Product Enforceable Requirement","C16-16.3-005","31","Part IV — Document Composition","16","Item Images","16.3","Count sheet export/import compatibility when images included","Count sheet export/import compatibility when images included","Explicit Shall","Product Enforceable Requirement","Manual Reviewed — Confirmed","§16.3 item image rule.","Yes","Item Master / Shared UX","","Code / Runtime / UI",""
"Product Enforceable Requirement","C16-16.3-006","31","Part IV — Document Composition","16","Item Images","16.3","Thumbnails in grids; not full resolution","Thumbnails in grids; not full resolution","Explicit Shall","Product Enforceable Requirement","Manual Reviewed — Confirmed","§16.3 item image rule.","Yes","Item Master / Shared UX","","Code / Runtime / UI",""
"Product Enforceable Requirement","C16-16.3-007","31","Part IV — Document Composition","16","Item Images","16.3","Maximum 1 MB per image","Maximum 1 MB per image","Explicit Shall","Product Enforceable Requirement","Manual Reviewed — Confirmed","§16.3 item image rule.","Yes","Item Master / Shared UX","","Code / Runtime / UI",""
"Product Enforceable Requirement","C16-16.3-008","31","Part IV — Document Composition","16","Item Images","16.3","Supported formats/dimensions per platform media policy","Supported formats/dimensions per platform media policy","Explicit Shall","Product Enforceable Requirement","Manual Reviewed — Confirmed","§16.3 item image rule.","Yes","Item Master / Shared UX","","Code / Runtime / UI",""
"Product Enforceable Requirement","C16-16.3-009","31","Part IV — Document Composition","16","Item Images","16.3","Unified export behavior when image absent","Unified export behavior when image absent","Explicit Shall","Product Enforceable Requirement","Manual Reviewed — Confirmed","§16.3 item image rule.","Yes","Item Master / Shared UX","","Code / Runtime / UI",""
"Product Enforceable Requirement","C17-17.3-005","32","Part V — System Interaction Standards","17","Keyboard Navigation","17.3","Global shortcuts centrally governed — modules must not introduce independent global shortcuts","Global shortcuts centrally governed — modules must not introduce independent global shortcuts","Explicit Shall","Product Enforceable Requirement","Manual Reviewed — Confirmed","§17.3 normative rule/principle.","Yes","Keyboard Navigation / Shared UX","","Code / Runtime / UI",""
"Product Enforceable Requirement","C18-18.2-010","33","Part V — System Interaction Standards","18","Validation","18.2","Must not duplicate same error across channels","Must not duplicate same error across channels","Explicit Shall","Product Enforceable Requirement","Manual Reviewed — Confirmed","§18.2 normative rule/principle.","Yes","Validation / Shared UX","","Code / Runtime / UI",""
"Product Enforceable Requirement","C19-19.3-002","34","Part V — System Interaction Standards","19","Error Handling","19.3","Sensitive information (stack traces, SQL, internal IDs) must never be exposed to end users.","Sensitive information (stack traces, SQL, internal IDs) must never be exposed to end users.","Explicit Must","Product Enforceable Requirement","Manual Reviewed — Confirmed","Explicit must modal.","Yes","Error Handling / Shared UX","","Code / Runtime / UI",""
"Product Enforceable Requirement","C21-21.3-001","36","Part V — System Interaction Standards","21","Loading & Progress","21.3","If loading exceeds reasonable duration, user shall be informed operation continues.","If loading exceeds reasonable duration, user shall be informed operation continues.","Explicit Shall","Product Enforceable Requirement","Manual Reviewed — Confirmed","Explicit shall modal.","Yes","Loading & Progress / Shared UX","","Code / Runtime / UI",""
"Strong Recommendation","C21-21.4-001","36","Part V — System Interaction Standards","21","Loading & Progress","21.4","Long operations should support cancel where safe; pages should render progressively.","Long operations should support cancel where safe; pages should render progressively.","Explicit Should","Strong Recommendation","Manual Reviewed — Confirmed","Explicit should modal.","Yes","Loading & Progress / Shared UX","","UI / Runtime",""
"Product Enforceable Requirement","C22-22.2-001","37","Part V — System Interaction Standards","22","Audit & Timeline","22.2","Every workflow action and significant attachment/line change must generate audit record.","Every workflow action and significant attachment/line change must generate audit record.","Explicit Shall","Product Enforceable Requirement","Manual Reviewed — Confirmed","§22.2 normative rule/principle.","Yes","Audit & Timeline / Platform","","Code / Runtime / UI",""
"Strong Recommendation","C22-22.4-001","37","Part V — System Interaction Standards","22","Audit & Timeline","22.4","Official print should include approval/audit summary where appropriate.","Official print should include approval/audit summary where appropriate.","Explicit Should","Strong Recommendation","Manual Reviewed — Confirmed","Explicit should modal.","Yes","Audit & Timeline / Platform","","UI / Runtime",""
"Product Enforceable Requirement","C23-23.6-004","38","Part VI — Lookup & Search","23","Lookup Standard","23.6","Large catalogs — server-side search; loading entire catalogs prohibited","Large catalogs — server-side search; loading entire catalogs prohibited","Explicit Shall","Product Enforceable Requirement","Manual Reviewed — Confirmed","§23.6 normative rule/principle.","Yes","Lookup Standard / Shared UX","","Code / Runtime / UI",""
"Product Enforceable Requirement","C25-25.2-003","40","Part VII — Presentation Standards","25","Document Layout","25.2","Modules must not invent unrelated layouts.","Modules must not invent unrelated layouts.","Explicit Shall","Product Enforceable Requirement","Manual Reviewed — Confirmed","§25.2 normative rule/principle.","Yes","Document Layout / Shared UX","","Code / Runtime / UI",""
"Product Enforceable Requirement","C25-25.2-004","40","Part VII — Presentation Standards","25","Document Layout","25.2","All modules must declare and follow one archetype.","All modules must declare and follow one archetype.","Explicit Shall","Product Enforceable Requirement","Manual Reviewed — Confirmed","§25.2 normative rule/principle.","Yes","Document Layout / Shared UX","","Code / Runtime / UI",""
"Product Enforceable Requirement","C25-25.3-001","40","Part VII — Presentation Standards","25","Document Layout","25.3","Primary scroll owner defined per archetype — must be consistent (details: UX Constitution + Architecture Guide).","Primary scroll owner defined per archetype — must be consistent (details: UX Constitution + Architecture Guide).","Explicit Shall","Product Enforceable Requirement","Manual Reviewed — Confirmed","§25.3 normative rule/principle.","Yes","Document Layout / Shared UX","","Code / Runtime / UI",""
"Strong Recommendation","C25-25.4-001","40","Part VII — Presentation Standards","25","Document Layout","25.4","Header, action bar, and primary actions should remain accessible per archetype without losing context.","Header, action bar, and primary actions should remain accessible per archetype without losing context.","Explicit Should","Strong Recommendation","Manual Reviewed — Confirmed","Explicit should modal.","Yes","Document Layout / Shared UX","","UI / Runtime",""
"Product Enforceable Requirement","C26-26.1-001","41","Part VII — Presentation Standards","26","Printing & Export","26.1","Print and PDF export must match.","Print and PDF export must match.","Explicit Shall","Product Enforceable Requirement","Manual Reviewed — Confirmed","§26.1 normative rule/principle.","Yes","Printing & Export / Reports","","Code / Runtime / UI",""
"Strong Recommendation","C26-26.6-001","41","Part VII — Presentation Standards","26","Printing & Export","26.6","Print of sensitive documents should be logged.","Print of sensitive documents should be logged.","Explicit Should","Strong Recommendation","Manual Reviewed — Confirmed","Explicit should modal.","Yes","Printing & Export / Reports","","UI / Runtime",""
"Strong Recommendation","C26-26.7-001","41","Part VII — Presentation Standards","26","Printing & Export","26.7","Arabic and English should be supported per property or user preference.","Arabic and English should be supported per property or user preference.","Explicit Should","Strong Recommendation","Manual Reviewed — Confirmed","Explicit should modal.","Yes","Printing & Export / Reports","","UI / Runtime",""
"Product Enforceable Requirement","C28-28.2-001","43","Part VIII — Platform Principles","28","Accessibility","28.2","Platform shall support screen reader compatibility for governed interactions.","Platform shall support screen reader compatibility for governed interactions.","Explicit Shall","Product Enforceable Requirement","Manual Reviewed — Confirmed","§28.2 normative rule/principle.","Yes","Accessibility / Shared UX","","Code / Runtime / UI",""
"Product Enforceable Requirement","C28-28.3-001","43","Part VIII — Platform Principles","28","Accessibility","28.3","Validation and error messages shall be accessible to assistive technology.","Validation and error messages shall be accessible to assistive technology.","Explicit Shall","Product Enforceable Requirement","Manual Reviewed — Confirmed","§28.3 normative rule/principle.","Yes","Accessibility / Shared UX","","Code / Runtime / UI",""
"Product Enforceable Requirement","C29-29.1-001","44","Part IX — Conformance","29","Constitution Compliance & Ratification","29.1","New and revised capabilities must declare applicable chapters and demonstrate compliance before release.","New and revised capabilities must declare applicable chapters and demonstrate compliance before release.","Explicit Must","Product Enforceable Requirement","Manual Reviewed — Confirmed","Explicit must modal.","Yes","Governance / QA","","Code / Runtime / UI",""
"Product Enforceable Requirement","C29-29.4-002","44","Part IX — Conformance","29","Constitution Compliance & Ratification","29.4","Architecture Exception Governance — waiver process formal; exceptions must not weaken audit, posting, or period rules.","Architecture Exception Governance — waiver process formal; exceptions must not weaken audit, posting, or period rules.","Explicit Shall","Product Enforceable Requirement","Manual Reviewed — Confirmed","§29.4 normative rule/principle.","Yes","Governance / QA","","Code / Runtime / UI",""
"Product Enforceable Requirement","C29-29.5-001","44","Part IX — Conformance","29","Constitution Compliance & Ratification","29.5","New operational modules must undergo constitutional review before production approval.","New operational modules must undergo constitutional review before production approval.","Explicit Must","Product Enforceable Requirement","Manual Reviewed — Confirmed","Explicit must modal.","Yes","Governance / QA","","Code / Runtime / UI",""
