"fresh_id","chapter","section","requirement_text","category","implementation_target","verification_type","status","severity","frontend_evidence","backend_evidence","database_evidence","runtime_evidence","governance_evidence","tenant_scope_tested","limitations","finding_id","recommended_next_action"
"C4-4.2-018","4","4.2","Evidence Package is part of document representation, not an independent business operation, and does not require a separate permission in the current DX OSE release.","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C4-4.3-001","4","4.3","Permissions shall never bypass document lifecycle rules.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PASS","Info","OSE-Frontend/src/app/core/guards/permission.guard.ts; core/directives/has-permission.directive.ts","OSE-backend/src/middleware/authorize.js; acc-runtime/resolveSession.js; movementDocumentPermission.middleware.js","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","","None"
"C4-4.3-002","4","4.3","Permissions grant eligibility, not execution authority.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PASS","Info","OSE-Frontend/src/app/core/guards/permission.guard.ts; core/directives/has-permission.directive.ts","OSE-backend/src/middleware/authorize.js; acc-runtime/resolveSession.js; movementDocumentPermission.middleware.js","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","","None"
"C4-4.3-003","4","4.3","Action Allowed = Permission + Workflow + Lifecycle + Business Rules + Scope.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PASS","Info","OSE-Frontend/src/app/core/guards/permission.guard.ts; core/directives/has-permission.directive.ts","OSE-backend/src/middleware/authorize.js; acc-runtime/resolveSession.js; movementDocumentPermission.middleware.js","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","","None"
"C4-4.3-004","4","4.3","Modules shall not introduce alternative operation names for standardized operations.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PASS","Info","OSE-Frontend/src/app/core/guards/permission.guard.ts; core/directives/has-permission.directive.ts","OSE-backend/src/middleware/authorize.js; acc-runtime/resolveSession.js; movementDocumentPermission.middleware.js","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","","None"
"C4-4.4-001","4","4.4","Permission key naming, role matrix maintenance, role hierarchy, permission inheritance, technical authorization implementation — ACC.","Out of Scope","N/A","N/A","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Out of Scope' — no product/runtime enforcement test required.","","None"
"C5-5.1-001","5","5.1","Posting is the single irreversible business commit point for all operational and financial effects within the DX OSE Platform.","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C5-5.1-002","5","5.1","Posting is the only operation permitted to create official operational and financial business effects.","Product Enforceable Requirement","Runtime Behavior","Documentation","PARTIAL","High","","OSE-backend/src/services/posting.service.js; postingGoverned*.service.js; postingEngine.service.js","prisma/schema.prisma — POSTED enums, postingDate, assignedPostingPeriod; no DB immutability trigger","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","Posted immutability enforced in application layer only. Posted immutability not DB-enforced.","FIND-010","None"
"C5-5.1-003","5","5.1","Documents become business-immutable after Posting except through formally governed reversal or adjustment procedures.","Product Enforceable Requirement","Multiple","Documentation","PARTIAL","High","","OSE-backend/src/services/posting.service.js; postingGoverned*.service.js; postingEngine.service.js","prisma/schema.prisma — POSTED enums, postingDate, assignedPostingPeriod; no DB immutability trigger","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","Posted immutability enforced in application layer only. Posted immutability not DB-enforced.","FIND-010","None"
"C5-5.2-001","5","5.2","Before Posting, the platform shall verify: user authority","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PARTIAL","High","","OSE-backend/src/services/posting.service.js; postingGoverned*.service.js; postingEngine.service.js","prisma/schema.prisma — POSTED enums, postingDate, assignedPostingPeriod; no DB immutability trigger","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","Posted immutability enforced in application layer only. Posted immutability not DB-enforced.","FIND-010","None"
"C5-5.2-002","5","5.2","Before Posting, the platform shall verify: valid workflow state","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PARTIAL","High","","OSE-backend/src/services/posting.service.js; postingGoverned*.service.js; postingEngine.service.js","prisma/schema.prisma — POSTED enums, postingDate, assignedPostingPeriod; no DB immutability trigger","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","Posted immutability enforced in application layer only. Posted immutability not DB-enforced.","FIND-010","None"
"C5-5.2-003","5","5.2","Before Posting, the platform shall verify: open inventory/financial period (Posting Date)","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PARTIAL","High","","OSE-backend/src/services/posting.service.js; postingGoverned*.service.js; postingEngine.service.js","prisma/schema.prisma — POSTED enums, postingDate, assignedPostingPeriod; no DB immutability trigger","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","Posted immutability enforced in application layer only. Posted immutability not DB-enforced.","FIND-010","None"
"C5-5.2-004","5","5.2","Before Posting, the platform shall verify: full document revalidation","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PARTIAL","High","","OSE-backend/src/services/posting.service.js; postingGoverned*.service.js; postingEngine.service.js","prisma/schema.prisma — POSTED enums, postingDate, assignedPostingPeriod; no DB immutability trigger","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","Posted immutability enforced in application layer only. Posted immutability not DB-enforced.","FIND-010","None"
"C5-5.2-005","5","5.2","Before Posting, the platform shall verify: stock availability for outbound documents","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PARTIAL","High","","OSE-backend/src/services/posting.service.js; postingGoverned*.service.js; postingEngine.service.js","prisma/schema.prisma — POSTED enums, postingDate, assignedPostingPeriod; no DB immutability trigger","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","Posted immutability enforced in application layer only. Posted immutability not DB-enforced.","FIND-010","None"
"C5-5.2-006","5","5.2","Final validation — full revalidation immediately before Posting regardless of prior validation.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PARTIAL","High","","OSE-backend/src/services/posting.service.js; postingGoverned*.service.js; postingEngine.service.js","prisma/schema.prisma — POSTED enums, postingDate, assignedPostingPeriod; no DB immutability trigger","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","Posted immutability enforced in application layer only. Posted immutability not DB-enforced.","FIND-010","None"
"C5-5.2-007","5","5.2","Transaction boundary — single transactional boundary","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PARTIAL","High","","OSE-backend/src/services/posting.service.js; postingGoverned*.service.js; postingEngine.service.js","prisma/schema.prisma — POSTED enums, postingDate, assignedPostingPeriod; no DB immutability trigger","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","Posted immutability enforced in application layer only. Posted immutability not DB-enforced.","FIND-010","None"
"C5-5.2-008","5","5.2","Atomicity — any failure leaves document and related business data completely unchanged.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PARTIAL","High","","OSE-backend/src/services/posting.service.js; postingGoverned*.service.js; postingEngine.service.js","prisma/schema.prisma — POSTED enums, postingDate, assignedPostingPeriod; no DB immutability trigger","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","Posted immutability enforced in application layer only. Posted immutability not DB-enforced.","FIND-010","None"
"C5-5.2-009","5","5.2","Idempotency — repeating the same posting request shall never create additional effects.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PARTIAL","High","","OSE-backend/src/services/posting.service.js; postingGoverned*.service.js; postingEngine.service.js","prisma/schema.prisma — POSTED enums, postingDate, assignedPostingPeriod; no DB immutability trigger","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","Posted immutability enforced in application layer only. Posted immutability not DB-enforced.","FIND-010","None"
"C5-5.2-010","5","5.2","Posting trigger — Posting is automatically triggered upon successful final workflow approval unless a document-specific governance policy defines otherwise.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PARTIAL","High","","OSE-backend/src/services/posting.service.js; postingGoverned*.service.js; postingEngine.service.js","prisma/schema.prisma — POSTED enums, postingDate, assignedPostingPeriod; no DB immutability trigger","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","Posted immutability enforced in application layer only. Posted immutability not DB-enforced.","FIND-010","None"
"C5-5.2-011","5","5.2","Final Workflow Approval = business authorization for Posting.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PARTIAL","High","","OSE-backend/src/services/posting.service.js; postingGoverned*.service.js; postingEngine.service.js","prisma/schema.prisma — POSTED enums, postingDate, assignedPostingPeriod; no DB immutability trigger","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","Posted immutability enforced in application layer only. Posted immutability not DB-enforced.","FIND-010","None"
"C5-5.2-012","5","5.2","No additional posting confirmation is required by default.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PARTIAL","High","","OSE-backend/src/services/posting.service.js; postingGoverned*.service.js; postingEngine.service.js","prisma/schema.prisma — POSTED enums, postingDate, assignedPostingPeriod; no DB immutability trigger","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","Posted immutability enforced in application layer only. Posted immutability not DB-enforced.","FIND-010","None"
"C5-5.2-013","5","5.2","Posting behavior shall remain deterministic and repeat-safe throughout the platform.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PARTIAL","High","","OSE-backend/src/services/posting.service.js; postingGoverned*.service.js; postingEngine.service.js","prisma/schema.prisma — POSTED enums, postingDate, assignedPostingPeriod; no DB immutability trigger","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","Posted immutability enforced in application layer only. Posted immutability not DB-enforced.","FIND-010","None"
"C5-5.3-001","5","5.3","Approval authorizes progression within workflow.","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C5-5.3-002","5","5.3","Posting applies official operational and financial effects.","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C5-5.3-003","5","5.3","Workflow Contracts define whether final approval leads directly to Posting or to an optional Approved stage.","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C5-5.4-001","5","5.4","Reversal procedures, inventory recalculation, ledger repair, historical data correction — separate governance documents.","Out of Scope","N/A","N/A","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Out of Scope' — no product/runtime enforcement test required.","","None"
"C6-6.1-001","6","6.1","Period Management preserves inventory integrity, financial integrity, audit integrity, and reporting consistency.","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C6-6.1-002","6","6.1","It governs when transactions may officially affect inventory and financial records.","Descriptive Context","N/A","Runtime","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C6-6.2-001","6","6.2","DX OSE formally recognizes Inventory Period and Financial Period.","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C6-6.2-002","6","6.2","The current implementation may manage both using a shared calendar while allowing future separation.","Optional Capability","Runtime Behavior","Runtime","NOT APPLICABLE","Info","","OSE-backend/src/services/periodGuard.service.js; periodClose.service.js; platform/postingPeriod.util.js","prisma/schema.prisma — PeriodClose, period snapshots","","","None — static audit pass","Optional capability — not mandatory for v2.0 compliance.","","None"
"C6-6.3-001","6","6.3","Each document shall permanently maintain Document Date, Posting Date, and Assigned Posting Period.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PASS","Info","","OSE-backend/src/services/periodGuard.service.js; periodClose.service.js; platform/postingPeriod.util.js","prisma/schema.prisma — PeriodClose, period snapshots","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","","None"
"C6-6.3-002","6","6.3","Document Date — actual business event date.","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C6-6.3-003","6","6.3","Posting Date — official accounting and inventory recognition date.","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C6-6.3-004","6","6.3","Assigned Posting Period — determined at Posting, permanently recorded.","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C6-6.3-005","6","6.3","Document Date and Posting Date are independent and must never be treated as interchangeable.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PASS","Info","","OSE-backend/src/services/periodGuard.service.js; periodClose.service.js; platform/postingPeriod.util.js","prisma/schema.prisma — PeriodClose, period snapshots","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","","None"
"C6-6.4-001","6","6.4","Open, Closing, Closed, Archived.","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C6-6.4-002","6","6.4","Closing — controlled validation phase before period may close.","Governance Definition","N/A","Runtime","NOT APPLICABLE","Info","","","","","Governance definition — canonical meaning captured in Gate A; not a product gap.","None — static audit pass","Definition row — verify consuming requirements separately.","","None"
"C6-6.5-001","6","6.5","Posting permitted only when Posting Period is Open and all validations pass.","Product Enforceable Requirement","Multiple","Documentation","PASS","Info","","OSE-backend/src/services/periodGuard.service.js; periodClose.service.js; platform/postingPeriod.util.js","prisma/schema.prisma — PeriodClose, period snapshots","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","","None"
"C6-6.5-002","6","6.5","Future posting restrictions apply to Posting Date only, not Document Date.","Product Enforceable Requirement","Multiple","Documentation","PASS","Info","","OSE-backend/src/services/periodGuard.service.js; periodClose.service.js; platform/postingPeriod.util.js","prisma/schema.prisma — PeriodClose, period snapshots","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","","None"
"C6-6.5-003","6","6.5","Historical Document Date may be accepted if business policy allows and posting period is open.","Optional Capability","Runtime Behavior","Runtime","NOT APPLICABLE","Info","","OSE-backend/src/services/periodGuard.service.js; periodClose.service.js; platform/postingPeriod.util.js","prisma/schema.prisma — PeriodClose, period snapshots","","","None — static audit pass","Optional capability — not mandatory for v2.0 compliance.","","None"
"C6-6.5-004","6","6.5","Posting into Closed period prohibited.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PASS","Info","","OSE-backend/src/services/periodGuard.service.js; periodClose.service.js; platform/postingPeriod.util.js","prisma/schema.prisma — PeriodClose, period snapshots","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","","None"
"C6-6.5-005","6","6.5","Periods close sequentially","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C6-6.5-006","6","6.5","periods must not overlap.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PASS","Info","","OSE-backend/src/services/periodGuard.service.js; periodClose.service.js; platform/postingPeriod.util.js","prisma/schema.prisma — PeriodClose, period snapshots","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","","None"
"C6-6.5-007","6","6.5","Period validation is centralized","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C6-6.5-008","6","6.5","modules shall not implement independent period logic.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PASS","Info","","OSE-backend/src/services/periodGuard.service.js; periodClose.service.js; platform/postingPeriod.util.js","prisma/schema.prisma — PeriodClose, period snapshots","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","","None"
"C6-6.5-009","6","6.5","Assigned Posting Period is immutable after Posting.","Product Enforceable Requirement","Database Integrity","Documentation","PASS","Info","","OSE-backend/src/services/periodGuard.service.js; periodClose.service.js; platform/postingPeriod.util.js","prisma/schema.prisma — PeriodClose, period snapshots","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","","None"
"C6-6.6-001","6","6.6","Period Close is a governed business process, not a simple validation failure.","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C6-6.6-002","6","6.6","Validation phase: centralized validation with progress indication when Close Period is initiated.","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C6-6.6-003","6","6.6","Resolution workspace when blocking conditions exist:","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C6-6.6-004","6","6.6","Tab 1 — Close Validation: draft documents, pending workflow, approved-not-posted, validation failures, integrity issues","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C6-6.6-005","6","6.6","Tab 2 — Closed Periods: history (period, closed by, closed at, notes, audit).","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C6-6.6-006","6","6.6","Principle: The platform shall provide governed period-close resolution whenever blocking conditions exist, rather than merely rejecting the request.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PASS","Info","","OSE-backend/src/services/periodGuard.service.js; periodClose.service.js; platform/postingPeriod.util.js","prisma/schema.prisma — PeriodClose, period snapshots","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","","None"
"C6-6.6-007","6","6.6","Integrates with Draft Governance (Chapter 7).","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C6-6.7-001","6","6.7","Prevent invalid Posting Dates proactively where possible.","Product Enforceable Requirement","Runtime Behavior","Documentation","PASS","Info","","OSE-backend/src/services/periodGuard.service.js; periodClose.service.js; platform/postingPeriod.util.js","prisma/schema.prisma — PeriodClose, period snapshots","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","","None"
"C6-6.8-001","6","6.8","Governed by separate financial governance policy — intentionally deferred from this Constitution.","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C6-6.9-001","6","6.9","Fiscal calendar configuration, accounting policies, year-end financial closing, financial reopening policies.","Out of Scope","N/A","N/A","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Out of Scope' — no product/runtime enforcement test required.","","None"
"C7-7.1-001","7","7.1","These must remain separate policies.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PARTIAL","Low","","OSE-backend/src/platform/draftGovernance.service.js; movementRegisterGuard.service.js","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","FIND-011","None"
"C7-7.2-001","7","7.2","Every operational document shall begin as a server-recognized draft unless Workflow Contracts define otherwise.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PARTIAL","Low","","OSE-backend/src/platform/draftGovernance.service.js; movementRegisterGuard.service.js","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","FIND-011","None"
"C7-7.3-001","7","7.3","Temporary buffer (not official draft) → Server draft → Workflow document after Submit.","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C7-7.4-001","7","7.4","The platform shall define: draft owner","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PARTIAL","Low","","OSE-backend/src/platform/draftGovernance.service.js; movementRegisterGuard.service.js","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","FIND-011","None"
"C7-7.4-002","7","7.4","access rights","Product Enforceable Requirement","Multiple","Documentation","PARTIAL","Low","","OSE-backend/src/platform/draftGovernance.service.js; movementRegisterGuard.service.js","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","FIND-011","None"
"C7-7.4-003","7","7.4","ownership transfer (if permitted)","Product Enforceable Requirement","Multiple","Documentation","PARTIAL","Low","","OSE-backend/src/platform/draftGovernance.service.js; movementRegisterGuard.service.js","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","FIND-011","None"
"C7-7.4-004","7","7.4","handling of drafts for inactive or departed users.","Product Enforceable Requirement","Multiple","Documentation","PARTIAL","Low","","OSE-backend/src/platform/draftGovernance.service.js; movementRegisterGuard.service.js","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","FIND-011","None"
"C7-7.5-001","7","7.5","Rules for opening the same draft from multiple sessions or devices shall align with Chapter 8 (Concurrency).","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PARTIAL","Low","","OSE-backend/src/platform/draftGovernance.service.js; movementRegisterGuard.service.js","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","FIND-011","None"
"C7-7.6-001","7","7.6","Internal draft lifecycle states (e.g. active, submitted, discarded, expired) may exist","Optional Capability","Runtime Behavior","Runtime","NOT APPLICABLE","Info","","OSE-backend/src/platform/draftGovernance.service.js; movementRegisterGuard.service.js","","","","None — static audit pass","Optional capability — not mandatory for v2.0 compliance.","","None"
"C7-7.6-002","7","7.6","not all need be user-visible.","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C7-7.7-001","7","7.7","Auto-save shall occur on meaningful business events (add/delete row, qty/price change, supplier/warehouse change, attachment, notes, before navigation).","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PARTIAL","Low","","OSE-backend/src/platform/draftGovernance.service.js; movementRegisterGuard.service.js","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","FIND-011","None"
"C7-7.7-002","7","7.7","Not on fixed timers defined in this Constitution.","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C7-7.8-001","7","7.8","Recovered drafts shall not bypass current validation.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PARTIAL","Low","","OSE-backend/src/platform/draftGovernance.service.js; movementRegisterGuard.service.js","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","FIND-011","None"
"C7-7.8-002","7","7.8","Restored documents must be revalidated before continue or submit.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PARTIAL","Low","","OSE-backend/src/platform/draftGovernance.service.js; movementRegisterGuard.service.js","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","FIND-011","None"
"C7-7.8-003","7","7.8","Recovery prompt: Continue or Discard.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PARTIAL","Low","","OSE-backend/src/platform/draftGovernance.service.js; movementRegisterGuard.service.js","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","FIND-011","None"
"C7-7.8-004","7","7.8","Last saved indicator should be visible.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PARTIAL","Low","","OSE-backend/src/platform/draftGovernance.service.js; movementRegisterGuard.service.js","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","FIND-011","None"
"C7-7.9-001","7","7.9","Draft registry required per document family.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PARTIAL","Low","","OSE-backend/src/platform/draftGovernance.service.js; movementRegisterGuard.service.js","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","FIND-011","None"
"C7-7.9-002","7","7.9","Default retention 30 days.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PARTIAL","Low","","OSE-backend/src/platform/draftGovernance.service.js; movementRegisterGuard.service.js","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","FIND-011","None"
"C7-7.9-003","7","7.9","Expiration policy (delete, archive, expired state) shall be defined by platform policy.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PARTIAL","Low","","OSE-backend/src/platform/draftGovernance.service.js; movementRegisterGuard.service.js","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","FIND-011","None"
"C7-7.10-001","7","7.10","Applies to: route navigation, browser refresh, browser/tab close, back navigation, session expiration with unsaved changes.","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C7-7.10-002","7","7.10","Successful Save Draft or Submit returns to clean state.","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C7-7.11-001","7","7.11","Upon successful creation of the first Server Draft, the System Document Number becomes permanently reserved per Chapter 9.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PARTIAL","Low","","OSE-backend/src/platform/draftGovernance.service.js; movementRegisterGuard.service.js","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","FIND-011","None"
"C7-7.12-001","7","7.12","Not supported — cloud ERP.","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C7-7.13-001","7","7.13","Storage technology, sync intervals, local cache design.","Out of Scope","N/A","N/A","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Out of Scope' — no product/runtime enforcement test required.","","None"
"C8-8.1-001","8","8.1","Prevent silent overwrites when multiple users affect the same document.","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C8-8.2-001","8","8.2","Every editable document shall maintain a Concurrency Version for conflict detection.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PASS","Info","","OSE-backend/src/platform/concurrency.service.js; posting.service.js optimistic version checks","migration 20260626120000_constitution_v2_foundation — concurrencyVersion columns","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","","None"
"C8-8.2-002","8","8.2","The Constitution does not mandate a specific technical mechanism.","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C8-8.3-001","8","8.3","Concurrency applies to the entire governed document, not isolated fields only.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PASS","Info","","OSE-backend/src/platform/concurrency.service.js; posting.service.js optimistic version checks","migration 20260626120000_constitution_v2_foundation — concurrencyVersion columns","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","","None"
"C8-8.5-001","8","8.5","Document is read-only except via Return workflow.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PASS","Info","","OSE-backend/src/platform/concurrency.service.js; posting.service.js optimistic version checks","migration 20260626120000_constitution_v2_foundation — concurrencyVersion columns","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","","None"
